propertycode;ad_characteristics_bathNumber;ad_characteristics_constructedArea;ad_characteristics_hasGarden;ad_characteristics_hasLift;ad_characteristics_hasParking;ad_characteristics_hasSwimmingPool;ad_characteristics_hasTerrace;ad_characteristics_roomNumber;ad_operation;ad_owner_type;price_first;ad_typology;date_insert;latitude;longitude;price_last;price;date_last;distrito;day_insert;day_last;tiempo_venta;vendido
87884322;2.0;175.0;;;;;;;1;1;385000;6;2022-02-24 22:11:03.506893;394.744.284;-0.3923466;385000;385000;2022-03-11 18:37:44.002132;extramurs;24/02/2022;11/03/2022;15;0
87912784;1.0;130.0;;;;;;;2;1;600;6;2022-03-01 13:42:26.337683;3.947.822.470.000.000;-0.3254317;600;600;2022-03-04 22:02:43.928552;poblats marítims;01/03/2022;04/03/2022;3;1
87937683;1.0;35.0;;;;;;;2;2;2400;6;2022-03-01 15:26:04.381324;394.712.393;-0.3695944000000001;2400;2400;2022-03-04 22:07:06.531215;ciutat vella;01/03/2022;04/03/2022;3;1
87951447;1.0;42.0;;;;;;;1;1;75000;6;2022-02-24 22:36:38.696463;394.726.237;-0.3827576;75000;75000;2022-03-11 18:37:39.605290;ciutat vella;24/02/2022;11/03/2022;15;0
87956558;1.0;100.0;;;;;;;2;1;600;6;2022-03-01 13:49:15.011485;394.508.266;-0.3806141;600;600;2022-03-04 22:00:54.552975;quatre carreres;01/03/2022;04/03/2022;3;1
87991395;0.0;325.0;;;;;;;1;2;243200;6;2022-02-24 22:19:08.850101;39.472.383;-0.3896727;243200;243200;2022-03-11 18:37:18.088407;extramurs;24/02/2022;11/03/2022;15;0
88001447;1.0;186.0;;;;;;;1;2;200000;6;2022-02-24 23:05:21.116222;3.946.871;-0.34263000000000005;200000;200000;2022-03-11 18:38:48.369823;algirós;24/02/2022;11/03/2022;15;0
88012832;2.0;181.0;;;;;;;1;2;180000;6;2022-02-24 23:00:56.199992;394.865.438;-0.3694289;180000;180000;2022-03-11 18:38:16.828852;benimaclet;24/02/2022;11/03/2022;15;0
88013173;1.0;66.0;;;;;;;1;2;62500;6;2022-02-24 21:07:20.416521;39.457.607;-0.3717907;62500;62500;2022-03-11 18:33:27.276375;quatre carreres;24/02/2022;11/03/2022;15;0
88027926;1.0;66.0;;;;;;;1;2;220000;6;2022-02-24 22:35:13.818595;394.737.033;-0.367547;220000;220000;2022-03-11 18:37:42.438232;ciutat vella;24/02/2022;11/03/2022;15;0
88042707;0.0;500.0;;;;;;;2;1;1500;6;2022-03-01 14:02:13.484535;394.868.857;-0.3874266;1500;1500;2022-03-04 22:02:35.207468;la saïdia;01/03/2022;04/03/2022;3;1
88076795;1.0;120.0;;;;;;;2;2;495;6;2022-03-01 15:03:26.993689;39.457.836;-0.38878;495;495;2022-03-01 15:02:31.398584;jesús;01/03/2022;01/03/2022;0;1
88081237;2.0;351.0;;;;;;;1;2;124100;6;2022-02-24 22:04:30.333524;394.699.174;-0.3928876;124100;124100;2022-03-11 18:35:58.248346;l'olivereta;24/02/2022;11/03/2022;15;0
88082643;1.0;97.0;;;;;;;2;2;300;6;2022-03-01 13:47:09.483451;394.584.136;-0.3665803;300;300;2022-03-04 22:00:46.853676;quatre carreres;01/03/2022;04/03/2022;3;1
88084293;1.0;150.0;;;;;;;2;2;1000;6;2022-03-01 14:05:31.424463;3.948.189.620.000.000;-0.3752216;1000;1000;2022-03-04 22:01:48.353119;la saïdia;01/03/2022;04/03/2022;3;1
88084774;1.0;75.0;;;;;;;1;2;159990;6;2022-02-24 22:53:23.875496;394.811.538;-0.3920007;159990;159990;2022-03-11 18:38:11.594354;campanar;24/02/2022;11/03/2022;15;0
88089510;0.0;174.0;;;;;;;2;2;800;6;2022-03-01 13:51:22.724019;394.616.636;-0.3645666;800;800;2022-03-04 22:00:52.142860;quatre carreres;01/03/2022;04/03/2022;3;1
88107716;3.0;64.0;;;;;;;2;2;350;6;2022-03-04 22:10:08.808541;395.029.085;-0.4180489000000001;350;350;2022-03-04 22:10:05.367945;pobles de l'oest;04/03/2022;04/03/2022;0;1
88114859;1.0;235.0;;;;;;;1;1;330000;6;2022-02-24 22:53:29.470958;3.947.805.020.000.000;-0.3956796;330000;330000;2022-03-11 18:38:11.519682;campanar;24/02/2022;11/03/2022;15;0
88122092;1.0;300.0;;;;;;;1;1;230000;6;2022-02-24 21:30:14.096360;394.627.535;-0.3916735;230000;230000;2022-03-11 18:34:36.323275;patraix;24/02/2022;11/03/2022;15;0
88159964;2.0;75.0;;;;;;;2;2;495;6;2022-03-01 14:03:31.615114;394.841.415;-0.3807542;495;495;2022-03-04 22:01:51.170731;la saïdia;01/03/2022;04/03/2022;3;1
88184459;6.0;405.0;;;;;;;1;2;180000;6;2022-02-24 22:53:56.616711;394.877.655;-0.389586;180000;180000;2022-03-11 18:38:11.266500;campanar;24/02/2022;11/03/2022;15;0
88228671;1.0;121.0;;;;;;;2;2;700;6;2022-03-01 14:31:28.157857;394.653.137;-0.373454;700;700;2022-03-04 22:03:36.599862;l'eixample;01/03/2022;04/03/2022;3;1
88229335;1.0;250.0;;;;;;;2;1;700;6;2022-03-01 14:37:04.895049;394.671.891;-0.4051344;700;700;2022-03-04 22:03:16.585208;l'olivereta;01/03/2022;04/03/2022;3;1
88229632;1.0;250.0;;;;;;;1;2;275000;6;2022-02-24 22:18:45.869076;39.467.887;-0.3845461;275000;275000;2022-03-11 18:37:18.444203;extramurs;24/02/2022;11/03/2022;15;0
88230936;1.0;168.0;;;;;;;1;1;105500;6;2022-02-24 22:03:36.867469;39.471.137;-0.4006096;105500;105500;2022-03-11 18:35:58.427297;l'olivereta;24/02/2022;11/03/2022;15;0
88234522;1.0;90.0;;;;;;;1;2;48000;6;2022-02-24 20:53:08.970431;394.961.268;-0.3709175;48000;48000;2022-03-11 18:33:31.752489;rascanya;24/02/2022;11/03/2022;15;0
88248790;0.0;75.0;;;;;;;1;2;140600;6;2022-02-24 23:03:22.328529;3.948.159.329.999.990;-0.35573190000000005;140600;140600;2022-03-11 18:38:12.875622;benimaclet;24/02/2022;11/03/2022;15;0
88250190;2.0;309.0;;;;;;;1;2;370000;6;2022-02-24 22:10:44.553415;394.667.395;-0.3874801;370000;370000;2022-03-11 18:37:44.337721;extramurs;24/02/2022;11/03/2022;15;0
88257926;0.0;137.0;;;;;;;2;2;725;6;2022-03-01 14:59:32.175876;39.474.486;-0.3922442;725;725;2022-03-04 22:05:32.235432;extramurs;01/03/2022;04/03/2022;3;1
88267506;2.0;130.0;;;;;;;2;2;1200;6;2022-03-01 14:57:02.700217;394.612.617;-0.3827768;1200;1200;2022-03-04 22:05:38.053027;extramurs;01/03/2022;04/03/2022;3;1
88269303;0.0;101.0;;;;;;;2;2;600;6;2022-03-01 13:46:17.301751;394.588.979;-0.337398;600;600;2022-03-04 22:01:41.703563;poblats marítims;01/03/2022;04/03/2022;3;1
88276910;2.0;66.0;;;;;;;2;2;350;6;2022-03-01 13:51:56.350154;394.611.841;-0.364924;350;350;2022-03-04 22:00:51.696700;quatre carreres;01/03/2022;04/03/2022;3;1
88284950;1.0;68.0;;;;;;;2;1;450;6;2022-03-01 14:45:55.127263;394.707.796;-0.392557;450;450;2022-03-04 22:08:10.460654;extramurs;01/03/2022;04/03/2022;3;1
88309679;1.0;150.0;;;;;;;1;2;85000;6;2022-02-24 21:40:44.148830;394.848.704;-0.3734561;85000;85000;2022-03-11 18:35:21.386319;la saïdia;24/02/2022;11/03/2022;15;0
88325009;2.0;124.0;;;;;;;2;1;750;6;2022-03-01 15:13:36.785787;3.947.465.820.000.000;-0.3760808;750;750;2022-03-04 22:07:46.868941;ciutat vella;01/03/2022;04/03/2022;3;1
88333516;1.0;77.0;;;;;;;1;2;95000;6;2022-02-24 21:20:55.058670;3.947.398;-0.33381;95000;95000;2022-03-11 18:33:59.725112;poblats marítims;24/02/2022;11/03/2022;15;0
88334466;2.0;220.0;;;;;;;1;2;350000;6;2022-02-24 22:14:39.182686;394.704.239;-0.3841975;350000;350000;2022-03-11 18:37:24.273951;extramurs;24/02/2022;11/03/2022;15;0
88336568;0.0;204.0;;;;;;;2;2;1300;6;2022-03-01 14:07:31.454698;39.488.851;-0.3698402;1300;1300;2022-03-04 22:01:43.439423;la saïdia;01/03/2022;04/03/2022;3;1
88336973;0.0;836.0;;;;;;;2;2;4000;6;2022-03-01 14:07:56.338770;394.887.583;-0.3697214;4000;4000;2022-03-04 22:01:43.409741;la saïdia;01/03/2022;04/03/2022;3;1
88339894;6.0;1000.0;;;;;;;2;2;3800;6;2022-03-01 14:33:18.737689;394.656.189;-0.3652991;3800;3800;2022-03-04 22:03:19.853427;l'eixample;01/03/2022;04/03/2022;3;1
88341306;2.0;243.0;;;;;;;1;2;280000;6;2022-02-24 22:18:47.548891;394.706.953;-0.3881978;280000;280000;2022-03-11 18:37:18.406522;extramurs;24/02/2022;11/03/2022;15;0
88367827;1.0;60.0;;;;;;;1;1;77000;6;2022-02-24 22:11:36.687422;3.946.616.210.000.000;-0.3892793;77000;77000;2022-03-11 18:37:43.687209;extramurs;24/02/2022;11/03/2022;15;0
88383936;0.0;91.0;;;;;;;1;2;62534;6;2022-02-24 21:28:24.468971;3.945.385.770.000.000;-0.3936097;59000;59000;2022-03-11 18:33:58.153663;patraix;24/02/2022;11/03/2022;15;0
88384590;2.0;390.0;;;;;;;2;2;2500;6;2022-03-01 14:59:59.750269;394.708.165;-0.3886788;2500;2500;2022-03-04 22:04:41.375699;extramurs;01/03/2022;04/03/2022;3;1
88396668;1.0;115.0;;;;;;;1;2;70000;6;2022-02-24 22:17:07.756965;3.945.235.870.000.000;-0.3913824;70000;70000;2022-03-11 18:37:22.120863;jesús;24/02/2022;11/03/2022;15;0
88400383;1.0;98.0;;;;;;;2;1;400;6;2022-03-01 15:44:53.172564;39.480.285;-0.3946535;400;400;2022-03-04 22:08:36.916668;campanar;01/03/2022;04/03/2022;3;1
88428809;0.0;242.0;;;;;;;1;2;1100000;6;2022-02-24 22:33:33.553956;394.749.136;-0.3690195;1100000;1100000;2022-03-11 18:37:42.886316;ciutat vella;24/02/2022;11/03/2022;15;0
88429959;3.0;300.0;;;;;;;1;2;490990;6;2022-02-24 21:53:09.622601;39.467.806;-0.3677371;490990;490990;2022-03-09 06:09:02.323969;l'eixample;24/02/2022;09/03/2022;13;1
88441149;0.0;180.0;;;;;;;2;2;1500;6;2022-03-01 15:52:16.329524;394.942.971;-0.4017844;1500;1500;2022-03-04 22:09:37.218082;benicalap;01/03/2022;04/03/2022;3;1
88445563;2.0;350.0;;;;;;;2;2;3000;6;2022-03-01 15:33:47.533599;39.475.864;-0.3617758;3000;3000;2022-03-04 22:06:38.820547;el pla del real;01/03/2022;04/03/2022;3;1
88459200;0.0;225.0;;;;;;;2;2;1400;6;2022-03-01 14:57:09.435170;394.669.486;-0.3874027;1400;1400;2022-03-04 22:05:36.255522;extramurs;01/03/2022;04/03/2022;3;1
88461432;2.0;99.0;;;;;;;2;1;900;6;2022-03-01 13:42:59.802994;394.681.511;-0.331432;900;900;2022-03-04 22:02:43.740314;poblats marítims;01/03/2022;04/03/2022;3;1
88462359;2.0;200.0;;;;;;;1;2;180000;6;2022-02-24 21:22:33.904225;39.464.738;-0.3353679;180000;180000;2022-03-11 18:33:56.692372;poblats marítims;24/02/2022;11/03/2022;15;0
88470248;4.0;543.0;;;;;;;2;1;1100;6;2022-03-01 14:10:10.137139;394.667.285;-0.3941402;1100;1100;2022-03-04 22:02:39.258086;patraix;01/03/2022;04/03/2022;3;1
88474365;2.0;123.0;;;;;;;1;2;120000;6;2022-02-24 20:49:21.485607;39.495.096.200.000.000;-0.3788649000000001;120000;120000;2022-03-11 18:33:54.637104;rascanya;24/02/2022;11/03/2022;15;0
88489303;2.0;68.0;;;;;;;1;2;67000;6;2022-02-24 21:40:53.952686;3.948.570.460.000.000;-0.3670831;67000;67000;2022-03-04 04:35:53.259487;la saïdia;24/02/2022;04/03/2022;8;1
88496841;1.0;65.0;;;;;;;2;2;600;6;2022-03-01 13:43:53.376623;394.707.394;-0.3373438;600;600;2022-03-04 22:02:40.320809;poblats marítims;01/03/2022;04/03/2022;3;1
88497435;2.0;236.0;;;;;;;1;2;280000;6;2022-02-24 22:25:22.610473;394.730.953;-0.3906978;280000;280000;2022-03-11 18:36:49.393496;extramurs;24/02/2022;11/03/2022;15;0
88513321;1.0;195.0;;;;;;;1;2;130400;6;2022-02-24 21:58:32.155847;394.719.715;-0.3931691;130400;130400;2022-03-11 18:36:35.286927;l'olivereta;24/02/2022;11/03/2022;15;0
88545550;0.0;163.0;;;;;;;1;2;121500;6;2022-02-24 21:07:21.589184;394.491.003;-0.3804303;121500;121500;2022-03-11 18:33:27.252056;quatre carreres;24/02/2022;11/03/2022;15;0
88546879;1.0;100.0;;;;;;;1;2;170000;6;2022-02-24 21:48:18.537773;394.606.074;-0.3772359;170000;170000;2022-03-11 18:36:44.675545;l'eixample;24/02/2022;11/03/2022;15;0
88569903;1.0;170.0;;;;;;;2;1;999;6;2022-03-01 16:07:25.686064;3.947.619.279.999.990;-0.3515518;999;999;2022-03-04 22:10:06.734365;algirós;01/03/2022;04/03/2022;3;1
88571796;2.0;630.0;;;;;;;2;2;2500;6;2022-03-01 14:39:47.274665;394.709.495;-0.3963035;2500;2500;2022-03-04 22:03:09.842541;l'olivereta;01/03/2022;04/03/2022;3;1
88585084;0.0;729.0;;;;;;;1;2;1664983;6;2022-02-24 21:51:27.618597;394.639.009;-0.3735803;1664983;1664983;2022-03-11 18:36:34.131841;l'eixample;24/02/2022;11/03/2022;15;0
88594212;0.0;729.0;;;;;;;1;2;1664983;6;2022-02-24 21:54:46.859659;394.637.009;-0.3747803;1664983;1664983;2022-03-11 18:35:59.943322;l'eixample;24/02/2022;11/03/2022;15;0
88595883;3.0;208.0;;;;;;;2;1;1600;6;2022-03-01 15:16:02.351363;39.474.651;-0.383391;1600;1600;2022-03-04 22:07:23.517950;ciutat vella;01/03/2022;04/03/2022;3;1
88633227;3.0;310.0;;;;;;;2;2;1200;6;2022-03-01 14:55:02.889833;394.662.605;-0.3852484000000001;1200;1200;2022-03-04 22:05:38.773148;extramurs;01/03/2022;04/03/2022;3;1
88638196;3.0;208.0;;;;;;;2;2;1600;6;2022-03-04 22:07:43.958494;39.475.787.200.000.000;-0.3820274;1600;1600;2022-03-04 22:07:23.098098;ciutat vella;04/03/2022;04/03/2022;0;1
88639140;1.0;72.0;;;;;;;1;2;98000;6;2022-02-24 21:03:45.308514;394.587.762;-0.3685738;98000;98000;2022-03-11 18:33:32.489927;quatre carreres;24/02/2022;11/03/2022;15;0
88648296;3.0;370.0;;;;;;;2;1;2250;6;2022-03-01 14:59:53.690625;394.629.073;-0.382355;2250;2250;2022-03-04 22:05:31.228856;extramurs;01/03/2022;04/03/2022;3;1
88649082;1.0;171.0;;;;;;;2;2;2650;6;2022-03-01 15:17:44.192234;394.713.589;-0.3718107;2650;2650;2022-03-04 22:07:20.327650;ciutat vella;01/03/2022;04/03/2022;3;1
88650591;1.0;150.0;;;;;;;1;2;120000;6;2022-02-24 21:57:45.580423;394.727.969;-0.3951616;120000;120000;2022-03-11 18:36:41.143957;l'olivereta;24/02/2022;11/03/2022;15;0
88652076;0.0;145.0;;;;;;;1;2;70000;6;2022-02-24 22:17:36.414612;394.434.807;-0.3934371;70000;70000;2022-03-11 18:37:23.042451;jesús;24/02/2022;11/03/2022;15;0
88658116;1.0;300.0;;;;;;;1;1;220000;6;2022-02-24 21:14:32.583314;394.764.881;-0.3290345;220000;220000;2022-03-11 18:34:26.399397;poblats marítims;24/02/2022;11/03/2022;15;0
88667337;1.0;200.0;;;;;;;2;2;900;6;2022-03-01 15:56:05.684172;394.837.159;-0.3623132;900;900;2022-03-04 22:09:39.020028;benimaclet;01/03/2022;04/03/2022;3;1
88689462;1.0;200.0;;;;;;;2;2;1900;6;2022-03-01 15:37:47.745184;394.664.359;-0.3536732;1900;1900;2022-03-04 22:09:22.369750;camins al grau;01/03/2022;04/03/2022;3;1
88721537;1.0;34.0;;;;;;;1;2;33000;6;2022-02-24 23:11:51.069380;394.725.947;-0.3527845;33000;33000;2022-03-11 18:38:45.709972;algirós;24/02/2022;11/03/2022;15;0
88727291;0.0;212.0;;;;;;;2;1;980;6;2022-03-01 13:43:02.309603;3.945.957.720.000.000;-0.3372366;980;980;2022-03-04 22:02:43.713936;poblats marítims;01/03/2022;04/03/2022;3;1
88731167;3.0;263.0;;;;;;;2;2;1500;6;2022-03-01 16:07:29.246893;394.731.508;-0.34042870000000003;1500;1500;2022-03-04 22:10:06.683531;algirós;01/03/2022;04/03/2022;3;1
88732717;1.0;61.0;;;;;;;1;2;160000;6;2022-02-24 22:51:57.526605;3.948.039.710.000.000;-0.3917411;160000;160000;2022-03-11 18:38:14.766152;campanar;24/02/2022;11/03/2022;15;0
88750792;1.0;147.0;;;;;;;1;2;210000;6;2022-02-24 21:30:17.852037;394.607.962;-0.4062676;210000;210000;2022-03-11 18:34:36.250175;patraix;24/02/2022;11/03/2022;15;0
88773585;0.0;300.0;;;;;;;2;2;3000;6;2022-03-01 14:28:39.094259;394.677.043;-0.3663272;3000;3000;2022-03-04 22:03:42.165523;l'eixample;01/03/2022;04/03/2022;3;1
88785453;2.0;128.0;;;;;;;2;2;1200;6;2022-03-01 15:33:10.295796;3.948.066.710.000.000;-0.3628468;1200;1200;2022-03-04 22:06:39.838681;el pla del real;01/03/2022;04/03/2022;3;1
88814620;1.0;250.0;;;;;;;2;2;1300;6;2022-03-01 14:57:43.455368;394.624.798;-0.3834065;1300;1300;2022-03-04 22:05:35.152478;extramurs;01/03/2022;04/03/2022;3;1
88836381;2.0;75.0;;;;;;;1;2;390000;6;2022-02-24 21:51:52.790723;394.641.985;-0.3654172;390000;390000;2022-03-11 18:36:33.950521;l'eixample;24/02/2022;11/03/2022;15;0
88848871;3.0;64.0;;;;;;;1;2;74800;6;2022-02-24 22:07:50.059416;394.433.376;-0.3930347;74800;74800;2022-03-11 18:37:47.518095;jesús;24/02/2022;11/03/2022;15;0
88854176;1.0;72.0;;;;;;;1;2;80000;6;2022-02-24 21:21:02.437065;394.732.076;-0.3336797;80000;80000;2022-02-24 21:13:07.774201;poblats marítims;24/02/2022;24/02/2022;0;1
88858643;1.0;394.0;;;;;;;1;2;220000;6;2022-02-24 23:25:05.646612;39.130.003;-0.2856417;220000;220000;2022-03-11 18:40:15.160215;patraix;24/02/2022;11/03/2022;15;0
88859656;1.0;140.0;;;;;;;2;2;1500;6;2022-03-01 15:38:26.907955;394.696.695;-0.3541879000000001;1500;1500;2022-03-04 22:09:03.043748;camins al grau;01/03/2022;04/03/2022;3;1
88864944;0.0;170.0;;;;;;;2;1;1300;6;2022-03-01 15:46:30.324030;394.823.552;-0.3832778;1300;1300;2022-03-04 22:08:15.688231;campanar;01/03/2022;04/03/2022;3;1
88883573;1.0;126.0;;;;;;;2;2;600;6;2022-03-01 16:11:11.325631;394.722.251;-0.342138;600;600;2022-03-04 22:10:04.164836;algirós;01/03/2022;04/03/2022;3;1
88884633;1.0;104.0;;;;;;;1;2;59200;6;2022-02-24 22:22:29.439780;3.945.228.770.000.000;-0.3874981;59200;59200;2022-03-11 18:37:17.416073;jesús;24/02/2022;11/03/2022;15;0
88887612;1.0;135.0;;;;;;;1;2;65000;6;2022-02-24 22:07:42.747243;394.553.609;-0.388001;65000;65000;2022-02-24 22:05:23.698418;jesús;24/02/2022;24/02/2022;0;1
88887888;0.0;647.0;;;;;;;1;2;480000;6;2022-02-24 21:30:06.831053;394.605.229;-0.3937019000000001;480000;480000;2022-03-11 18:34:36.395713;patraix;24/02/2022;11/03/2022;15;0
88888243;1.0;70.0;;;;;;;2;2;600;6;2022-03-01 15:41:33.441845;394.702.753;-0.3544452;600;600;2022-03-04 22:08:58.516810;camins al grau;01/03/2022;04/03/2022;3;1
88892109;2.0;205.0;;;;;;;2;2;1580;6;2022-03-01 14:07:29.406864;394.884.866;-0.3825665;1580;1580;2022-03-04 22:01:43.489999;la saïdia;01/03/2022;04/03/2022;3;1
88919995;1.0;110.0;;;;;;;2;1;400;6;2022-03-01 14:37:03.205711;3.947.298;-0.39719;400;400;2022-03-04 22:03:16.688409;l'olivereta;01/03/2022;04/03/2022;3;1
88930515;0.0;350.0;;;;;;;2;2;4000;6;2022-03-01 15:29:04.951048;3.947.561.279.999.990;-0.3585717;4000;4000;2022-03-01 15:10:27.671571;el pla del real;01/03/2022;01/03/2022;0;1
88937810;2.0;283.0;;;;;;;2;2;1200;6;2022-03-01 14:43:13.879701;394.743.825;-0.3975548;1200;1200;2022-03-04 22:03:07.375864;l'olivereta;01/03/2022;04/03/2022;3;1
88963381;0.0;390.0;;;;;;;1;2;335000;6;2022-02-24 22:35:46.852616;3.947.201;-0.3826492;335000;335000;2022-03-11 18:37:40.237722;ciutat vella;24/02/2022;11/03/2022;15;0
88972668;0.0;118.0;;;;;;;1;2;320000;6;2022-02-24 22:45:55.143441;394.566.975;-0.34398759999999995;320000;320000;2022-03-11 18:38:43.239932;camins al grau;24/02/2022;11/03/2022;15;0
88975439;2.0;130.0;;;;;;;2;2;700;6;2022-03-01 15:07:02.794208;394.540.407;-0.385848;700;700;2022-03-04 22:04:37.913354;jesús;01/03/2022;04/03/2022;3;1
88975532;0.0;118.0;;;;;;;1;2;320000;6;2022-02-24 22:45:56.409246;3.945.706;-0.3440041;320000;320000;2022-03-11 18:38:43.213483;camins al grau;24/02/2022;11/03/2022;15;0
88979241;0.0;2005.0;;;;;;;1;2;2000000;6;2022-02-24 21:19:40.181936;394.603.858;-0.3339188;2000000;2000000;2022-03-11 18:34:02.740219;poblats marítims;24/02/2022;11/03/2022;15;0
88984662;0.0;50.0;;;;;;;1;2;88000;6;2022-02-24 22:12:14.429208;394.672.897;-0.3830769;88000;88000;2022-03-11 18:37:43.859625;extramurs;24/02/2022;11/03/2022;15;0
89007074;1.0;45.0;;;;;;;2;2;300;6;2022-03-01 14:03:39.078292;3.948.410.629.999.990;-0.3812406;300;300;2022-03-04 22:01:48.959866;la saïdia;01/03/2022;04/03/2022;3;1
89011496;0.0;68.0;;;;;;;1;1;47000;6;2022-02-24 21:56:46.150987;394.716.576;-0.4014261;47000;47000;2022-03-11 18:36:43.656981;l'olivereta;24/02/2022;11/03/2022;15;0
89015304;1.0;169.0;;;;;;;1;2;88000;6;2022-02-24 20:51:42.946710;394.955.823;-0.3804299;88000;88000;2022-03-11 18:33:35.106325;rascanya;24/02/2022;11/03/2022;15;0
89015356;0.0;854.0;;;;;;;1;2;680000;6;2022-02-24 22:39:45.305658;394.745.253;-0.3637222;680000;680000;2022-03-11 18:37:24.011016;el pla del real;24/02/2022;11/03/2022;15;0
89021264;1.0;364.0;;;;;;;2;2;1600;6;2022-03-01 14:17:55.204601;394.606.624;-0.3874568;1600;1600;2022-03-04 22:01:41.813219;patraix;01/03/2022;04/03/2022;3;1
89045297;1.0;33.0;;;;;;;1;2;52000;6;2022-02-24 21:07:25.531542;394.595.833;-0.3622668;52000;52000;2022-03-11 18:33:25.628909;quatre carreres;24/02/2022;11/03/2022;15;0
89052632;1.0;112.0;;;;;;;2;1;900;6;2022-03-01 13:43:12.189326;394.623.587;-0.33539650000000004;900;900;2022-03-04 22:02:43.546365;poblats marítims;01/03/2022;04/03/2022;3;1
89089961;0.0;84.0;;;;;;;1;2;166871;6;2022-02-24 21:01:32.817518;394.453.861;-0.3779220999999999;166871;166871;2022-03-11 18:33:22.988770;quatre carreres;24/02/2022;11/03/2022;15;0
89094709;2.0;270.0;;;;;;;1;2;139000;6;2022-02-24 20:51:31.682615;394.942.839;-0.3698886;139000;139000;2022-03-11 18:33:35.255187;rascanya;24/02/2022;11/03/2022;15;0
89096293;2.0;573.0;;;;;;;1;2;677232;6;2022-03-03 04:15:15.692004;39.451.829;-0.3397666;677232;677232;2022-03-11 18:33:29.878231;quatre carreres;03/03/2022;11/03/2022;8;0
89098418;0.0;190.0;;;;;;;1;2;316500;6;2022-02-24 22:35:00.024465;394.813.581;-0.3634195;316500;316500;2022-03-11 18:37:25.517846;el pla del real;24/02/2022;11/03/2022;15;0
89098472;0.0;842.0;;;;;;;1;2;530100;6;2022-02-24 21:35:28.856998;394.814.428;-0.3774633;530100;530100;2022-03-11 18:35:51.118326;la saïdia;24/02/2022;11/03/2022;15;0
89098571;0.0;110.0;;;;;;;1;2;99500;6;2022-02-24 21:14:39.382205;394.712.323;-0.33667;99500;99500;2022-03-11 18:34:26.273948;poblats marítims;24/02/2022;11/03/2022;15;0
89098765;1.0;84.0;;;;;;;1;2;75000;6;2022-02-24 22:46:26.829260;394.647.285;-0.3407945;75000;75000;2022-03-11 18:38:43.100257;camins al grau;24/02/2022;11/03/2022;15;0
89098766;1.0;117.0;;;;;;;1;2;99000;6;2022-02-24 22:46:29.242611;394.652.285;-0.33999450000000003;99000;99000;2022-03-11 18:38:43.078674;camins al grau;24/02/2022;11/03/2022;15;0
89098885;0.0;586.0;;;;;;;1;2;250000;6;2022-02-24 22:07:08.326827;3.945.471.920.000.000;-0.3857227;250000;250000;2022-03-11 18:37:47.803596;jesús;24/02/2022;11/03/2022;15;0
89103839;1.0;30.0;;;;;;;1;1;45000;6;2022-02-24 21:02:29.092041;394.474.708;-0.3357996;45000;45000;2022-03-11 18:33:35.858596;quatre carreres;24/02/2022;11/03/2022;15;0
89104715;1.0;677.0;;;;;;;1;2;274000;6;2022-02-24 21:28:58.748200;39.455.458;-0.3946042;274000;274000;2022-03-11 18:34:36.727792;patraix;24/02/2022;11/03/2022;15;0
89110748;2.0;85.0;;;;;;;2;2;450;6;2022-03-01 13:54:22.917823;39.451.417.600.000.000;-0.374008;450;450;2022-03-04 22:00:46.436774;quatre carreres;01/03/2022;04/03/2022;3;1
89111776;2.0;230.0;;;;;;;2;2;2300;6;2022-03-01 14:43:41.854554;394.686.001;-0.3915011;2300;2300;2022-03-04 22:03:07.181318;l'olivereta;01/03/2022;04/03/2022;3;1
89127901;0.0;145.0;;;;;;;1;2;70000;6;2022-02-24 22:23:00.806742;394.414.807;-0.3940371;70000;70000;2022-03-11 18:37:16.827124;jesús;24/02/2022;11/03/2022;15;0
89128151;2.0;220.0;;;;;;;2;1;2000;6;2022-03-01 15:41:27.358866;39.462.297;-0.33963000000000004;2000;2000;2022-03-04 22:08:59.437933;camins al grau;01/03/2022;04/03/2022;3;1
89143191;2.0;150.0;;;;;;;1;1;124000;6;2022-02-24 20:47:39.754827;394.967.093;-0.3696404;124000;124000;2022-03-11 18:34:00.978458;rascanya;24/02/2022;11/03/2022;15;0
89201236;3.0;238.0;;;;;;;1;2;350000;6;2022-02-24 22:32:02.467552;394.777.835;-0.3804373;350000;350000;2022-03-03 04:19:36.621993;ciutat vella;24/02/2022;03/03/2022;7;1
89220193;2.0;80.0;;;;;;;2;1;2000;6;2022-03-01 15:13:38.798175;394.734.168;-0.3769644;2000;2000;2022-03-01 15:11:18.225880;ciutat vella;01/03/2022;01/03/2022;0;1
89221222;2.0;130.0;;;;;;;1;1;130000;6;2022-02-24 22:58:33.065887;394.911.323;-0.3941322;130000;130000;2022-03-11 18:38:42.253893;benicalap;24/02/2022;11/03/2022;15;0
89261203;0.0;263.0;;;;;;;1;2;99000;6;2022-02-24 23:08:43.352988;395.011.237;-0.4162526;99000;99000;2022-03-11 18:40:04.663081;pobles de l'oest;24/02/2022;11/03/2022;15;0
89261508;2.0;400.0;;;;;;;2;1;2000;6;2022-03-01 15:46:29.299979;394.773.649;-0.4028457;2000;2000;2022-03-04 22:08:15.799903;campanar;01/03/2022;04/03/2022;3;1
