propertycode;ad_characteristics_bathNumber;ad_characteristics_constructedArea;ad_characteristics_hasGarden;ad_characteristics_hasLift;ad_characteristics_hasParking;ad_characteristics_hasSwimmingPool;ad_characteristics_hasTerrace;ad_characteristics_roomNumber;ad_operation;ad_owner_type;price_first;ad_typology;date_insert;latitude;longitude;price_last;price;date_last;distrito;day_insert;day_last;tiempo_venta;vendido
94109801;1.0;245.0;;;;;;;1;2;120000;6;2022-02-24 20:51:45.107210;3.948.952.910.000.000;-0.3697483;120000;120000;2022-03-11 18:33:35.080143;rascanya;24/02/2022;11/03/2022;15;0
94111146;1.0;28.0;;;;;;;2;2;280;6;2022-03-01 16:00:08.529898;3.949.164.310.000.000;-0.3919959;280;280;2022-03-04 22:09:33.693493;benicalap;01/03/2022;04/03/2022;3;1
94145212;1.0;22.0;;;;;;;1;1;34000;6;2022-02-24 22:03:19.471967;3.946.623.029.999.990;-0.409052;34000;34000;2022-03-11 18:35:58.507849;l'olivereta;24/02/2022;11/03/2022;15;0
94149080;1.0;103.0;;;;;;;1;2;200000;6;2022-02-24 22:32:03.817577;394.700.139;-0.3791166;200000;200000;2022-03-11 18:37:45.953182;ciutat vella;24/02/2022;11/03/2022;15;0
94164281;1.0;535.0;;;;;;;1;2;287000;6;2022-02-24 21:10:06.623838;394.439.817;-0.3691398;287000;287000;2022-03-11 18:33:23.078029;quatre carreres;24/02/2022;11/03/2022;15;0
94174171;1.0;60.0;;;;;;;2;2;450;6;2022-03-01 15:09:01.950847;394.527.987;-0.3895447;450;450;2022-03-04 22:04:35.211602;jesús;01/03/2022;04/03/2022;3;1
94178923;2.0;94.0;;;;;;;2;2;1690;6;2022-03-01 14:33:25.805181;394.655.194;-0.3729046;1690;1690;2022-03-04 22:03:13.330399;l'eixample;01/03/2022;04/03/2022;3;1
94184373;1.0;190.0;;;;;;;1;2;175000;6;2022-02-24 22:59:34.550431;394.870.591;-0.3633297;175000;175000;2022-03-11 18:38:17.599786;benimaclet;24/02/2022;11/03/2022;15;0
94190058;0.0;354.0;;;;;;;2;2;3750;6;2022-03-01 14:35:32.701457;394.647.488;-0.3758837;3750;3750;2022-03-04 22:03:12.162523;l'eixample;01/03/2022;04/03/2022;3;1
94190398;2.0;147.0;;;;;;;1;2;400000;6;2022-02-24 21:53:49.861760;394.651.691;-0.3709184;400000;400000;2022-02-24 21:46:17.972377;l'eixample;24/02/2022;24/02/2022;0;1
94193754;5.0;270.0;;;;;;;1;2;397000;6;2022-02-24 23:00:54.807382;394.858.954;-0.3655784;397000;397000;2022-03-11 18:38:16.876362;benimaclet;24/02/2022;11/03/2022;15;0
94202748;2.0;122.0;;;;;;;2;1;400;6;2022-03-01 15:35:35.067536;394.694.714;-0.3528644;400;400;2022-03-04 22:09:26.041995;camins al grau;01/03/2022;04/03/2022;3;1
94203213;1.0;250.0;;;;;;;2;2;1200;6;2022-03-01 15:36:58.463865;394.605.227;-0.3434991;1200;1200;2022-03-04 22:09:22.498121;camins al grau;01/03/2022;04/03/2022;3;1
94211541;0.0;68.0;;;;;;;1;2;33500;6;2022-02-24 20:51:34.307755;394.942.792;-0.3776677;33500;33500;2022-03-11 18:33:35.229258;rascanya;24/02/2022;11/03/2022;15;0
94212493;1.0;164.0;;;;;;;1;2;140000;6;2022-02-24 21:03:42.965972;394.486.252;-0.3772089;140000;140000;2022-03-11 18:33:32.593077;quatre carreres;24/02/2022;11/03/2022;15;0
94214901;2.0;330.0;;;;;;;2;2;990;6;2022-03-01 14:14:21.000876;394.601.522;-0.4032122;990;990;2022-03-04 22:01:50.602711;patraix;01/03/2022;04/03/2022;3;1
94215223;2.0;306.0;;;;;;;2;2;1995;6;2022-03-01 15:50:38.782550;3.947.745;-0.39487;1995;1995;2022-03-04 22:08:11.338582;campanar;01/03/2022;04/03/2022;3;1
94217256;1.0;100.0;;;;;;;1;2;47900;6;2022-02-24 21:56:04.190052;394.720.889;-0.4060204;47900;47900;2022-03-11 18:36:41.014242;l'olivereta;24/02/2022;11/03/2022;15;0
94218501;1.0;45.0;;;;;;;2;1;1900;6;2022-03-01 15:12:39.518112;3.947.348.579.999.990;-0.3763511;1900;1900;2022-03-04 22:07:48.925468;ciutat vella;01/03/2022;04/03/2022;3;1
94224183;0.0;90.0;;;;;;;2;2;700;6;2022-03-01 15:27:49.221375;394.692.199;-0.3557687;700;700;2022-03-04 22:06:43.794794;el pla del real;01/03/2022;04/03/2022;3;1
94239285;0.0;86.0;;;;;;;1;2;80000;6;2022-02-24 21:34:51.038608;394.847.189;-0.3776453;80000;80000;2022-03-11 18:35:53.385741;la saïdia;24/02/2022;11/03/2022;15;0
94239288;0.0;103.0;;;;;;;1;2;90000;6;2022-02-24 21:34:51.578592;394.846.984;-0.3774154000000001;90000;90000;2022-03-11 18:35:53.358254;la saïdia;24/02/2022;11/03/2022;15;0
94252600;1.0;100.0;;;;;;;1;1;110000;6;2022-03-03 04:16:29.617897;394.857.445;-0.372054;120000;120000;2022-03-11 18:35:50.617746;la saïdia;03/03/2022;11/03/2022;8;0
94253691;2.0;117.0;;;;;;;2;2;1200;6;2022-03-01 13:45:29.859814;394.682.379;-0.3271044;1200;1200;2022-03-04 22:01:43.099284;poblats marítims;01/03/2022;04/03/2022;3;1
94253862;3.0;108.0;;;;;;;1;2;135000;6;2022-02-24 21:21:27.168714;394.626.999;-0.3312915;135000;135000;2022-03-11 18:33:58.947926;poblats marítims;24/02/2022;11/03/2022;15;0
94254020;2.0;86.0;;;;;;;2;2;1020;6;2022-03-01 16:01:45.211014;394.870.813;-0.3696369;1020;1020;2022-03-04 22:09:31.525525;benimaclet;01/03/2022;04/03/2022;3;1
94254885;1.0;116.0;;;;;;;1;2;90000;6;2022-02-24 21:04:10.962493;3.945.827.910.000.000;-0.36199;90000;90000;2022-03-11 18:33:32.275735;quatre carreres;24/02/2022;11/03/2022;15;0
94260215;0.0;45.0;;;;;;;2;2;500;6;2022-03-01 14:37:23.569518;394.740.827;-0.3937361;500;500;2022-03-04 22:03:14.330315;l'olivereta;01/03/2022;04/03/2022;3;1
94263275;0.0;90.0;;;;;;;2;2;1400;6;2022-03-01 15:25:32.556363;39.472.483;-0.378497;1400;1400;2022-03-04 22:07:10.717848;ciutat vella;01/03/2022;04/03/2022;3;1
94263277;2.0;151.0;;;;;;;2;2;1100;6;2022-03-01 16:04:54.958462;394.781.464;-0.3542071;1100;1100;2022-03-04 22:10:10.921339;algirós;01/03/2022;04/03/2022;3;1
94278261;0.0;379.0;;;;;;;1;1;285000;6;2022-02-24 22:49:40.753840;3.946.679.520.000.000;-0.3488156;280000;280000;2022-03-11 18:38:13.343753;camins al grau;24/02/2022;11/03/2022;15;0
94278633;0.0;239.0;;;;;;;1;2;165000;6;2022-02-24 22:44:39.580431;394.647.419;-0.3364789;159000;159000;2022-03-11 18:38:43.264525;camins al grau;24/02/2022;11/03/2022;15;0
94286573;1.0;70.0;;;;;;;2;2;350;6;2022-03-01 13:38:02.962109;394.941.568;-0.3718569000000001;350;350;2022-03-04 22:00:48.049643;rascanya;01/03/2022;04/03/2022;3;1
94299058;1.0;42.0;;;;;;;2;2;4000;6;2022-03-01 15:29:38.161922;3.947.444.779.999.990;-0.3767787;4000;4000;2022-03-04 22:07:05.960381;ciutat vella;01/03/2022;04/03/2022;3;1
94301041;1.0;136.0;;;;;;;2;2;750;6;2022-03-01 13:47:04.006951;39.457.556.200.000.000;-0.3626128;750;750;2022-03-04 22:00:22.473247;quatre carreres;01/03/2022;04/03/2022;3;1
94311579;1.0;61.0;;;;;;;1;2;85000;6;2022-02-24 22:52:32.177328;394.890.856;-0.4002301;85000;85000;2022-03-11 18:38:13.692371;campanar;24/02/2022;11/03/2022;15;0
94311672;1.0;75.0;;;;;;;2;2;550;6;2022-03-01 14:02:23.571454;394.855.492;-0.3794916;550;550;2022-03-04 22:01:52.376026;la saïdia;01/03/2022;04/03/2022;3;1
94318219;1.0;65.0;;;;;;;1;2;69900;6;2022-02-24 22:17:35.956292;394.618.237;-0.3873796;69900;69900;2022-03-11 18:37:21.734071;jesús;24/02/2022;11/03/2022;15;0
94329477;1.0;100.0;;;;;;;1;1;80000;6;2022-02-24 21:25:31.424379;3.946.359.320.000.000;-0.3973098;80000;80000;2022-03-11 18:35:08.502776;patraix;24/02/2022;11/03/2022;15;0
94331460;1.0;45.0;;;;;;;1;2;43000;6;2022-02-24 22:16:29.888675;3.944.377.460.000.000;-0.3904706;43000;43000;2022-03-11 18:37:22.836053;jesús;24/02/2022;11/03/2022;15;0
94335953;1.0;289.0;;;;;;;2;2;2000;6;2022-03-01 15:51:05.401437;394.801.727;-0.4001796;2000;2000;2022-03-04 22:08:10.542747;campanar;01/03/2022;04/03/2022;3;1
94344256;1.0;60.0;;;;;;;2;2;400;6;2022-03-01 15:41:04.344032;394.706.441;-0.3520109;400;400;2022-03-04 22:08:59.685081;camins al grau;01/03/2022;04/03/2022;3;1
94346490;2.0;198.0;;;;;;;2;2;2200;6;2022-03-01 14:07:30.521294;3.948.952;-0.37597;2200;2200;2022-03-04 22:01:43.464602;la saïdia;01/03/2022;04/03/2022;3;1
94349298;2.0;216.0;;;;;;;1;2;140000;6;2022-02-24 21:07:46.265287;3.944.708.710.000.000;-0.3795439000000001;140000;140000;2022-03-11 18:33:25.580457;quatre carreres;24/02/2022;11/03/2022;15;0
94356312;1.0;240.0;;;;;;;2;1;1999;6;2022-03-01 16:06:13.219924;39.470.902;-0.34737470000000004;1999;1999;2022-03-04 22:10:10.151290;algirós;01/03/2022;04/03/2022;3;1
94357846;1.0;144.0;;;;;;;1;2;190000;6;2022-02-24 21:20:52.221866;394.737.653;-0.32780990000000004;190000;190000;2022-03-11 18:33:59.976628;poblats marítims;24/02/2022;11/03/2022;15;0
94362538;1.0;163.0;;;;;;;1;2;105000;6;2022-02-24 22:47:42.414381;39.467.453.000.000.000;-0.3474053;105000;105000;2022-03-11 18:38:40.839290;camins al grau;24/02/2022;11/03/2022;15;0
94372058;2.0;433.0;;;;;;;2;2;9700;6;2022-03-01 15:16:30.396405;39.470.124;-0.3749501;6500;6500;2022-03-04 22:06:45.336708;ciutat vella;01/03/2022;04/03/2022;3;1
94374276;2.0;347.0;;;;;;;1;2;105000;6;2022-02-24 22:57:03.223353;394.898.634;-0.3860938;105000;105000;2022-03-11 18:38:39.365665;benicalap;24/02/2022;11/03/2022;15;0
94378290;1.0;36.0;;;;;;;2;1;295;6;2022-03-01 13:48:45.263031;394.549.791;-0.3782282;295;295;2022-03-04 22:00:52.354868;quatre carreres;01/03/2022;04/03/2022;3;1
94379643;2.0;150.0;;;;;;;1;2;180000;6;2022-02-24 22:15:10.388529;3.947.798.220.000.000;-0.3851909;180000;180000;2022-03-11 18:37:23.761159;extramurs;24/02/2022;11/03/2022;15;0
94379872;0.0;84.0;;;;;;;1;2;130000;6;2022-02-24 22:32:17.231784;39.467.317;-0.373765;130000;130000;2022-03-11 18:37:45.413722;ciutat vella;24/02/2022;11/03/2022;15;0
94387698;1.0;90.0;;;;;;;2;1;900;6;2022-03-01 14:12:02.112937;394.625.415;-0.3949137;900;900;2022-03-04 22:02:38.036264;patraix;01/03/2022;04/03/2022;3;1
94389047;2.0;156.0;;;;;;;1;2;77000;6;2022-02-24 21:29:17.088374;394.561.392;-0.3911253;77000;77000;2022-03-11 18:34:36.481800;patraix;24/02/2022;11/03/2022;15;0
94390603;0.0;192.0;;;;;;;1;2;100000;6;2022-02-24 22:27:28.884409;3.945.462.910.000.000;-0.3907468;100000;100000;2022-03-11 18:36:45.359436;jesús;24/02/2022;11/03/2022;15;0
94395265;1.0;50.0;;;;;;;2;1;900;6;2022-03-01 15:11:30.067466;394.741.757;-0.380721;900;900;2022-03-04 22:07:49.220514;ciutat vella;01/03/2022;04/03/2022;3;1
94397746;2.0;81.0;;;;;;;1;2;145000;6;2022-02-24 20:52:52.016059;394.896.823;-0.3659129;145000;145000;2022-03-11 18:33:34.671975;rascanya;24/02/2022;11/03/2022;15;0
94402166;3.0;182.0;;;;;;;2;1;700;6;2022-03-01 14:46:38.571481;39.467.501;-0.3897732;700;700;2022-03-04 22:08:11.841794;extramurs;01/03/2022;04/03/2022;3;1
94408811;1.0;85.0;;;;;;;2;2;375;6;2022-03-01 14:41:14.427116;394.728.534;-0.4002859;375;375;2022-03-04 22:03:09.559454;l'olivereta;01/03/2022;04/03/2022;3;1
94412506;0.0;83.0;;;;;;;1;1;182000;6;2022-02-24 23:13:29.565166;394.216.802;-0.3370052;182000;182000;2022-03-11 18:40:10.189944;pobles del sud;24/02/2022;11/03/2022;15;0
94421506;1.0;70.0;;;;;;;2;2;600;6;2022-03-01 15:57:19.951848;3.948.257.720.000.000;-0.358456;600;600;2022-03-04 22:09:38.261877;benimaclet;01/03/2022;04/03/2022;3;1
94422933;2.0;145.0;;;;;;;2;2;600;6;2022-03-01 14:43:47.201140;394.728.589;-0.4056884;600;600;2022-03-04 22:03:10.355726;l'olivereta;01/03/2022;04/03/2022;3;1
94424537;2.0;100.0;;;;;;;1;2;135000;6;2022-02-24 21:19:37.902009;394.642.575;-0.3372943;135000;135000;2022-03-11 18:34:03.857334;poblats marítims;24/02/2022;11/03/2022;15;0
94426011;2.0;97.0;;;;;;;1;2;103500;6;2022-02-24 21:20:12.766025;394.833.321;-0.3280217;103500;103500;2022-03-11 18:33:59.676287;poblats marítims;24/02/2022;11/03/2022;15;0
94431190;2.0;120.0;;;;;;;2;2;650;6;2022-03-01 15:06:57.167557;3.945.016;-0.38552;650;650;2022-03-04 22:04:38.264879;jesús;01/03/2022;04/03/2022;3;1
94434231;0.0;6520.0;;;;;;;1;2;1398000;6;2022-02-24 23:25:57.482479;3.912.965;-0.28638;1398000;1398000;2022-03-11 18:40:14.633358;patraix;24/02/2022;11/03/2022;15;0
94437274;1.0;141.0;;;;;;;1;2;200000;6;2022-02-24 21:21:05.598454;39.465.033;-0.3332872;200000;200000;2022-03-11 18:34:00.077182;poblats marítims;24/02/2022;11/03/2022;15;0
94440279;0.0;116.0;;;;;;;2;2;550;6;2022-03-01 15:55:28.642851;3.949.072.320.000.000;-0.3579852000000001;550;550;2022-03-04 22:09:41.605975;benimaclet;01/03/2022;04/03/2022;3;1
94443899;2.0;198.0;;;;;;;2;2;1950;6;2022-03-01 15:16:31.982789;3.946.878.820.000.000;-0.3805856;1950;1950;2022-03-04 22:07:23.334643;ciutat vella;01/03/2022;04/03/2022;3;1
94449639;3.0;363.0;;;;;;;1;1;450000;6;2022-02-24 21:12:34.149652;39.447.314;-0.3711859;450000;450000;2022-03-11 18:33:05.659100;quatre carreres;24/02/2022;11/03/2022;15;0
94455589;0.0;678.0;;;;;;;1;2;274000;6;2022-02-24 21:45:42.484072;39.455.458;-0.3946042;274000;274000;2022-03-11 18:33:57.419659;patraix;24/02/2022;11/03/2022;15;0
94477141;0.0;173.0;;;;;;;1;2;100000;6;2022-02-24 22:20:28.637596;394.530.291;-0.3905468;100000;100000;2022-03-11 18:37:18.848168;jesús;24/02/2022;11/03/2022;15;0
94481269;1.0;90.0;;;;;;;2;2;1400;6;2022-03-01 15:19:27.059829;39.473.442;-0.3738194;1400;1400;2022-03-01 15:10:44.939730;ciutat vella;01/03/2022;01/03/2022;0;1
94482621;1.0;520.0;;;;;;;2;2;1500;6;2022-03-01 15:43:53.088614;394.639.406;-0.3387186;1500;1500;2022-03-04 22:08:15.223136;camins al grau;01/03/2022;04/03/2022;3;1
94485093;1.0;188.0;;;;;;;1;2;100000;6;2022-02-24 22:27:24.223957;394.546.498;-0.3907119;100000;100000;2022-03-11 18:36:45.489481;jesús;24/02/2022;11/03/2022;15;0
94494989;3.0;135.0;;;;;;;1;2;135000;6;2022-02-24 22:58:59.722390;39.480.957;-0.3545795;135000;135000;2022-03-11 18:38:17.556597;benimaclet;24/02/2022;11/03/2022;15;0
94498615;2.0;109.0;;;;;;;1;1;120000;6;2022-02-24 22:08:23.893269;394.614.455;-0.3843079;120000;120000;2022-03-11 18:38:09.139012;extramurs;24/02/2022;11/03/2022;15;0
94501203;1.0;117.0;;;;;;;1;2;170300;6;2022-02-24 21:55:15.338423;394.626.085;-0.3685462;170300;170300;2022-03-11 18:35:59.738493;l'eixample;24/02/2022;11/03/2022;15;0
94507119;3.0;242.0;;;;;;;2;2;1490;6;2022-03-01 14:48:39.013326;394.765.451;-0.3888337;1490;1490;2022-03-04 22:07:51.485477;extramurs;01/03/2022;04/03/2022;3;1
94517432;2.0;190.0;;;;;;;2;2;1500;6;2022-03-01 15:43:04.508872;394.686.426;-0.3497812;1500;1500;2022-03-04 22:08:56.096559;camins al grau;01/03/2022;04/03/2022;3;1
94548632;0.0;6.0;;;;;;;1;1;24000;6;2022-02-24 21:13:41.875674;394.687.216;-0.3344556;24000;24000;2022-03-11 18:35:12.187146;poblats marítims;24/02/2022;11/03/2022;15;0
94565867;3.0;250.0;;;;;;;2;2;1400;6;2022-03-01 13:56:12.698437;394.520.399;-0.37426;1400;1400;2022-03-04 22:00:42.174629;quatre carreres;01/03/2022;04/03/2022;3;1
94575170;2.0;36.0;;;;;;;2;1;300;6;2022-03-01 14:10:53.788582;394.650.055;-0.3917024000000001;300;300;2022-03-04 22:02:38.585537;patraix;01/03/2022;04/03/2022;3;1
94582641;3.0;200.0;;;;;;;2;2;1000;6;2022-03-01 14:33:47.238660;39.463.284;-0.3728112;1000;1000;2022-03-04 22:03:13.205315;l'eixample;01/03/2022;04/03/2022;3;1
94584616;1.0;105.0;;;;;;;2;2;650;6;2022-03-01 13:58:45.173994;39.460.222;-0.3621661;650;650;2022-03-04 22:00:18.563694;quatre carreres;01/03/2022;04/03/2022;3;1
94584872;3.0;250.0;;;;;;;2;2;1400;6;2022-03-01 13:53:03.014681;394.520.399;-0.37426;1400;1400;2022-03-04 22:00:49.203603;quatre carreres;01/03/2022;04/03/2022;3;1
94589323;1.0;90.0;;;;;;;2;2;800;6;2022-03-01 14:06:08.438649;394.912.735;-0.3771208;800;800;2022-03-04 22:01:45.828962;la saïdia;01/03/2022;04/03/2022;3;1
94594707;1.0;138.0;;;;;;;2;2;1500;6;2022-03-01 14:24:28.745915;394.617.232;-0.3650899;1500;1500;2022-03-04 22:03:51.019207;l'eixample;01/03/2022;04/03/2022;3;1
94603825;1.0;108.0;;;;;;;2;2;900;6;2022-03-01 15:26:50.483455;394.724.848;-0.3717034;900;900;2022-03-04 22:07:06.159448;ciutat vella;01/03/2022;04/03/2022;3;1
94606102;2.0;260.0;;;;;;;2;2;899;6;2022-03-01 13:44:48.559935;394.692.687;-0.3374816;899;899;2022-03-04 22:02:39.855139;poblats marítims;01/03/2022;04/03/2022;3;1
94632351;0.0;108.0;;;;;;;1;2;17000;6;2022-02-24 21:10:42.124808;394.432.653;-0.33440390000000003;17000;17000;2022-03-11 18:33:08.690581;quatre carreres;24/02/2022;11/03/2022;15;0
94637037;0.0;97.0;;;;;;;1;2;75000;6;2022-02-24 21:42:50.660993;3.948.533.120.000.000;-0.3717516;75000;75000;2022-03-11 18:35:16.451770;la saïdia;24/02/2022;11/03/2022;15;0
94643004;0.0;67.0;;;;;;;2;2;1300;6;2022-03-01 15:15:59.524089;394.739.727;-0.3771218;1300;1300;2022-03-04 22:07:23.596187;ciutat vella;01/03/2022;04/03/2022;3;1
94643813;1.0;100.0;;;;;;;2;2;600;6;2022-03-01 14:25:31.487147;394.627.994;-0.3778815;600;600;2022-03-04 22:03:50.412243;l'eixample;01/03/2022;04/03/2022;3;1
94654018;0.0;135.0;;;;;;;2;2;100;6;2022-03-01 14:59:35.185770;394.717.372;-0.3883672;100;100;2022-03-04 22:05:31.370562;extramurs;01/03/2022;04/03/2022;3;1
94656901;2.0;128.0;;;;;;;1;2;720000;6;2022-02-24 22:37:46.702493;394.752.222;-0.3631957;720000;720000;2022-03-11 18:37:24.504528;el pla del real;24/02/2022;11/03/2022;15;0
94669515;1.0;359.0;;;;;;;1;2;175600;6;2022-02-24 22:04:26.748804;394.704.727;-0.4005278;175600;175600;2022-03-11 18:35:58.352289;l'olivereta;24/02/2022;11/03/2022;15;0
94672990;2.0;225.0;;;;;;;2;2;1400;6;2022-03-01 14:51:20.461455;394.661.486;-0.3854027;1400;1400;2022-03-04 22:06:41.309778;extramurs;01/03/2022;04/03/2022;3;1
94673667;1.0;224.0;;;;;;;2;2;550;6;2022-03-01 13:45:11.274837;39.478.721;-0.3268028;550;550;2022-03-04 22:01:43.263200;poblats marítims;01/03/2022;04/03/2022;3;1
94678698;2.0;110.0;;;;;;;2;1;750;6;2022-03-01 13:35:15.535573;394.916.473;-0.3663397;750;750;2022-03-04 22:00:53.504999;rascanya;01/03/2022;04/03/2022;3;1
94679577;1.0;76.0;;;;;;;1;2;52000;6;2022-02-24 23:04:36.377855;394.741.032;-0.3530457;52000;52000;2022-03-11 18:39:37.998823;algirós;24/02/2022;11/03/2022;15;0
94679926;2.0;33.0;;;;;;;1;2;67000;6;2022-02-24 23:05:29.090676;394.701.257;-0.3423639;67000;67000;2022-03-11 18:38:48.238749;algirós;24/02/2022;11/03/2022;15;0
94684796;1.0;200.0;;;;;;;2;2;850;6;2022-03-01 15:09:15.801085;394.546.671;-0.3872755;850;850;2022-03-04 22:04:35.079421;jesús;01/03/2022;04/03/2022;3;1
94687160;0.0;126.0;;;;;;;1;2;98000;6;2022-03-09 18:27:57.727336;394.576.113;-0.401245;98000;98000;2022-03-11 18:35:04.714690;patraix;09/03/2022;11/03/2022;2;0
94693024;1.0;138.0;;;;;;;2;2;650;6;2022-03-01 14:27:17.399751;394.573.063;-0.375001;650;650;2022-03-04 22:03:44.601863;l'eixample;01/03/2022;04/03/2022;3;1
94700525;2.0;71.0;;;;;;;2;2;470;6;2022-03-01 15:54:02.306001;394.933.889;-0.3887301;470;470;2022-03-04 22:09:33.881333;benicalap;01/03/2022;04/03/2022;3;1
94701373;1.0;50.0;;;;;;;1;2;64000;6;2022-02-24 21:44:29.392474;394.553.997;-0.3932395;64000;64000;2022-03-11 18:33:58.301811;patraix;24/02/2022;11/03/2022;15;0
94701705;3.0;100.0;;;;;;;1;1;135000;6;2022-02-24 22:51:18.317781;394.880.957;-0.3895141;135000;135000;2022-03-11 18:38:14.554406;campanar;24/02/2022;11/03/2022;15;0
94723348;1.0;37.0;;;;;;;1;2;73000;6;2022-02-24 22:29:28.179351;394.767.239;-0.3780315;73000;73000;2022-03-11 18:38:10.410999;ciutat vella;24/02/2022;11/03/2022;15;0
94748276;3.0;530.0;;;;;;;1;2;375000;6;2022-02-24 20:48:32.876266;394.891.111;-0.3832534;375000;375000;2022-03-11 18:33:55.882642;rascanya;24/02/2022;11/03/2022;15;0
94749030;1.0;106.0;;;;;;;1;2;59900;6;2022-02-24 20:52:53.372814;3.949.633.529.999.990;-0.3783116;59900;59900;2022-03-11 18:33:34.620085;rascanya;24/02/2022;11/03/2022;15;0
94749418;3.0;84.0;;;;;;;1;2;125000;6;2022-02-24 22:48:07.138015;394.654.685;-0.3419148;125000;125000;2022-03-11 18:38:17.341582;camins al grau;24/02/2022;11/03/2022;15;0
94760242;3.0;309.0;;;;;;;1;2;150000;6;2022-02-24 22:20:34.268302;394.539.858;-0.3897938;150000;150000;2022-03-11 18:37:17.475436;jesús;24/02/2022;11/03/2022;15;0
94760256;1.0;82.0;;;;;;;1;2;51000;6;2022-02-24 22:04:25.857755;394.705.695;-0.4010144000000001;51000;51000;2022-03-11 18:35:58.375783;l'olivereta;24/02/2022;11/03/2022;15;0
94761391;1.0;216.0;;;;;;;2;2;4500;6;2022-03-01 14:31:50.009481;394.664.393;-0.3713874;4500;4500;2022-03-04 22:03:35.398824;l'eixample;01/03/2022;04/03/2022;3;1
94763448;0.0;3000.0;;;;;;;1;2;1300000;6;2022-02-24 23:13:47.850854;39.418.487;-0.34515890000000005;1300000;1300000;2022-03-11 18:40:10.008924;pobles del sud;24/02/2022;11/03/2022;15;0
94773856;1.0;103.0;;;;;;;1;2;80000;6;2022-02-24 21:18:14.536723;394.682.371;-0.33137690000000003;80000;80000;2022-03-11 18:34:23.567215;poblats marítims;24/02/2022;11/03/2022;15;0
94788569;2.0;310.0;;;;;;;2;2;1500;6;2022-03-01 13:35:17.049292;394.923.061;-0.3837614;1500;1500;2022-03-04 22:00:53.478540;rascanya;01/03/2022;04/03/2022;3;1
94794419;3.0;130.0;;;;;;;2;1;1200;6;2022-03-01 15:16:34.991963;394.776.716;-0.3812544000000001;1200;1200;2022-03-04 22:07:23.307601;ciutat vella;01/03/2022;04/03/2022;3;1
94794521;1.0;379.0;;;;;;;2;2;1650;6;2022-03-01 15:43:56.661374;3.946.639.520.000.000;-0.3496156;1650;1650;2022-03-04 22:08:14.811315;camins al grau;01/03/2022;04/03/2022;3;1
94806588;0.0;228.0;;;;;;;1;2;273600;6;2022-02-24 22:25:17.089866;394.722.329;-0.3842687;273600;273600;2022-03-11 18:36:49.488119;extramurs;24/02/2022;11/03/2022;15;0
94815679;1.0;120.0;;;;;;;1;2;200000;6;2022-02-24 21:23:42.575293;39.467.533;-0.33548720000000004;200000;200000;2022-03-11 18:33:55.859778;poblats marítims;24/02/2022;11/03/2022;15;0
94820889;3.0;230.0;;;;;;;1;2;450000;6;2022-02-24 22:35:49.060386;394.707.817;-0.3750963;450000;450000;2022-03-11 18:37:40.188994;ciutat vella;24/02/2022;11/03/2022;15;0
94821908;1.0;101.0;;;;;;;1;2;86300;6;2022-02-24 22:56:59.692805;394.926.265;-0.3908288;66000;66000;2022-03-11 18:38:18.706018;benicalap;24/02/2022;11/03/2022;15;0
94821913;1.0;116.0;;;;;;;1;2;72000;6;2022-02-24 21:06:34.665515;394.594.435;-0.3605883;72000;72000;2022-03-11 18:33:27.715909;quatre carreres;24/02/2022;11/03/2022;15;0
94829613;1.0;80.0;;;;;;;1;2;73000;6;2022-02-24 22:14:48.710413;394.682.147;-0.3897238;73000;73000;2022-02-24 22:05:18.440690;extramurs;24/02/2022;24/02/2022;0;1
94830957;1.0;55.0;;;;;;;2;2;500;6;2022-03-01 14:58:47.556787;394.614.055;-0.3841607;500;500;2022-03-04 22:05:32.722412;extramurs;01/03/2022;04/03/2022;3;1
94831693;1.0;125.0;;;;;;;1;2;149500;6;2022-02-24 22:33:09.403479;39.474.941;-0.3692285;149500;149500;2022-03-11 18:37:45.931312;ciutat vella;24/02/2022;11/03/2022;15;0
94834073;2.0;125.0;;;;;;;2;2;500;6;2022-03-01 15:06:59.882094;394.506.913;-0.3920235;500;500;2022-03-04 22:04:38.097769;jesús;01/03/2022;04/03/2022;3;1
94835034;1.0;160.0;;;;;;;2;1;950;6;2022-03-01 15:56:07.442305;394.858.825;-0.3589898;950;950;2022-03-04 22:09:38.994070;benimaclet;01/03/2022;04/03/2022;3;1
94839487;0.0;325.0;;;;;;;1;2;378000;6;2022-02-24 20:56:37.378807;39.493.367;-0.3685165;378000;378000;2022-03-11 18:33:28.741609;rascanya;24/02/2022;11/03/2022;15;0
94842553;0.0;40.0;;;;;;;2;2;450;6;2022-03-01 13:58:38.779266;394.540.674;-0.3706225;450;450;2022-03-04 22:00:19.128303;quatre carreres;01/03/2022;04/03/2022;3;1
94855207;1.0;120.0;;;;;;;2;1;800;6;2022-03-01 16:04:17.866486;394.705.311;-0.3401229;800;800;2022-03-04 22:10:13.034533;algirós;01/03/2022;04/03/2022;3;1
94855491;2.0;300.0;;;;;;;1;2;300000;6;2022-02-24 21:24:26.258567;3.946.058.370.000.000;-0.3912786;300000;300000;2022-03-11 18:34:31.566904;patraix;24/02/2022;11/03/2022;15;0
94856145;3.0;137.0;;;;;;;2;2;1300;6;2022-03-01 14:25:28.302016;394.586.065;-0.3742653;1300;1300;2022-03-04 22:03:50.468845;l'eixample;01/03/2022;04/03/2022;3;1
