id;ad_characteristics_bathNumber;ad_characteristics_constructedArea;ad_characteristics_hasGarden;ad_characteristics_hasLift;ad_characteristics_hasParking;ad_characteristics_hasSwimmingPool;ad_characteristics_hasTerrace;ad_characteristics_roomNumber;ad_condition_isGoodCondition;ad_condition_isNeedsRenovating;ad_operation;ad_owner_type;ad_typology;address_location_x;date_insert;date_update;latitude;longitude;price;url;price_last;date_last;address_location_y;distrito;ascensor;ascensor_bool;planta;vistas;variacion_precio;day_insert;day_last;tiempo_venta;vendido
24489;2.0;192.0;;1.0;0.0;;1.0;4.0;1.0;0.0;1;2;1;"[""Avenida BALEARES"", ""Barrio Penya-Roja"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";2022-01-11 21:27:26.857752;2022-01-11 21:27:26.857752;394.646.584;-0.3552117;340000;https://www.idealista.com/inmueble/94263861/;340000;2022-01-24 03:12:17.454385;"[""Avenida BALEARES"", ""Barrio Penya-Roja"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";camins al grau;con ascensor;1.0;1.0;exterior;0;11/01/2022;24/01/2022;13;1
24490;4.0;264.0;0.0;1.0;1.0;0.0;1.0;6.0;1.0;0.0;1;2;1;"[""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:54:12.493018;2021-12-30 16:54:12.493018;394.699.399;-0.3711417;690000;https://www.idealista.com/inmueble/94263981/;690000;2022-02-12 12:43:40.958860;"[""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;2.0;exterior;0;30/12/2021;12/02/2022;44;1
24493;2.0;130.0;;1.0;;;1.0;3.0;1.0;0.0;1;2;1;"[""Plaza del Pintor Segrelles"", ""Barrio Arrancapins"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";2021-12-30 20:08:39.045770;2021-12-30 20:08:39.045770;394.626.841;-0.3848291;360000;https://www.idealista.com/inmueble/94264026/;360000;2022-02-23 11:39:02.641029;"[""Plaza del Pintor Segrelles"", ""Barrio Arrancapins"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";extramurs;con ascensor;1.0;2.0;exterior;0;30/12/2021;23/02/2022;55;0
24519;1.0;83.0;;1.0;1.0;;;2.0;1.0;0.0;1;2;1;"[""Lerida"", ""Barrio Morvedre"", ""Distrito La Saïdia"", ""València"", ""Valencia, València""]";2022-02-09 02:47:48.932779;2022-02-09 02:47:48.932821;39.482.315;-0.3787894;175000;https://www.idealista.com/inmueble/94267839/;175000;2022-02-09 02:47:44.828104;"[""Lerida"", ""Barrio Morvedre"", ""Distrito La Saïdia"", ""València"", ""Valencia, València""]";la saïdia;con ascensor;1.0;2.0;exterior;0;09/02/2022;09/02/2022;0;1
24520;2.0;92.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;1;2;1;"[""Calle Rio Bidasoa, 27"", ""Barrio Torrefiel"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";2021-12-30 17:43:30.900084;2021-12-30 17:43:30.900084;394.977.078;-0.3790074;183000;https://www.idealista.com/inmueble/94267960/;183000;2022-02-23 11:11:08.019218;"[""Calle Rio Bidasoa, 27"", ""Barrio Torrefiel"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";rascanya;con ascensor;1.0;1.0;exterior;0;30/12/2021;23/02/2022;55;0
24525;1.0;62.0;;;;;;3.0;1.0;0.0;1;2;1;"[""Barrio Sant Marcellí"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";2022-02-12 12:46:39.738321;2022-02-12 12:46:39.738369;3.944.621.400.000.000;-0.3913579;45000;https://www.idealista.com/inmueble/94269143/;45000;2022-02-12 12:40:11.711918;"[""Barrio Sant Marcellí"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";jesús;;;5.0;;0;12/02/2022;12/02/2022;0;1
24527;2.0;160.0;;1.0;;;;4.0;0.0;1.0;1;2;1;"[""Gran Via de les Germanies s/n"", ""Barrio Russafa"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:54:10.642016;2021-12-30 16:54:10.642016;394.634.075;-0.3775281;430000;https://www.idealista.com/inmueble/94269275/;410000;2022-02-23 11:34:50.563151;"[""Gran Via de les Germanies s/n"", ""Barrio Russafa"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;5.0;exterior;-20000;30/12/2021;23/02/2022;55;0
24529;1.0;102.0;;1.0;;;;3.0;1.0;0.0;1;2;1;"[""Calle Poeta Artola, 16"", ""Barrio La Vega Baixa"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";2022-01-11 21:59:51.649049;2022-01-11 21:59:51.649049;394.759.211;-0.3485609000000001;205000;https://www.idealista.com/inmueble/94269575/;205000;2022-02-23 11:51:46.659311;"[""Calle Poeta Artola, 16"", ""Barrio La Vega Baixa"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";algirós;con ascensor;1.0;7.0;exterior;0;11/01/2022;23/02/2022;43;0
24535;1.0;72.0;;;0.0;;;4.0;1.0;0.0;1;2;1;"[""Urb. Els Orriols"", ""Barrio Els Orriols"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";2021-12-30 17:32:36.282631;2021-12-30 17:32:36.282631;394.920.769;-0.3710655;90000;https://www.idealista.com/inmueble/94270453/;90000;2022-02-19 17:01:15.695196;"[""Urb. Els Orriols"", ""Barrio Els Orriols"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";rascanya;;;;;0;30/12/2021;19/02/2022;51;1
24537;1.0;90.0;;1.0;;;;3.0;1.0;0.0;1;2;1;"[""Antiguo reino"", ""Barrio Russafa"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:24:37.578816;2021-12-30 16:24:37.578816;394.644.214;-0.3689927;220000;https://www.idealista.com/inmueble/94271121/;220000;2022-02-09 03:04:10.872235;"[""Antiguo reino"", ""Barrio Russafa"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;6.0;exterior;0;30/12/2021;09/02/2022;41;1
24539;3.0;160.0;0.0;1.0;0.0;;;5.0;1.0;0.0;1;2;1;"[""Barrio La Vega Baixa"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";2022-01-11 21:59:24.983644;2022-01-11 21:59:24.983644;394.760.575;-0.3481783;300000;https://www.idealista.com/inmueble/94271318/;300000;2022-02-23 11:51:26.520218;"[""Barrio La Vega Baixa"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";algirós;con ascensor;1.0;5.0;exterior;0;11/01/2022;23/02/2022;43;0
24543;3.0;251.0;0.0;1.0;1.0;0.0;0.0;4.0;1.0;0.0;1;2;1;"[""Calle de Colón"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:14:39.542538;2021-12-30 15:14:39.542538;3.946.653.679.999.990;-0.3714561;830000;https://www.idealista.com/inmueble/94272053/;830000;2021-12-30 15:14:29.047205;"[""Calle de Colón"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;7.0;exterior;0;30/12/2021;30/12/2021;0;1
24553;2.0;115.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;1;2;1;"[""Calle de Misser Mascó"", ""Barrio Exposició"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";2021-12-30 19:50:03.799929;2021-12-30 19:50:03.799929;394.774.245;-0.3657576;300000;https://www.idealista.com/inmueble/94273897/;300000;2022-02-23 11:39:56.714328;"[""Calle de Misser Mascó"", ""Barrio Exposició"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";el pla del real;con ascensor;1.0;2.0;interior;0;30/12/2021;23/02/2022;55;0
24554;3.0;200.0;;1.0;1.0;;1.0;5.0;1.0;0.0;1;2;1;"[""Calle Juan Llorens"", ""Barrio La Petxina"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";2021-12-30 20:28:50.827201;2021-12-30 20:28:50.827201;394.691.127;-0.3893821;467000;https://www.idealista.com/inmueble/94273912/;467000;2022-02-23 11:39:54.975273;"[""Calle Juan Llorens"", ""Barrio La Petxina"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";extramurs;con ascensor;1.0;2.0;exterior;0;30/12/2021;23/02/2022;55;0
24559;2.0;233.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;1;2;1;"[""Plaza de les Bandes de Música de la Comunitat Valenciana, 5"", ""Barrio Ciutat de les Arts i de les Ciencies"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2021-12-18 21:53:22.615275;2021-12-18 21:53:22.615275;3.945.642.120.000.000;-0.3592902;294000;https://www.idealista.com/inmueble/94274745/;294000;2022-01-19 01:39:16.527614;"[""Plaza de les Bandes de Música de la Comunitat Valenciana, 5"", ""Barrio Ciutat de les Arts i de les Ciencies"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";quatre carreres;con ascensor;1.0;1.0;exterior;0;18/12/2021;19/01/2022;32;1
24566;1.0;80.0;0.0;0.0;;0.0;;3.0;1.0;0.0;1;2;1;"[""Calle de Planas, 46 -48"", ""Barrio En Corts"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2021-12-18 21:36:14.500387;2021-12-18 21:36:14.500387;39.457.022;-0.3706538;80000;https://www.idealista.com/inmueble/94275902/;80000;2022-02-23 11:16:06.199878;"[""Calle de Planas, 46 -48"", ""Barrio En Corts"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";quatre carreres;sin ascensor;0.0;4.0;exterior;0;18/12/2021;23/02/2022;67;0
24570;1.0;54.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1;2;1;"[""Barrio Sant Pau"", ""Distrito Campanar"", ""València"", ""Valencia, València""]";2022-01-11 20:39:14.413585;2022-01-11 20:39:14.413585;394.913.394;-0.4066031;165000;https://www.idealista.com/inmueble/94276090/;165000;2022-02-23 11:50:23.691630;"[""Barrio Sant Pau"", ""Distrito Campanar"", ""València"", ""Valencia, València""]";campanar;con ascensor;1.0;1.0;;0;11/01/2022;23/02/2022;43;0
24590;2.0;190.0;0.0;1.0;0.0;0.0;1.0;4.0;0.0;1.0;1;2;1;"[""Calle del Poeta Querol"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:46:39.722401;2021-12-30 15:46:39.722401;394.730.266;-0.3723925;800000;https://www.idealista.com/inmueble/94278242/;750000;2022-02-23 11:42:56.215714;"[""Calle del Poeta Querol"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;10.0;exterior;-50000;30/12/2021;23/02/2022;55;0
24593;2.0;158.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Calle de na Jordana"", ""Barrio El Carme"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:47:04.139790;2021-12-30 15:47:04.139790;394.809.642;-0.3807084;375000;https://www.idealista.com/inmueble/94278473/;375000;2022-02-23 11:46:17.738647;"[""Calle de na Jordana"", ""Barrio El Carme"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;sin ascensor;0.0;1.0;exterior;0;30/12/2021;23/02/2022;55;0
24594;2.0;108.0;;1.0;;;;3.0;1.0;0.0;1;2;1;"[""Avenida BURJASSOT"", ""Barrio Benicalap"", ""Distrito Benicalap"", ""València"", ""Valencia, València""]";2022-01-11 22:18:14.207796;2022-01-11 22:18:14.207796;394.881.822;-0.3920477000000001;169000;https://www.idealista.com/inmueble/94278551/;169000;2022-02-23 11:53:30.396884;"[""Avenida BURJASSOT"", ""Barrio Benicalap"", ""Distrito Benicalap"", ""València"", ""Valencia, València""]";benicalap;con ascensor;1.0;1.0;exterior;0;11/01/2022;23/02/2022;43;0
24595;3.0;172.0;;1.0;;;;7.0;1.0;0.0;1;2;1;"[""Calle del General Prim"", ""Barrio Russafa"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:24:39.243049;2021-12-30 16:24:39.243049;394.613.265;-0.3713597;420000;https://www.idealista.com/inmueble/94278624/;420000;2022-02-23 11:34:03.910445;"[""Calle del General Prim"", ""Barrio Russafa"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;6.0;exterior;0;30/12/2021;23/02/2022;55;0
24598;1.0;102.0;;1.0;;;;4.0;1.0;0.0;1;2;1;"[""Calle Manuela Estellés"", ""Barrio Beteró"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 21:02:51.891532;2021-12-18 21:02:51.891532;3.947.101.179.999.990;-0.3330658;159000;https://www.idealista.com/inmueble/94278845/;149500;2022-01-27 05:54:22.934113;"[""Calle Manuela Estellés"", ""Barrio Beteró"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;con ascensor;1.0;3.0;exterior;-9500;18/12/2021;27/01/2022;40;1
24604;2.0;135.0;0.0;1.0;;0.0;1.0;4.0;1.0;0.0;1;2;1;"[""Barrio El Botànic"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";2021-12-30 20:28:46.769515;2021-12-30 20:28:46.769515;394.712.717;-0.3817576;365000;https://www.idealista.com/inmueble/94279588/;365000;2022-02-23 11:38:09.498765;"[""Barrio El Botànic"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";extramurs;con ascensor;1.0;2.0;exterior;0;30/12/2021;23/02/2022;55;0
24609;2.0;131.0;1.0;1.0;0.0;1.0;1.0;3.0;1.0;0.0;1;1;1;"[""Avenida del Mestre Rodrigo, 52"", ""Barrio Sant Pau"", ""Distrito Campanar"", ""València"", ""Valencia, València""]";2022-01-11 20:25:55.584417;2022-01-11 20:25:55.584417;394.860.014;-0.4034158;340000;https://www.idealista.com/inmueble/94279969/;340000;2022-01-24 03:13:26.056780;"[""Avenida del Mestre Rodrigo, 52"", ""Barrio Sant Pau"", ""Distrito Campanar"", ""València"", ""Valencia, València""]";campanar;con ascensor;1.0;7.0;exterior;0;11/01/2022;24/01/2022;13;1
24617;1.0;84.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Barrio Albors"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";2022-01-11 21:29:52.080600;2022-01-11 21:29:52.080600;394.684.083;-0.3522388;115000;https://www.idealista.com/inmueble/94280802/;115000;2022-02-23 11:44:01.204819;"[""Barrio Albors"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";camins al grau;sin ascensor;0.0;4.0;;0;11/01/2022;23/02/2022;43;0
24623;2.0;110.0;;1.0;;;;3.0;1.0;0.0;1;2;1;"[""Avenida Blasco Ibáñez"", ""Barrio Mestalla"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";2021-12-30 19:50:05.730089;2021-12-30 19:50:05.730089;3.947.617.329.999.990;-0.3538805;250000;https://www.idealista.com/inmueble/94282014/;250000;2022-02-23 11:39:51.335717;"[""Avenida Blasco Ibáñez"", ""Barrio Mestalla"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";el pla del real;con ascensor;1.0;2.0;exterior;0;30/12/2021;23/02/2022;55;0
24628;1.0;100.0;;1.0;;;;4.0;1.0;0.0;1;2;1;"[""Doctor Vicente Pallares, 10"", ""Barrio L'Amistat"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";2022-01-11 21:59:25.786908;2022-01-11 21:59:25.786908;394.738.272;-0.3524647;180000;https://www.idealista.com/inmueble/94282590/;180000;2022-01-27 06:22:32.807780;"[""Doctor Vicente Pallares, 10"", ""Barrio L'Amistat"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";algirós;con ascensor;1.0;1.0;exterior;0;11/01/2022;27/01/2022;16;1
24632;2.0;241.0;0.0;1.0;1.0;0.0;1.0;3.0;1.0;0.0;1;2;1;"[""Calle de Xàtiva"", ""Barrio La Roqueta"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";2021-12-30 20:28:58.725030;2021-12-30 20:28:58.725030;394.688.924;-0.380469;798000;https://www.idealista.com/inmueble/94283852/;798000;2022-02-19 17:18:16.153645;"[""Calle de Xàtiva"", ""Barrio La Roqueta"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";extramurs;con ascensor;1.0;8.0;exterior;0;30/12/2021;19/02/2022;51;1
24634;2.0;166.0;;1.0;;;;5.0;1.0;0.0;1;2;1;"[""Barrio Mont-Olivet"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2021-12-18 21:53:24.014571;2021-12-18 21:53:24.014571;394.586.769;-0.3634427;320000;https://www.idealista.com/inmueble/94284336/;320000;2022-01-27 05:48:23.104670;"[""Barrio Mont-Olivet"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";quatre carreres;con ascensor;1.0;3.0;;0;18/12/2021;27/01/2022;40;1
24635;1.0;80.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1;2;1;"[""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 21:02:52.411513;2021-12-18 21:02:52.411513;394.720.205;-0.32936040000000005;206900;https://www.idealista.com/inmueble/94284394/;206900;2022-02-23 11:20:45.844576;"[""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;con ascensor;1.0;;;0;18/12/2021;23/02/2022;67;0
24636;1.0;96.0;;1.0;;;;3.0;1.0;0.0;1;2;1;"[""Calle Pedro Patricio Mey"", ""Barrio Torrefiel"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";2021-12-30 17:32:34.636561;2021-12-30 17:32:34.636561;394.934.369;-0.3757349;110000;https://www.idealista.com/inmueble/94284586/;110000;2022-02-12 12:20:38.117394;"[""Calle Pedro Patricio Mey"", ""Barrio Torrefiel"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";rascanya;con ascensor;1.0;1.0;exterior;0;30/12/2021;12/02/2022;44;1
24637;2.0;142.0;0.0;1.0;0.0;0.0;1.0;4.0;0.0;0.0;1;2;1;"[""Avenida Avinguda de Fernando Abril Martorell"", ""Barrio Malilla"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2021-12-18 21:53:23.253873;2021-12-18 21:53:23.253873;3.944.468.610.000.000;-0.3789220999999999;398000;https://www.idealista.com/inmueble/94284648/;398000;2022-02-23 11:19:57.373852;"[""Avenida Avinguda de Fernando Abril Martorell"", ""Barrio Malilla"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";quatre carreres;con ascensor;1.0;;;0;18/12/2021;23/02/2022;67;0
24640;2.0;141.0;1.0;1.0;1.0;;;4.0;1.0;0.0;1;2;1;"[""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:24:34.370856;2021-12-30 16:24:34.370856;394.711.926;-0.3660584;490000;https://www.idealista.com/inmueble/94285730/;490000;2022-02-23 11:36:06.444779;"[""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;1.0;exterior;0;30/12/2021;23/02/2022;55;0
24641;2.0;91.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;1;2;1;"[""Calle de Vicente Ríos Enrique, 6"", ""Barrio Nou Campanar"", ""Distrito Campanar"", ""València"", ""Valencia, València""]";2022-01-11 20:35:06.837255;2022-01-11 20:35:06.837255;394.773.649;-0.4028457;315000;https://www.idealista.com/inmueble/94285809/;315000;2022-01-27 06:19:02.250263;"[""Calle de Vicente Ríos Enrique, 6"", ""Barrio Nou Campanar"", ""Distrito Campanar"", ""València"", ""Valencia, València""]";campanar;con ascensor;1.0;8.0;exterior;0;11/01/2022;27/01/2022;16;1
24645;1.0;61.0;;0.0;;;1.0;1.0;1.0;0.0;1;2;1;"[""Rosario"", ""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 21:02:54.170896;2021-12-18 21:02:54.170896;3.946.599.920.000.000;-0.3310078;168000;https://www.idealista.com/inmueble/94286728/;155000;2022-02-19 17:02:47.082105;"[""Rosario"", ""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;sin ascensor;0.0;;;-13000;18/12/2021;19/02/2022;63;1
24650;3.0;238.0;;1.0;;;1.0;5.0;1.0;0.0;1;2;1;"[""Barrio Arrancapins"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";2021-12-30 20:06:57.986922;2021-12-30 20:06:57.986922;394.685.833;-0.3864832;450000;https://www.idealista.com/inmueble/94287285/;450000;2022-01-11 20:14:59.627957;"[""Barrio Arrancapins"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";extramurs;con ascensor;1.0;1.0;exterior;0;30/12/2021;11/01/2022;12;1
24652;2.0;106.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;1;2;1;"[""Barrio Playa de la Malvarrosa"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 21:02:54.719252;2021-12-18 21:02:54.719252;3.947.954.179.999.990;-0.3269196;180000;https://www.idealista.com/inmueble/94287509/;180000;2022-01-27 05:54:22.866770;"[""Barrio Playa de la Malvarrosa"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;con ascensor;1.0;2.0;exterior;0;18/12/2021;27/01/2022;40;1
24653;1.0;88.0;0.0;;0.0;0.0;;4.0;1.0;0.0;1;2;1;"[""Calle de Sant Ernest"", ""Barrio La Creu Coberta"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";2022-01-11 19:30:42.657759;2022-01-11 19:30:42.657759;394.511.145;-0.3839534;84000;https://www.idealista.com/inmueble/94287556/;84000;2022-02-23 11:37:29.250212;"[""Calle de Sant Ernest"", ""Barrio La Creu Coberta"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";jesús;;;;;0;11/01/2022;23/02/2022;43;0
24661;2.0;160.0;;1.0;;;1.0;3.0;1.0;0.0;1;2;1;"[""Calle archiduque carlos"", ""Barrio Patraix"", ""Distrito Patraix"", ""València"", ""Valencia, València""]";2022-01-24 02:50:43.791506;2022-01-24 02:50:43.791544;394.652.362;-0.3948893;295000;https://www.idealista.com/inmueble/94288657/;295000;2022-02-23 11:28:29.141450;"[""Calle archiduque carlos"", ""Barrio Patraix"", ""Distrito Patraix"", ""València"", ""Valencia, València""]";patraix;con ascensor;1.0;1.0;exterior;0;24/01/2022;23/02/2022;30;0
24668;2.0;140.0;1.0;1.0;1.0;;1.0;3.0;1.0;0.0;1;2;1;"[""Calle de Pere Aleixandre, 55"", ""Urb. EDIFICIO SEMINUEVO PEGADO AL PARQUE TURIA"", ""Barrio Mont-Olivet"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2021-12-18 21:53:24.764075;2021-12-18 21:53:24.764075;3.945.950.300.000.000;-0.360019;299999;https://www.idealista.com/inmueble/94289376/;299999;2022-02-23 11:16:10.812798;"[""Calle de Pere Aleixandre, 55"", ""Urb. EDIFICIO SEMINUEVO PEGADO AL PARQUE TURIA"", ""Barrio Mont-Olivet"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";quatre carreres;con ascensor;1.0;1.0;exterior;0;18/12/2021;23/02/2022;67;0
24674;1.0;84.0;;0.0;;;0.0;2.0;1.0;0.0;1;2;1;"[""Rosario"", ""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 21:06:30.821704;2021-12-18 21:06:30.821704;394.651.847;-0.33057770000000003;172000;https://www.idealista.com/inmueble/94290124/;172000;2022-02-23 11:22:45.947358;"[""Rosario"", ""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;sin ascensor;0.0;1.0;exterior;0;18/12/2021;23/02/2022;67;0
24687;1.0;73.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1;2;1;"[""Barrio Beteró"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:33:46.151355;2021-12-18 20:33:46.151355;39.474.024;-0.3360019;161800;https://www.idealista.com/inmueble/94291549/;161800;2022-02-23 11:22:03.966101;"[""Barrio Beteró"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;con ascensor;1.0;3.0;exterior;0;18/12/2021;23/02/2022;67;0
24691;1.0;93.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Calle de Rodrigo de Pertegás"", ""Barrio La Creu del Grau"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";2022-01-11 21:27:23.797074;2022-01-11 21:27:23.797074;394.603.971;-0.3433704;144500;https://www.idealista.com/inmueble/94292589/;144500;2022-01-19 02:15:08.413982;"[""Calle de Rodrigo de Pertegás"", ""Barrio La Creu del Grau"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";camins al grau;con ascensor;1.0;3.0;exterior;0;11/01/2022;19/01/2022;8;1
24696;3.0;280.0;;1.0;1.0;;1.0;4.0;1.0;0.0;1;2;1;"[""Calle de Colón"", ""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:25:43.644047;2021-12-30 16:25:43.644047;394.692.285;-0.3700861;1500000;https://www.idealista.com/inmueble/94293516/;1500000;2022-02-17 00:02:28.146416;"[""Calle de Colón"", ""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;6.0;exterior;0;30/12/2021;17/02/2022;49;1
24698;4.0;300.0;;1.0;;;1.0;6.0;1.0;0.0;1;2;1;"[""MARQUES DE SOTELO"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:14:37.587550;2021-12-30 15:14:37.587550;394.709.928;-0.3784194;1100000;https://www.idealista.com/inmueble/94293588/;1100000;2022-02-23 11:46:33.414992;"[""MARQUES DE SOTELO"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;10.0;exterior;0;30/12/2021;23/02/2022;55;0
24699;1.0;114.0;0.0;1.0;;0.0;;4.0;1.0;0.0;1;2;1;"[""Calle de Fray Pedro Ponce de León"", ""Barrio Mont-Olivet"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2021-12-18 21:53:34.004113;2021-12-18 21:53:34.004113;394.563.776;-0.3609225;150000;https://www.idealista.com/inmueble/94294071/;150000;2022-02-16 23:37:12.430905;"[""Calle de Fray Pedro Ponce de León"", ""Barrio Mont-Olivet"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";quatre carreres;con ascensor;1.0;2.0;exterior;0;18/12/2021;16/02/2022;60;1
24700;1.0;71.0;0.0;1.0;;0.0;;2.0;1.0;0.0;1;2;1;"[""Barrio El Carme"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:47:02.088149;2021-12-30 15:47:02.088149;3.947.485.379.999.990;-0.3809125;250000;https://www.idealista.com/inmueble/94294126/;250000;2022-01-15 01:10:51.964526;"[""Barrio El Carme"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;2.0;exterior;0;30/12/2021;15/01/2022;16;1
