id;ad_characteristics_bathNumber;ad_characteristics_constructedArea;ad_characteristics_hasGarden;ad_characteristics_hasLift;ad_characteristics_hasParking;ad_characteristics_hasSwimmingPool;ad_characteristics_hasTerrace;ad_characteristics_roomNumber;ad_condition_isGoodCondition;ad_condition_isNeedsRenovating;ad_operation;ad_owner_type;ad_typology;address_location_x;date_insert;date_update;latitude;longitude;price;url;price_last;date_last;address_location_y;distrito;ascensor;ascensor_bool;planta;vistas;variacion_precio;day_insert;day_last;tiempo_venta;vendido
3711;;;0.0;1.0;;0.0;;3.0;;;1;2;10;"[""Calle Ignacio de Zuloaga, 35"", ""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2022-01-16 01:23:09.469886;2022-01-16 01:23:09.469963;394.467.753;-0.3354713;146000;https://www.idealista.com/obra-nueva/40479105/;146000;2022-02-21 18:39:18.178700;"[""Calle Ignacio de Zuloaga, 35"", ""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;;;;;0;16/01/2022;21/02/2022;36;1
3716;2.0;98.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1;2;1;"[""Calle Ignacio de Zuloaga, 35"", ""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:40:34.364143;2021-12-18 20:40:34.364143;394.467.753;-0.3354713;146000;https://www.idealista.com/inmueble/40490586/;146000;2022-02-23 11:14:10.851621;"[""Calle Ignacio de Zuloaga, 35"", ""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;con ascensor;1.0;1.0;exterior;0;18/12/2021;23/02/2022;67;0
3717;2.0;98.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1;2;1;"[""Calle Ignacio de Zuloaga, 35"", ""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:40:33.716214;2021-12-18 20:40:33.716214;394.467.753;-0.3354713;150000;https://www.idealista.com/inmueble/40490594/;150000;2022-02-23 11:14:10.817178;"[""Calle Ignacio de Zuloaga, 35"", ""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;con ascensor;1.0;3.0;exterior;0;18/12/2021;23/02/2022;67;0
3719;3.0;200.0;0.0;1.0;1.0;0.0;0.0;5.0;1.0;0.0;1;1;1;"[""Calle de Colón, 12"", ""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:44:44.840557;2021-12-30 16:44:44.840557;3.946.747.020.000.000;-0.3739398;600000;https://www.idealista.com/inmueble/40497249/;600000;2022-02-23 11:36:20.086249;"[""Calle de Colón, 12"", ""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;3.0;exterior;0;30/12/2021;23/02/2022;55;0
3720;1.0;90.0;;1.0;0.0;;;3.0;1.0;0.0;1;2;1;"[""Calle Músico Cabanilles"", ""Barrio Sant Marcellí"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";2022-01-11 19:54:07.305214;2022-01-11 19:54:07.305254;394.467.804;-0.3913661;130000;https://www.idealista.com/inmueble/40501090/;130000;2022-02-23 11:36:56.419563;"[""Calle Músico Cabanilles"", ""Barrio Sant Marcellí"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";jesús;con ascensor;1.0;4.0;exterior;0;11/01/2022;23/02/2022;43;0
3724;2.0;91.0;;1.0;0.0;;;3.0;1.0;0.0;1;2;1;"[""Avenida Blasco Ibañez"", ""Barrio Ciutat Jardí"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";2022-01-11 21:55:57.057134;2022-01-11 21:55:57.057134;39.470.791;-0.34169;210000;https://www.idealista.com/inmueble/40508318/;210000;2022-02-23 11:52:47.602681;"[""Avenida Blasco Ibañez"", ""Barrio Ciutat Jardí"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";algirós;con ascensor;1.0;3.0;exterior;0;11/01/2022;23/02/2022;43;0
3733;1.0;60.0;;0.0;;;;2.0;1.0;0.0;1;2;1;"[""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:40:35.151531;2021-12-18 20:40:35.151531;3.945.284.520.000.000;-0.3324029000000001;80000;https://www.idealista.com/inmueble/40526164/;80000;2021-12-18 20:38:59.518320;"[""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;sin ascensor;0.0;1.0;exterior;0;18/12/2021;18/12/2021;0;1
3747;1.0;100.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1;1;1;"[""Calle del Marqués de Montortal, 43 primero izquierda"", ""Barrio Torrefiel"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";2021-12-30 17:39:52.188268;2021-12-30 17:39:52.188268;394.941.247;-0.375504;210000;https://www.idealista.com/inmueble/40558250/;210000;2022-02-23 11:12:39.802668;"[""Calle del Marqués de Montortal, 43 primero izquierda"", ""Barrio Torrefiel"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";rascanya;sin ascensor;0.0;1.0;exterior;0;30/12/2021;23/02/2022;55;0
3777;3.0;216.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;1;2;1;"[""Calle del Gravador Esteve"", ""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:48:30.168249;2021-12-30 16:48:30.168249;39.470.828;-0.3674516;1200000;https://www.idealista.com/inmueble/81155706/;1200000;2022-02-23 11:32:30.764814;"[""Calle del Gravador Esteve"", ""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;3.0;exterior;0;30/12/2021;23/02/2022;55;0
3778;1.0;100.0;;;1.0;;;2.0;1.0;0.0;1;2;1;"[""Barrio La Xerea"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:33:34.087927;2021-12-30 15:33:34.087927;394.709.152;-0.3685233;400000;https://www.idealista.com/inmueble/81158077/;400000;2022-02-23 11:45:42.117694;"[""Barrio La Xerea"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;;;;;0;30/12/2021;23/02/2022;55;0
3781;2.0;117.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:40:36.498826;2021-12-18 20:40:36.498826;39.465.473;-0.331663;225000;https://www.idealista.com/inmueble/81163676/;225000;2022-01-19 01:50:23.123652;"[""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;con ascensor;1.0;4.0;exterior;0;18/12/2021;19/01/2022;32;1
3791;3.0;212.0;;1.0;1.0;;1.0;5.0;1.0;0.0;1;2;1;"[""Barrio Mestalla"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";2021-12-30 19:47:51.449275;2021-12-30 19:47:51.449275;394.698.785;-0.3555831;502000;https://www.idealista.com/inmueble/81185975/;502000;2022-02-23 11:38:19.740960;"[""Barrio Mestalla"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";el pla del real;con ascensor;1.0;4.0;exterior;0;30/12/2021;23/02/2022;55;0
3792;1.0;104.0;;1.0;0.0;;;3.0;0.0;1.0;1;2;1;"[""Plaza de la Creu del Canyamelar"", ""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:47:57.569407;2021-12-18 20:47:57.569407;394.689.259;-0.3332593;175000;https://www.idealista.com/inmueble/81187244/;175000;2022-02-23 11:22:04.104168;"[""Plaza de la Creu del Canyamelar"", ""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;con ascensor;1.0;6.0;exterior;0;18/12/2021;23/02/2022;67;0
3793;1.0;95.0;;1.0;0.0;;;3.0;1.0;0.0;1;2;1;"[""Barrio Tres Forques"", ""Distrito L'Olivereta"", ""València"", ""Valencia, València""]";2022-01-11 18:36:03.407866;2022-01-11 18:36:03.407920;39.467.039;-0.4032251;85000;https://www.idealista.com/inmueble/81188717/;85000;2022-02-23 11:31:21.388228;"[""Barrio Tres Forques"", ""Distrito L'Olivereta"", ""València"", ""Valencia, València""]";l'olivereta;con ascensor;1.0;1.0;exterior;0;11/01/2022;23/02/2022;43;0
3794;1.0;61.0;;0.0;0.0;;;2.0;1.0;0.0;1;2;1;"[""vicente en roda"", ""Barrio Playa de la Malvarrosa"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:39:04.151796;2021-12-18 20:39:04.151796;394.778.517;-0.3298258;110000;https://www.idealista.com/inmueble/81189989/;115000;2022-02-23 11:14:43.223296;"[""vicente en roda"", ""Barrio Playa de la Malvarrosa"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;sin ascensor;0.0;3.0;exterior;5000;18/12/2021;23/02/2022;67;0
3795;3.0;188.0;;1.0;1.0;;1.0;4.0;1.0;0.0;1;2;1;"[""Barrio Mestalla"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";2021-12-30 19:46:47.283690;2021-12-30 19:46:47.283690;394.690.785;-0.35838309999999995;515000;https://www.idealista.com/inmueble/81193474/;515000;2022-02-23 11:39:57.930197;"[""Barrio Mestalla"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";el pla del real;con ascensor;1.0;6.0;exterior;0;30/12/2021;23/02/2022;55;0
3796;3.0;200.0;;1.0;1.0;;;6.0;0.0;1.0;1;2;1;"[""Calle Colón s/n"", ""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:42:29.353257;2021-12-30 16:42:29.353257;3.946.940.170.000.000;-0.3715474;650000;https://www.idealista.com/inmueble/81198217/;650000;2022-02-23 11:35:19.131656;"[""Calle Colón s/n"", ""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;3.0;exterior;0;30/12/2021;23/02/2022;55;0
3797;3.0;265.0;;1.0;0.0;;;6.0;0.0;1.0;1;2;1;"[""BARON DE CARCER"", ""Barrio El Mercat"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:33:10.917555;2021-12-30 15:33:10.917555;394.711.995;-0.3785151;500000;https://www.idealista.com/inmueble/81201445/;500000;2022-02-23 11:42:22.027497;"[""BARON DE CARCER"", ""Barrio El Mercat"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;3.0;exterior;0;30/12/2021;23/02/2022;55;0
3798;2.0;90.0;;1.0;0.0;;;3.0;1.0;0.0;1;2;1;"[""ISLA CABRERA"", ""Barrio Malilla"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2021-12-18 21:42:45.227054;2021-12-18 21:42:45.227054;394.477.764;-0.3818674;144000;https://www.idealista.com/inmueble/81202970/;144000;2022-02-23 11:19:43.089977;"[""ISLA CABRERA"", ""Barrio Malilla"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";quatre carreres;con ascensor;1.0;1.0;exterior;0;18/12/2021;23/02/2022;67;0
3814;1.0;40.0;;0.0;0.0;;;0.0;1.0;0.0;1;2;1;"[""Plaza monssen sorrell"", ""Barrio El Carme"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:33:31.586750;2021-12-30 15:33:31.586750;394.764.818;-0.3783821;189000;https://www.idealista.com/inmueble/81253864/;189000;2022-02-12 13:01:16.083360;"[""Plaza monssen sorrell"", ""Barrio El Carme"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;sin ascensor;0.0;1.0;exterior;0;30/12/2021;12/02/2022;44;1
3822;2.0;167.0;;1.0;1.0;;;4.0;1.0;0.0;1;2;1;"[""Barrio Arrancapins"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";2021-12-30 20:18:47.345882;2021-12-30 20:18:47.345882;3.946.375;-0.38266;700000;https://www.idealista.com/inmueble/81270616/;700000;2022-02-23 11:41:06.361319;"[""Barrio Arrancapins"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";extramurs;con ascensor;1.0;8.0;exterior;0;30/12/2021;23/02/2022;55;0
3823;2.0;91.0;;1.0;1.0;;;3.0;1.0;0.0;1;2;1;"[""PINTOR RAFAEL SOLVES"", ""Barrio Camí Reial"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";2022-02-17 00:13:48.174254;2022-02-17 00:13:48.174317;3.943.960.670.000.000;-0.3912867;145000;https://www.idealista.com/inmueble/81274783/;145000;2022-02-23 11:37:27.874170;"[""PINTOR RAFAEL SOLVES"", ""Barrio Camí Reial"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";jesús;con ascensor;1.0;5.0;exterior;0;17/02/2022;23/02/2022;6;0
3829;2.0;200.0;;1.0;1.0;;1.0;4.0;1.0;0.0;1;2;1;"[""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:33:30.014708;2021-12-30 15:33:30.014708;394.722.971;-0.3733844;720000;https://www.idealista.com/inmueble/81286546/;720000;2022-02-23 11:47:09.673342;"[""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;3.0;exterior;0;30/12/2021;23/02/2022;55;0
3843;4.0;1265.0;;1.0;1.0;;;20.0;1.0;0.0;1;2;1;"[""Calle de Colón, 13"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:36:50.350142;2021-12-30 15:36:50.350142;394.684.368;-0.3734561;5029594;https://www.idealista.com/inmueble/81324010/;5029594;2022-02-23 11:45:36.778347;"[""Calle de Colón, 13"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;3.0;exterior;0;30/12/2021;23/02/2022;55;0
3848;;;1.0;1.0;;1.0;;3.0;;;1;2;10;"[""Avenida José Roca Coll, 1"", ""Barrio Safranar"", ""Distrito Patraix"", ""València"", ""Valencia, València""]";2022-01-16 01:27:11.504034;2022-01-16 01:27:11.504094;394.582.266;-0.3969456;187300;https://www.idealista.com/obra-nueva/81332150/;225400;2022-02-21 18:39:20.505680;"[""Avenida José Roca Coll, 1"", ""Barrio Safranar"", ""Distrito Patraix"", ""València"", ""Valencia, València""]";patraix;;;;;38100;16/01/2022;21/02/2022;36;1
3870;1.0;88.0;;0.0;0.0;;;3.0;1.0;0.0;1;2;1;"[""Calle de Manuel Simó, 29"", ""Barrio Patraix"", ""Distrito Patraix"", ""València"", ""Valencia, València""]";2021-12-30 18:55:56.432744;2021-12-30 18:55:56.432744;394.597.847;-0.3914564;115000;https://www.idealista.com/inmueble/81377775/;115000;2022-02-23 11:29:41.666528;"[""Calle de Manuel Simó, 29"", ""Barrio Patraix"", ""Distrito Patraix"", ""València"", ""Valencia, València""]";patraix;sin ascensor;0.0;1.0;exterior;0;30/12/2021;23/02/2022;55;0
3879;2.0;265.0;0.0;1.0;;0.0;;10.0;0.0;1.0;1;2;1;"[""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:13:42.152108;2021-12-30 15:13:42.152108;394.714.284;-0.3759121;650000;https://www.idealista.com/inmueble/81417665/;650000;2022-02-23 11:47:13.905244;"[""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;1.0;exterior;0;30/12/2021;23/02/2022;55;0
3893;4.0;293.0;;1.0;1.0;;1.0;5.0;1.0;0.0;1;2;1;"[""Paseo alameda"", ""Barrio Penya-Roja"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";2022-01-11 21:20:01.601591;2022-01-11 21:20:01.601591;394.594.849;-0.3538539;1950000;https://www.idealista.com/inmueble/81447569/;1950000;2022-02-23 11:42:18.761078;"[""Paseo alameda"", ""Barrio Penya-Roja"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";camins al grau;con ascensor;1.0;10.0;exterior;0;11/01/2022;23/02/2022;43;0
3897;2.0;197.0;0.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0;1;2;1;"[""Barrio La Roqueta"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";2021-12-30 20:21:41.478112;2021-12-30 20:21:41.478112;39.468.951;-0.379689;450000;https://www.idealista.com/inmueble/81450319/;450000;2022-02-23 11:38:03.430413;"[""Barrio La Roqueta"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";extramurs;con ascensor;1.0;7.0;exterior;0;30/12/2021;23/02/2022;55;0
3907;3.0;236.0;;1.0;1.0;;1.0;5.0;0.0;1.0;1;2;1;"[""PEREZ BAYER"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:33:15.451037;2021-12-30 15:33:15.451037;3.946.800.770.000.000;-0.3707369;670000;https://www.idealista.com/inmueble/81466081/;670000;2022-02-23 11:45:09.052477;"[""PEREZ BAYER"", ""Barrio Sant Francesc"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;8.0;exterior;0;30/12/2021;23/02/2022;55;0
3935;1.0;67.0;;1.0;0.0;;1.0;1.0;1.0;0.0;1;2;1;"[""Barrio L'Hort de Senabre"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";2022-01-13 03:26:22.581736;2022-01-13 03:26:22.581736;394.557.403;-0.3865977;220000;https://www.idealista.com/inmueble/81530006/;220000;2022-02-23 11:45:52.269708;"[""Barrio L'Hort de Senabre"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";jesús;con ascensor;1.0;6.0;exterior;0;13/01/2022;23/02/2022;41;0
3938;2.0;196.0;;1.0;0.0;;;5.0;1.0;0.0;1;2;1;"[""Conde de Altea"", ""Barrio Gran Vía"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:42:32.765065;2021-12-30 16:42:32.765065;3.946.697.329.999.990;-0.3656888;500000;https://www.idealista.com/inmueble/81536938/;500000;2022-02-23 11:31:50.974919;"[""Conde de Altea"", ""Barrio Gran Vía"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;2.0;exterior;0;30/12/2021;23/02/2022;55;0
3941;2.0;118.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Calle de Quart"", ""Barrio El Botànic"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";2021-12-30 20:04:59.081508;2021-12-30 20:04:59.081508;394.754.422;-0.3897423;290000;https://www.idealista.com/inmueble/81538810/;290000;2022-01-27 06:07:53.704017;"[""Calle de Quart"", ""Barrio El Botànic"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";extramurs;con ascensor;1.0;8.0;exterior;0;30/12/2021;27/01/2022;28;1
3948;;;1.0;1.0;;1.0;;4.0;;;1;2;10;"[""Calle Antonio Ferrandis s/n"", ""Barrio Ciutat de les Arts i de les Ciencies"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2022-01-16 01:24:07.913998;2022-01-16 01:24:07.914227;394.483.579;-0.3652756;393000;https://www.idealista.com/obra-nueva/81547352/;403000;2022-02-21 18:39:15.727238;"[""Calle Antonio Ferrandis s/n"", ""Barrio Ciutat de les Arts i de les Ciencies"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";quatre carreres;;;;;10000;16/01/2022;21/02/2022;36;1
3962;1.0;80.0;;1.0;0.0;;;3.0;1.0;0.0;1;2;1;"[""Barrio Benimaclet"", ""Distrito Benimaclet"", ""València"", ""Valencia, València""]";2022-01-24 03:14:46.238813;2022-01-24 03:14:46.238845;394.833.727;-0.3589388;155000;https://www.idealista.com/inmueble/81564590/;155000;2022-02-19 17:29:26.024961;"[""Barrio Benimaclet"", ""Distrito Benimaclet"", ""València"", ""Valencia, València""]";benimaclet;con ascensor;1.0;4.0;exterior;0;24/01/2022;19/02/2022;26;1
3996;2.0;158.0;;1.0;1.0;1.0;;4.0;1.0;0.0;1;2;1;"[""CORTES VALENCIANAS"", ""Barrio Sant Pau"", ""Distrito Campanar"", ""València"", ""Valencia, València""]";2022-01-11 20:28:16.196640;2022-01-11 20:28:16.196640;394.895.168;-0.3989658;550000;https://www.idealista.com/inmueble/81655756/;550000;2022-02-23 11:47:47.594884;"[""CORTES VALENCIANAS"", ""Barrio Sant Pau"", ""Distrito Campanar"", ""València"", ""Valencia, València""]";campanar;con ascensor;1.0;6.0;exterior;0;11/01/2022;23/02/2022;43;0
3997;2.0;180.0;;1.0;0.0;;1.0;4.0;0.0;1.0;1;2;1;"[""Barrio Gran Vía"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:44:48.924445;2021-12-30 16:44:48.924445;39.467.179;-0.3714482;445000;https://www.idealista.com/inmueble/81655875/;445000;2022-02-23 11:34:05.486864;"[""Barrio Gran Vía"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;1.0;exterior;0;30/12/2021;23/02/2022;55;0
3998;1.0;100.0;;1.0;0.0;;;3.0;1.0;0.0;1;2;1;"[""Calle de Ruaya"", ""Barrio Morvedre"", ""Distrito La Saïdia"", ""València"", ""Valencia, València""]";2022-02-09 02:48:13.627143;2022-02-09 02:48:13.627181;394.860.653;-0.3761428;159800;https://www.idealista.com/inmueble/81657680/;159800;2022-02-23 11:26:01.031663;"[""Calle de Ruaya"", ""Barrio Morvedre"", ""Distrito La Saïdia"", ""València"", ""Valencia, València""]";la saïdia;con ascensor;1.0;2.0;exterior;0;09/02/2022;23/02/2022;14;0
4017;2.0;120.0;;1.0;1.0;;;3.0;1.0;0.0;1;2;1;"[""Calle San Vicente Martír, Valencia"", ""Barrio La Creu Coberta"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";2022-01-27 06:11:13.924405;2022-01-27 06:11:13.924441;394.549.654;-0.3822937;165000;https://www.idealista.com/inmueble/81721790/;165000;2022-02-23 11:37:28.020663;"[""Calle San Vicente Martír, Valencia"", ""Barrio La Creu Coberta"", ""Distrito Jesús"", ""València"", ""Valencia, València""]";jesús;con ascensor;1.0;7.0;exterior;0;27/01/2022;23/02/2022;27;0
4019;2.0;128.0;;1.0;0.0;;;4.0;1.0;0.0;1;2;1;"[""manuel candela"", ""Barrio Albors"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";2022-01-24 03:11:18.406059;2022-01-24 03:11:18.406107;394.698.271;-0.3504495;229000;https://www.idealista.com/inmueble/81732271/;229000;2022-02-23 11:43:51.689998;"[""manuel candela"", ""Barrio Albors"", ""Distrito Camins al Grau"", ""València"", ""Valencia, València""]";camins al grau;con ascensor;1.0;6.0;exterior;0;24/01/2022;23/02/2022;30;0
4020;2.0;79.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1;2;1;"[""Barrio Gran Vía"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:44:50.675631;2021-12-30 16:44:50.675631;39.464.364;-0.365757;210000;https://www.idealista.com/inmueble/81737259/;210000;2022-02-23 11:33:35.804784;"[""Barrio Gran Vía"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;sin ascensor;0.0;5.0;exterior;0;30/12/2021;23/02/2022;55;0
4026;2.0;127.0;;1.0;;;;4.0;0.0;1.0;1;2;1;"[""Cardenal Benlloch"", ""Barrio L'Amistat"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";2022-01-11 21:55:31.171256;2022-01-11 21:55:31.171256;394.765.518;-0.3524053;325000;https://www.idealista.com/inmueble/81744226/;325000;2022-02-23 11:51:20.993964;"[""Cardenal Benlloch"", ""Barrio L'Amistat"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";algirós;con ascensor;1.0;1.0;exterior;0;11/01/2022;23/02/2022;43;0
4029;2.0;127.0;;0.0;;0.0;;4.0;1.0;0.0;1;2;1;"[""Avenida de Blasco Ibáñez"", ""Barrio L'Amistat"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";2022-01-11 21:56:13.287698;2022-01-11 21:56:13.287698;394.738.958;-0.3516661;320000;https://www.idealista.com/inmueble/81759247/;320000;2022-02-23 11:51:28.407481;"[""Avenida de Blasco Ibáñez"", ""Barrio L'Amistat"", ""Distrito Algirós"", ""València"", ""Valencia, València""]";algirós;sin ascensor;0.0;1.0;;0;11/01/2022;23/02/2022;43;0
4035;3.0;236.0;0.0;1.0;0.0;0.0;1.0;5.0;1.0;0.0;1;2;1;"[""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 17:03:27.151027;2021-12-30 17:03:27.151027;394.682.848;-0.3750659;670000;https://www.idealista.com/inmueble/81778635/;670000;2022-02-23 11:32:24.283501;"[""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";l'eixample;con ascensor;1.0;8.0;exterior;0;30/12/2021;23/02/2022;55;0
4062;1.0;70.0;;1.0;0.0;;;2.0;1.0;0.0;1;2;1;"[""Peset Aleixandre"", ""Barrio Torrefiel"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";2021-12-30 17:41:05.274371;2021-12-30 17:41:05.274371;394.916.679;-0.3756686;120000;https://www.idealista.com/inmueble/81836585/;120000;2022-02-23 11:12:35.420432;"[""Peset Aleixandre"", ""Barrio Torrefiel"", ""Distrito Rascanya"", ""València"", ""Valencia, València""]";rascanya;con ascensor;1.0;1.0;exterior;0;30/12/2021;23/02/2022;55;0
4066;4.0;423.0;;1.0;1.0;;1.0;5.0;1.0;0.0;1;2;1;"[""Calle de la Pau"", ""Barrio La Xerea"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:29:18.207823;2021-12-30 15:29:18.207823;3.947.508.300.000.000;-0.3729876;2600000;https://www.idealista.com/inmueble/81850895/;2600000;2022-01-27 06:15:31.988436;"[""Calle de la Pau"", ""Barrio La Xerea"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";ciutat vella;con ascensor;1.0;6.0;;0;30/12/2021;27/01/2022;28;1
4068;2.0;90.0;;1.0;0.0;;;3.0;1.0;0.0;1;2;1;"[""san juan de dios"", ""Barrio Playa de la Malvarrosa"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:40:37.169874;2021-12-18 20:40:37.169874;394.791.216;-0.3258979;175000;https://www.idealista.com/inmueble/81860165/;175000;2022-02-23 11:14:43.183139;"[""san juan de dios"", ""Barrio Playa de la Malvarrosa"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";poblats marítims;con ascensor;1.0;1.0;exterior;0;18/12/2021;23/02/2022;67;0
