id;ad_characteristics_bathNumber;ad_characteristics_constructedArea;ad_characteristics_hasGarden;ad_characteristics_hasLift;ad_characteristics_hasParking;ad_characteristics_hasSwimmingPool;ad_characteristics_hasTerrace;ad_characteristics_roomNumber;ad_condition_isGoodCondition;ad_condition_isNeedsRenovating;ad_operation;ad_owner_type;ad_typology;address_location;date_insert;date_update;latitude;longitude;price;url;price_last;date_last;distrito;barrio;features;armarios empotrados;acceso adaptado;aire acondicionado;balcon;trastero;garaje incluido;calefaccion;planta;vistas;variacion_precio;day_insert;day_last;tiempo_venta;vendido
16737;2.0;107.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Calle de la Reina"", ""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:50:05.935502;2021-12-18 20:50:05.935502;39.4639124;-0.3272652;270000;https://www.idealista.com/inmueble/92137750/;270000;2022-02-16 23:48:41.203023;poblats marítims;el cabanyal-el canyamelar;"[""107 m² construidos"", ""3 habitaciones"", ""2 baños"", ""Balcón"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Planta 1ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;exterior;0;2021-12-18;2022-02-16;60 days;1
16762;3.0;403.0;0.0;0.0;1.0;0.0;0.0;5.0;1.0;0.0;1;2;1;"[""Calle los Ángeles"", ""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:51:11.073646;2021-12-18 20:51:11.073646;39.4726693;-0.33287680000000003;540000;https://www.idealista.com/inmueble/92152114/;540000;2022-01-24 02:44:03.593809;poblats marítims;el cabanyal-el canyamelar;"[""403 m² construidos"", ""5 habitaciones"", ""3 baños"", ""Balcón"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Trastero"", ""Orientación este"", ""Construido en 1997"", ""Calefacción individual: Eléctrica"", ""Bajo exterior"", ""sin ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;exterior;0;2021-12-18;2022-01-24;37 days;1
16765;2.0;179.0;0.0;1.0;1.0;0.0;1.0;4.0;1.0;0.0;1;2;1;"[""Barrio La Xerea"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:23:40.984988;2021-12-30 15:23:40.984988;39.4733275;-0.3720461;340000;https://www.idealista.com/inmueble/92152749/;340000;2022-01-27 06:14:53.289880;ciutat vella;la xerea;"[""179 m² construidos, 137 m² útiles"", ""4 habitaciones"", ""2 baños"", ""Terraza"", ""Balcón"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Construido en 1970"", ""No dispone de calefacción"", ""Planta 1ª interior"", ""con ascensor""]";1.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;interior;0;2021-12-30;2022-01-27;28 days;1
16829;2.0;152.0;0.0;1.0;0.0;0.0;1.0;3.0;1.0;0.0;1;2;1;"[""Barrio Exposició"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";2021-12-30 19:48:56.315986;2021-12-30 19:48:56.315986;39.477636100000005;-0.3592424;360000;https://www.idealista.com/inmueble/92166338/;360000;2022-02-12 12:50:20.835237;el pla del real;exposició;"[""152 m² construidos"", ""3 habitaciones"", ""2 baños"", ""Terraza"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Orientación este"", ""Construido en 1980"", ""Calefacción individual: Eléctrica"", ""Planta 1ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;exterior;0;2021-12-30;2022-02-12;44 days;1
16855;3.0;383.0;0.0;1.0;1.0;0.0;1.0;5.0;1.0;0.0;1;2;1;"[""Av. Aragón, 4"", ""Barrio Mestalla"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";2021-12-30 19:49:00.743696;2021-12-30 19:49:00.743696;39.466778600000005;-0.3582945;1600000;https://www.idealista.com/inmueble/92170902/;1600000;2022-01-27 06:12:46.518393;el pla del real;mestalla;"[""383 m² construidos, 380 m² útiles"", ""5 habitaciones"", ""3 baños"", ""Terraza"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Trastero"", ""Orientación sur, oeste"", ""Construido en 1990"", ""Calefacción central: Gas"", ""Acceso adaptado a personas con movilidad reducida"", ""Vivienda apta para su uso por personas con movilidad reducida"", ""Planta 9ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;1.0;1.0;0.0;1.0;1.0;1.0;9.0;exterior;0;2021-12-30;2022-01-27;28 days;1
16866;2.0;220.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;1;2;1;"[""Barrio La Xerea"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:47:48.576689;2021-12-30 15:47:48.576689;39.474711299999996;-0.3712459;850000;https://www.idealista.com/inmueble/92176018/;850000;2022-02-12 12:57:07.569897;ciutat vella;la xerea;"[""220 m² construidos, 197 m² útiles"", ""4 habitaciones"", ""2 baños"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Trastero"", ""Orientación sur"", ""Construido en 1945"", ""Calefacción individual"", ""Planta 5ª exterior"", ""con ascensor""]";1.0;0.0;0.0;0.0;1.0;0.0;1.0;5.0;exterior;0;2021-12-30;2022-02-12;44 days;1
16889;2.0;111.0;0.0;1.0;1.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Avenida d'Ausiàs March"", ""Barrio En Corts"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2021-12-18 21:46:36.485876;2021-12-18 21:46:36.485876;39.452686799999995;-0.3713941;230000;https://www.idealista.com/inmueble/92179696/;230000;2022-02-19 16:58:03.934785;quatre carreres;en corts;"[""111 m² construidos, 100 m² útiles"", ""3 habitaciones"", ""2 baños"", ""Balcón"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Orientación sur"", ""Construido en 2001"", ""Calefacción individual"", ""Acceso adaptado a personas con movilidad reducida"", ""Planta 6ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;1.0;1.0;1.0;0.0;1.0;1.0;6.0;exterior;0;2021-12-18;2022-02-19;63 days;1
16891;1.0;55.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1;2;1;"[""Calle Abat"", ""Barrio El Mercat"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2022-01-11 21:48:49.355156;2022-01-11 21:48:49.355196;39.47349929999999;-0.3787022;199000;https://www.idealista.com/inmueble/92180405/;199000;2022-02-12 12:59:03.434639;ciutat vella;el mercat;"[""55 m² construidos, 45 m² útiles"", ""1 habitación"", ""1 baño"", ""Balcón"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Construido en 2019"", ""Planta 2ª exterior"", ""sin ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;exterior;0;2022-01-11;2022-02-12;32 days;1
16900;2.0;152.0;0.0;1.0;1.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Barrio Exposició"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";2021-12-30 19:49:02.539932;2021-12-30 19:49:02.539932;39.47383610000001;-0.36184240000000006;360000;https://www.idealista.com/inmueble/92182269/;360000;2022-02-19 17:24:09.431140;el pla del real;exposició;"[""152 m² construidos, 138 m² útiles"", ""3 habitaciones"", ""2 baños"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Construido en 1980"", ""Calefacción central"", ""Acceso adaptado a personas con movilidad reducida"", ""Planta 1ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;exterior;0;2021-12-30;2022-02-19;51 days;1
16915;1.0;87.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;1;1;1;"[""Plaza de l'Esgésia dels Àngels, 7"", ""Barrio El Cabanyal-El Canyamelar"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:35:48.238290;2021-12-18 20:35:48.238290;39.472582200000005;-0.3319337;165000;https://www.idealista.com/inmueble/92187807/;165000;2022-02-19 17:03:17.542086;poblats marítims;el cabanyal-el canyamelar;"[""87 m² construidos"", ""3 habitaciones"", ""1 baño"", ""Segunda mano/buen estado"", ""Planta 3ª exterior"", ""con ascensor""]";0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;exterior;0;2021-12-18;2022-02-19;63 days;1
16924;2.0;142.0;0.0;1.0;0.0;0.0;1.0;4.0;1.0;0.0;1;2;1;"[""Calle Ayora, 3"", ""Barrio Patraix"", ""Distrito Patraix"", ""València"", ""Valencia, València""]";2021-12-30 19:19:09.411448;2021-12-30 19:19:09.411448;39.466784600000004;-0.3917211;125472;https://www.idealista.com/inmueble/92195775/;125472;2021-12-30 19:02:27.122840;patraix;patraix;"[""142 m² construidos, 107 m² útiles"", ""4 habitaciones"", ""2 baños"", ""Terraza"", ""Segunda mano/buen estado"", ""Orientación oeste"", ""Construido en 1983"", ""Planta 1ª exterior"", ""con ascensor""]";0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;exterior;0;2021-12-30;2021-12-30;0 days;1
16969;2.0;128.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;1;1;1;"[""Calle d'Àngel Guimerà, 46"", ""Barrio La Petxina"", ""Distrito Extramurs"", ""València"", ""Valencia, València""]";2021-12-30 20:14:34.004683;2021-12-30 20:14:34.004683;39.4699967;-0.3885938;330000;https://www.idealista.com/inmueble/92210901/;330000;2022-02-12 12:52:40.381533;extramurs;la petxina;"[""128 m² construidos, 120 m² útiles"", ""3 habitaciones"", ""2 baños"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Orientación este, oeste"", ""Acceso adaptado a personas con movilidad reducida"", ""Vivienda apta para su uso por personas con movilidad reducida"", ""Planta 6ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;exterior;0;2021-12-30;2022-02-12;44 days;1
17016;2.0;111.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;1;2;1;"[""Calle Goya 24, 26"", ""Barrio Nou Moles"", ""Distrito L'Olivereta"", ""València"", ""Valencia, València""]";2022-01-11 18:37:28.166627;2022-01-11 18:37:28.166627;39.4725192;-0.3984749;184000;https://www.idealista.com/inmueble/92221794/;184000;2022-02-12 12:38:21.406928;l'olivereta;nou moles;"[""111 m² construidos, 94 m² útiles"", ""3 habitaciones"", ""2 baños"", ""Terraza"", ""Promoción de obra nueva"", ""Planta 2ª exterior"", ""con ascensor""]";0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;exterior;0;2022-01-11;2022-02-12;32 days;1
17018;2.0;111.0;0.0;1.0;0.0;0.0;1.0;3.0;0.0;0.0;1;2;1;"[""Calle Goya 24, 26"", ""Barrio Nou Moles"", ""Distrito L'Olivereta"", ""València"", ""Valencia, València""]";2022-01-11 18:37:20.043416;2022-01-11 18:37:20.043416;39.4725192;-0.3984749;180000;https://www.idealista.com/inmueble/92221807/;180000;2022-02-12 12:38:21.289005;l'olivereta;nou moles;"[""111 m² construidos, 94 m² útiles"", ""3 habitaciones"", ""2 baños"", ""Terraza"", ""Promoción de obra nueva"", ""Planta 1ª exterior"", ""con ascensor""]";0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;exterior;0;2022-01-11;2022-02-12;32 days;1
17020;1.0;108.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1;2;1;"[""Bisbesa"", ""Barrio El Pilar"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:42:46.041356;2021-12-30 15:42:46.041356;39.475416700000004;-0.3799247;220000;https://www.idealista.com/inmueble/92222436/;220000;2021-12-30 15:23:00.619943;ciutat vella;el pilar;"[""108 m² construidos, 92 m² útiles"", ""1 habitación"", ""1 baño"", ""Balcón"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Trastero"", ""Construido en 2004"", ""No dispone de calefacción"", ""Planta 4ª exterior"", ""con ascensor""]";1.0;0.0;0.0;1.0;1.0;1.0;1.0;4.0;exterior;0;2021-12-30;2021-12-30;0 days;1
17027;8.0;459.0;0.0;1.0;0.0;0.0;1.0;8.0;1.0;0.0;1;2;1;"[""Barrio El Mercat"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:23:08.614243;2021-12-30 15:23:08.614243;39.473714799999996;-0.37920709999999996;900000;https://www.idealista.com/inmueble/92225006/;900000;2022-02-12 12:59:03.262271;ciutat vella;el mercat;"[""459 m² construidos"", ""8 habitaciones"", ""8 baños"", ""Terraza"", ""Balcón"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Trastero"", ""Orientación este"", ""Construido en 1850"", ""Calefacción individual: Bomba de frío/calor"", ""Planta 3ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;1.0;1.0;0.0;1.0;3.0;exterior;0;2021-12-30;2022-02-12;44 days;1
17049;2.0;156.0;0.0;1.0;1.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Barrio La Xerea"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:11:49.060534;2021-12-30 15:11:49.060534;39.473685100000004;-0.3737389;540000;https://www.idealista.com/inmueble/92236949/;540000;2022-02-12 12:57:07.533306;ciutat vella;la xerea;"[""156 m² construidos, 138 m² útiles"", ""3 habitaciones"", ""2 baños"", ""Balcón"", ""Plaza de garaje por 40.000 € adicionales"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Orientación este, oeste"", ""Construido en 2001"", ""No dispone de calefacción"", ""Planta 2ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;1.0;0.0;1.0;1.0;2.0;exterior;0;2021-12-30;2022-02-12;44 days;1
17071;3.0;220.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:55:07.588971;2021-12-30 16:55:07.588971;39.472856;-0.36757209999999996;910000;https://www.idealista.com/inmueble/92245892/;910000;2021-12-30 16:21:58.122029;l'eixample;el pla del remei;"[""220 m² construidos"", ""3 habitaciones"", ""3 baños"", ""Balcón"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Trastero"", ""Orientación este"", ""Construido en 1920"", ""No dispone de calefacción"", ""Planta 4ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;1.0;1.0;0.0;1.0;4.0;exterior;0;2021-12-30;2021-12-30;0 days;1
17074;2.0;127.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;1;2;1;"[""Barrio Benimaclet"", ""Distrito Benimaclet"", ""València"", ""Valencia, València""]";2022-01-11 21:04:40.500052;2022-01-11 21:04:40.500052;39.486666899999996;-0.3585399;178000;https://www.idealista.com/inmueble/92247520/;178000;2022-01-27 06:20:00.801038;benimaclet;benimaclet;"[""127 m² construidos, 117 m² útiles"", ""4 habitaciones"", ""2 baños"", ""Balcón"", ""Segunda mano/buen estado"", ""Construido en 1980"", ""No dispone de calefacción"", ""Acceso adaptado a personas con movilidad reducida"", ""Planta 1ª"", ""con ascensor""]";0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;;0;2022-01-11;2022-01-27;16 days;1
17076;3.0;383.0;0.0;1.0;1.0;0.0;1.0;5.0;1.0;0.0;1;2;1;"[""Avenida ARAGON"", ""Barrio Mestalla"", ""Distrito El Pla del Real"", ""València"", ""Valencia, València""]";2021-12-30 19:43:40.560418;2021-12-30 19:43:40.560418;39.467678899999996;-0.360795;1600000;https://www.idealista.com/inmueble/92248532/;1600000;2022-01-27 06:12:46.476627;el pla del real;mestalla;"[""383 m² construidos"", ""5 habitaciones"", ""3 baños"", ""Terraza"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Orientación sur, este, oeste"", ""Construido en 1990"", ""Calefacción individual: Gas natural"", ""Planta 9ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;0.0;0.0;1.0;1.0;9.0;exterior;0;2021-12-30;2022-01-27;28 days;1
17161;1.0;80.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Barrio En Corts"", ""Distrito Quatre Carreres"", ""València"", ""Valencia, València""]";2021-12-18 21:46:38.399157;2021-12-18 21:46:38.399157;39.4558734;-0.37361940000000005;90500;https://www.idealista.com/inmueble/92304918/;90500;2021-12-30 18:19:49.564287;quatre carreres;en corts;"[""80 m² construidos, 65 m² útiles"", ""3 habitaciones"", ""1 baño"", ""Segunda mano/buen estado""]";0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0;2021-12-18;2021-12-30;12 days;1
17199;2.0;115.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;1;2;1;"[""Barrio El Carme"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:04:48.874293;2021-12-30 15:04:48.874293;39.481147299999996;-0.38129240000000003;295000;https://www.idealista.com/inmueble/92332077/;295000;2022-01-27 06:13:16.452763;ciutat vella;el carme;"[""115 m² construidos, 110 m² útiles"", ""2 habitaciones"", ""2 baños"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Orientación norte, sur"", ""Construido en 1860"", ""Calefacción central: Gas"", ""Planta 3ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;exterior;0;2021-12-30;2022-01-27;28 days;1
17228;3.0;204.0;0.0;1.0;0.0;0.0;0.0;5.0;1.0;0.0;1;2;1;"[""Urb. Barrio Rusafa"", ""Barrio Russafa"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:22:17.350809;2021-12-30 16:22:17.350809;39.4636872;-0.37240209999999996;670000;https://www.idealista.com/inmueble/92347232/;670000;2022-02-12 12:43:36.392998;l'eixample;urb.  rusafa;"[""204 m² construidos, 182 m² útiles"", ""5 habitaciones"", ""3 baños"", ""Balcón"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Orientación este"", ""Construido en 1922"", ""Calefacción individual: Gas natural"", ""Planta 3ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;1.0;0.0;0.0;1.0;3.0;exterior;0;2021-12-30;2022-02-12;44 days;1
17251;1.0;59.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1;2;1;"[""Barrio Nou Benicalap"", ""Distrito Benicalap"", ""València"", ""Valencia, València""]";2022-01-11 22:29:15.065709;2022-01-11 22:29:15.065709;39.494269;-0.3837509;140000;https://www.idealista.com/inmueble/92361429/;140000;2022-01-24 03:19:34.179542;benicalap;nou benicalap;"[""59 m² construidos, 45 m² útiles"", ""1 habitación"", ""1 baño"", ""Terraza"", ""Balcón"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Planta 1ª exterior"", ""con ascensor"", ""Aire acondicionado""]";0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;exterior;0;2022-01-11;2022-01-24;13 days;1
17252;2.0;104.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;1;2;1;"[""Calle Totana, 6"", ""Barrio Nou Moles"", ""Distrito L'Olivereta"", ""València"", ""Valencia, València""]";2022-01-11 18:40:26.191293;2022-01-11 18:40:26.191293;39.469559000000004;-0.3949603;130000;https://www.idealista.com/inmueble/92361898/;130000;2022-02-19 17:13:22.669928;l'olivereta;nou moles;"[""104 m² construidos"", ""4 habitaciones"", ""2 baños"", ""Balcón"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Construido en 1969"", ""No dispone de calefacción"", ""Planta 2ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;exterior;0;2022-01-11;2022-02-19;39 days;1
17255;3.0;364.0;1.0;0.0;1.0;0.0;1.0;4.0;1.0;0.0;1;2;2;"[""Calle de Manuel Carboneres"", ""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:51:20.788226;2021-12-18 20:51:20.788226;39.44765220000001;-0.33327080000000003;410000;https://www.idealista.com/inmueble/92362875/;410000;2022-01-27 08:28:16.776875;poblats marítims;natzaret;"[""Chalet adosado"", ""364 m² construidos, 232 m² útiles"", ""4 habitaciones"", ""3 baños"", ""Parcela de 518 m²"", ""Terraza"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Orientación este, oeste"", ""Construido en 2015"", ""No dispone de calefacción"", ""Jardín""]";0.0;0.0;0.0;0.0;0.0;1.0;1.0;;;0;2021-12-18;2022-01-27;40 days;1
17256;3.0;186.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;1.0;1;2;1;"[""Calle de Colón"", ""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:19:23.185228;2021-12-30 16:19:23.185415;39.4705321;-0.36855170000000004;695000;https://www.idealista.com/inmueble/92364125/;650000;2022-02-17 00:01:50.733555;l'eixample;el pla del remei;"[""186 m² construidos"", ""4 habitaciones"", ""3 baños"", ""Balcón"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/para reformar"", ""Armarios empotrados"", ""Orientación este"", ""Construido en 1967"", ""Calefacción individual"", ""Acceso adaptado a personas con movilidad reducida"", ""Planta 6ª exterior"", ""con ascensor""]";1.0;1.0;0.0;1.0;0.0;1.0;1.0;6.0;exterior;-45000;2021-12-30;2022-02-17;49 days;1
17264;3.0;205.0;0.0;1.0;1.0;0.0;1.0;4.0;1.0;0.0;1;2;1;"[""Avenida de Jacinto Benavente"", ""Barrio Gran Vía"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:32:15.300255;2021-12-30 16:32:15.300255;39.4680894;-0.36145900000000003;875000;https://www.idealista.com/inmueble/92367205/;875000;2022-01-27 06:03:04.774466;l'eixample;gran vía;"[""205 m² construidos"", ""4 habitaciones"", ""3 baños"", ""Terraza"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Trastero"", ""Orientación este, oeste"", ""Construido en 2012"", ""Calefacción individual: Gas natural"", ""Acceso adaptado a personas con movilidad reducida"", ""Planta 1ª exterior"", ""con ascensor"", ""Aire acondicionado""]";1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;exterior;0;2021-12-30;2022-01-27;28 days;1
17291;2.0;93.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;0.0;1;2;1;"[""Plaza de las Moreras"", ""Barrio Natzaret"", ""Distrito Poblats Marítims"", ""València"", ""Valencia, València""]";2021-12-18 20:34:04.512350;2021-12-18 20:34:04.512350;39.45187429999999;-0.3363792;179000;https://www.idealista.com/inmueble/92382488/;179000;2021-12-18 20:33:59.431078;poblats marítims;natzaret;"[""93 m² construidos, 77 m² útiles"", ""2 habitaciones"", ""2 baños"", ""Terraza"", ""Balcón"", ""Plaza de garaje incluida en el precio"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Trastero"", ""Construido en 2012"", ""No dispone de calefacción"", ""Planta 1ª exterior"", ""con ascensor"", ""Aire acondicionado"", ""Zonas verdes""]";1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;exterior;0;2021-12-18;2021-12-18;0 days;1
17307;1.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1;2;1;"[""Calle dels Venerables"", ""Barrio La Seu"", ""Distrito Ciutat Vella"", ""València"", ""Valencia, València""]";2021-12-30 15:22:56.367590;2021-12-30 15:22:56.367590;39.47479570000001;-0.37455759999999994;161500;https://www.idealista.com/inmueble/92397538/;161500;2022-01-27 06:14:47.727311;ciutat vella;la seu;"[""42 m² construidos, 35 m² útiles"", ""Sin habitación"", ""1 baño"", ""Segunda mano/buen estado"", ""Construido en 1900"", ""No dispone de calefacción"", ""Planta 1ª exterior"", ""sin ascensor"", ""Aire acondicionado""]";0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;exterior;0;2021-12-30;2022-01-27;28 days;1
17342;2.0;155.0;1.0;1.0;1.0;0.0;0.0;5.0;1.0;0.0;1;2;1;"[""Barrio El Pla del Remei"", ""Distrito L'Eixample"", ""València"", ""Valencia, València""]";2021-12-30 16:32:00.233773;2021-12-30 16:32:00.233773;39.470002799999996;-0.36521090000000006;525000;https://www.idealista.com/inmueble/92409358/;525000;2022-01-27 06:03:04.832881;l'eixample;el pla del remei;"[""155 m² construidos"", ""5 habitaciones"", ""2 baños"", ""Plaza de garaje por 110 € adicionales"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Trastero"", ""Orientación sur, este, oeste"", ""Construido en 1956"", ""Calefacción individual: Eléctrica"", ""Acceso adaptado a personas con movilidad reducida"", ""Planta 5ª exterior"", ""con ascensor"", ""Aire acondicionado"", ""Zonas verdes""]";1.0;1.0;1.0;0.0;1.0;1.0;1.0;5.0;exterior;0;2021-12-30;2022-01-27;28 days;1
17372;2.0;103.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;0.0;1;2;1;"[""Calle de José Andreu Alabarta"", ""Barrio Sant Isidre"", ""Distrito Patraix"", ""València"", ""Valencia, València""]";2021-12-30 19:20:43.351167;2021-12-30 19:20:43.351167;39.455847799999994;-0.4038899;118429;https://www.idealista.com/inmueble/92419668/;118429;2022-01-27 05:53:13.064014;patraix;sant isidre;"[""103 m² construidos"", ""4 habitaciones"", ""2 baños"", ""Segunda mano/buen estado"", ""Armarios empotrados"", ""Construido en 1975"", ""Planta 6ª"", ""con ascensor""]";1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;;0;2021-12-30;2022-01-27;28 days;1
17405;2.0;112.0;0.0;1.0;0.0;0.0;0.0;3.0;1.0;0.0;1;2;1;"[""Barrio Patraix"", ""Distrito Patraix"", ""València"", ""Valencia, València""]";2021-12-30 19:09:22.745636;2021-12-30 19:09:22.745636;39.4659781;-0.39289009999999996;158000;https://www.idealista.com/inmueble/92434864/;158000;2021-12-30 19:09:07.290612;patraix;patraix;"[""112 m² construidos, 102 m² útiles"", ""3 habitaciones"", ""2 baños"", ""Segunda mano/buen estado"", ""Construido en 1955"", ""Planta 1ª exterior"", ""con ascensor""]";0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;exterior;0;2021-12-30;2021-12-30;0 days;1
