"";"baños";"m2";"jardin";"ascensor";"piscina";"terraza";"habitaciones";"a_reformar";"tipo_vendedor";"latitud";"longitud";"url";"precio_final";"distrito";"barrio";"armarios.empotrados";"acceso.adaptado";"aire.acondicionado";"balcon";"trastero";"garaje.incluido";"calefaccion";"planta";"vistas";"variacion_precio";"dias_venta";"planta_cat";"preciom2"
"1030";2;100;"0";"1";"0";"0";4;"0";"2";39,4972842;-0,3766811;"https://www.idealista.com/inmueble/94146765/";135000;"rascanya";"torrefiel";"1";"0";"1";"1";"0";"1";"1";3;"1";0;0;"Media";1350
"1031";1;100;"0";"1";"0";"0";4;"0";"2";39,455334;-0,4061833;"https://www.idealista.com/inmueble/94147233/";128000;"patraix";"sant isidre";"1";"0";"1";"1";"0";"0";"1";2;"1";0;12;"Baja";1280
"1032";2;130;"0";"0";"0";"1";3;"1";"2";39,4689975;-0,3729961;"https://www.idealista.com/inmueble/94147237/";325000;"l'eixample";"el pla del remei";"0";"0";"0";"0";"0";"0";"1";1;"0";0;20;"Baja";2500
"1033";2;104;"0";"1";"0";"1";3;"0";"2";39,4567129;-0,3860691;"https://www.idealista.com/inmueble/94147269/";134500;"jesús";"la raiosa";"1";"0";"0";"0";"0";"0";"1";2;"1";0;0;"Baja";1293,26923076923
"1034";1;77;"0";"0";"0";"0";2;"0";"2";39,4872892;-0,3776439;"https://www.idealista.com/inmueble/94149842/";104500;"la saïdia";"tormos";"0";"0";"0";"0";"0";"0";"0";3;"1";0;28;"Media";1357,14285714286
"1035";2;116;"0";"1";"0";"0";4;"0";"2";39,4960089;-0,3676636;"https://www.idealista.com/inmueble/94150645/";150000;"rascanya";"els orriols";"1";"0";"0";"1";"0";"0";"0";4;"1";0;20;"Media";1293,10344827586
"1036";2;126;"0";"1";"0";"0";3;"0";"2";39,4570742;-0,4003821;"https://www.idealista.com/inmueble/94158091/";279000;"patraix";"safranar";"1";"0";"1";"1";"0";"0";"0";1;"1";0;12;"Baja";2214,28571428571
"1037";2;100;"0";"1";"0";"0";4;"0";"2";39,4956842;-0,3764811;"https://www.idealista.com/inmueble/94160941/";120000;"rascanya";"torrefiel";"1";"0";"1";"1";"0";"0";"1";3;"1";0;0;"Media";1200
"1038";2;125;"0";"1";"0";"1";3;"0";"2";39,469801;-0,3930845;"https://www.idealista.com/inmueble/94163606/";200000;"extramurs";"la petxina";"1";"1";"0";"0";"0";"0";"0";1;"1";0;16;"Baja";1600
"1039";2;226;"0";"1";"0";"0";5;"0";"2";39,4747233;-0,3730154;"https://www.idealista.com/inmueble/94164193/";850000;"ciutat vella";"la xerea";"1";"0";"0";"1";"1";"0";"1";5;"1";0;51;"Alta";3761,06194690265
"1040";1;80;"0";"1";"0";"0";3;"0";"2";39,4651436;-0,4053503;"https://www.idealista.com/inmueble/94171266/";105000;"l'olivereta";"tres forques";"1";"0";"1";"0";"0";"0";"1";5;"1";0;16;"Alta";1312,5
"1041";2;130;"1";"1";"1";"0";3;"0";"2";39,4567831;-0,3950201;"https://www.idealista.com/inmueble/94171902/";228000;"patraix";"safranar";"1";"0";"1";"1";"0";"0";"1";2;"1";0;51;"Baja";1753,84615384615
"1042";2;147;"0";"1";"0";"1";3;"0";"2";39,4636979;-0,3756998;"https://www.idealista.com/inmueble/94173257/";298000;"l'eixample";"russafa";"1";"0";"0";"0";"0";"0";"0";1;"1";0;8;"Baja";2027,21088435374
"1043";2;120;"0";"1";"0";"0";3;"0";"2";39,4530412;-0,4056233;"https://www.idealista.com/inmueble/94174496/";165000;"patraix";"sant isidre";"1";"0";"1";"1";"1";"1";"0";4;"1";0;25;"Media";1375
"1044";1;84;"0";"1";"0";"1";2;"0";"2";39,4519609;-0,3381015;"https://www.idealista.com/inmueble/94174588/";144280;"quatre carreres";"la punta";"0";"1";"0";"0";"0";"0";"0";2;"1";0;0;"Baja";1717,61904761905
"1045";2;174;"0";"1";"0";"0";3;"0";"2";39,4710993;-0,3732485;"https://www.idealista.com/inmueble/94177135/";470000;"ciutat vella";"la xerea";"0";"0";"1";"0";"0";"0";"1";2;"1";0;41;"Baja";2701,14942528736
"1046";1;80;"0";"0";"0";"0";4;"0";"2";39,4914427;-0,3781002;"https://www.idealista.com/inmueble/94181943/";64700;"rascanya";"torrefiel";"1";"0";"0";"0";"0";"0";"0";3;"1";0;28;"Media";808,75
"1047";2;151;"0";"1";"0";"0";3;"0";"2";39,4605386;-0,3502984;"https://www.idealista.com/inmueble/94186043/";420000;"camins al grau";"penya-roja";"1";"0";"1";"1";"0";"1";"1";8;"1";0;8;"Alta";2781,45695364238
"1048";1;115;"0";"1";"0";"0";4;"0";"2";39,4561764;-0,4035351;"https://www.idealista.com/inmueble/94186174/";106900;"patraix";"sant isidre";"1";"1";"0";"1";"0";"0";"0";5;"0";0;20;"Alta";929,565217391304
"1049";1;78;"0";"1";"0";"1";2;"0";"2";39,4899892;-0,3765439;"https://www.idealista.com/inmueble/94188520/";104500;"la saïdia";"tormos";"0";"0";"0";"1";"0";"0";"1";2;"1";0;20;"Baja";1339,74358974359
"1050";1;65;"0";"1";"0";"0";2;"0";"2";39,4572796;-0,3740953;"https://www.idealista.com/inmueble/94189190/";229000;"l'eixample";"russafa";"1";"0";"1";"0";"0";"0";"1";2;"1";0;0;"Baja";3523,07692307692
"1051";1;105;"0";"1";"0";"0";2;"0";"2";39,4670089;-0,3586416;"https://www.idealista.com/inmueble/94193742/";230000;"el pla del real";"mestalla";"1";"1";"1";"1";"0";"1";"1";3;"1";0;28;"Media";2190,47619047619
"1052";2;187;"1";"1";"1";"0";4;"0";"1";39,4770338;-0,3916571;"https://www.idealista.com/inmueble/94195321/";405000;"extramurs";"la petxina";"1";"0";"1";"0";"1";"0";"0";4;"1";0;16;"Media";2165,77540106952
"1053";2;94;"1";"1";"1";"1";2;"0";"2";39,4527134;-0,3363933;"https://www.idealista.com/inmueble/94195455/";204900;"quatre carreres";"la punta";"0";"0";"0";"0";"0";"0";"0";1;"1";0;12;"Baja";2179,78723404255
"1054";2;120;"1";"1";"1";"1";3;"0";"2";39,4527134;-0,3363933;"https://www.idealista.com/inmueble/94195458/";273400;"quatre carreres";"la punta";"0";"0";"0";"0";"0";"0";"0";6;"1";0;12;"Alta";2278,33333333333
"1055";2;152;"0";"1";"0";"0";5;"1";"2";39,4711791;-0,3807943;"https://www.idealista.com/inmueble/94195659/";339000;"ciutat vella";"el mercat";"0";"0";"0";"0";"0";"0";"1";6;"1";0;28;"Alta";2230,26315789474
"1056";2;100;"0";"1";"0";"0";3;"0";"2";39,4646746;-0,3393892;"https://www.idealista.com/inmueble/94196584/";260000;"camins al grau";"aiora";"1";"0";"1";"1";"0";"1";"0";2;"1";0;32;"Baja";2600
"1057";1;81;"0";"1";"0";"0";2;"0";"2";39,4942472;-0,3898979;"https://www.idealista.com/inmueble/94200577/";99000;"benicalap";"benicalap";"0";"0";"1";"1";"0";"0";"0";5;"1";0;8;"Alta";1222,22222222222
"1058";2;114;"0";"1";"0";"0";4;"0";"2";39,4628135;-0,3427109;"https://www.idealista.com/inmueble/94201084/";159900;"camins al grau";"la creu del grau";"1";"0";"1";"1";"0";"0";"1";2;"1";0;29;"Baja";1402,63157894737
"1059";2;194;"0";"1";"0";"1";5;"0";"2";39,4661577;-0,3898952;"https://www.idealista.com/inmueble/94201593/";360000;"extramurs";"arrancapins";"1";"0";"1";"0";"0";"1";"1";2;"1";0;28;"Baja";1855,67010309278
"1060";2;115;"0";"1";"0";"0";4;"0";"2";39,4691937;-0,4114208;"https://www.idealista.com/inmueble/94203476/";159000;"l'olivereta";"la llum";"1";"1";"0";"1";"0";"0";"0";7;"1";0;16;"Alta";1382,60869565217
"1061";2;95;"0";"1";"1";"1";2;"0";"2";39,4895085;-0,40616;"https://www.idealista.com/inmueble/94204614/";340000;"campanar";"sant pau";"1";"1";"1";"1";"0";"0";"1";5;"1";0;16;"Alta";3578,94736842105
"1062";2;142;"0";"1";"0";"0";3;"1";"2";39,4755858;-0,3855423;"https://www.idealista.com/inmueble/94211941/";295000;"extramurs";"el botànic";"1";"1";"0";"1";"0";"1";"1";7;"1";0;20;"Alta";2077,46478873239
"1063";2;125;"0";"1";"0";"0";4;"0";"2";39,4617092;-0,3441474;"https://www.idealista.com/inmueble/94212804/";210000;"camins al grau";"la creu del grau";"1";"0";"1";"1";"0";"0";"1";2;"1";0;39;"Baja";1680
"1064";2;152;"0";"1";"0";"0";5;"1";"2";39,4717791;-0,3797943;"https://www.idealista.com/inmueble/94213554/";334000;"ciutat vella";"el mercat";"1";"0";"0";"0";"1";"0";"1";6;"1";0;28;"Alta";2197,36842105263
"1065";1;60;"0";"0";"0";"0";2;"0";"2";39,4643891;-0,3382662;"https://www.idealista.com/inmueble/94216971/";69000;"camins al grau";"aiora";"0";"0";"0";"1";"0";"0";"1";5;"1";0;25;"Alta";1150
"1066";2;175;"1";"1";"0";"0";4;"0";"2";39,4660153;-0,3637159;"https://www.idealista.com/inmueble/94220458/";510000;"l'eixample";"gran vía";"1";"1";"1";"1";"1";"1";"1";3;"1";0;28;"Media";2914,28571428571
"1067";1;69;"1";"0";"0";"1";2;"0";"2";39,4437953;-0,3928035;"https://www.idealista.com/inmueble/94223502/";75000;"jesús";"sant marcellí";"0";"0";"0";"0";"1";"0";"1";0;"1";0;3;"Baja";1086,95652173913
"1068";2;142;"0";"1";"0";"0";4;"0";"2";39,4841409;-0,3873853;"https://www.idealista.com/inmueble/94223738/";213000;"campanar";"les tendetes";"1";"1";"0";"1";"0";"0";"0";2;"1";0;13;"Baja";1500
"1069";1;95;"0";"1";"0";"0";4;"0";"2";39,4688662;-0,3512549;"https://www.idealista.com/inmueble/94240574/";156000;"camins al grau";"albors";"0";"0";"0";"0";"0";"0";"0";3;"1";0;32;"Media";1642,10526315789
"1070";1;72;"0";"0";"0";"0";2;"0";"2";39,4658137;-0,3315161;"https://www.idealista.com/inmueble/94241341/";172000;"poblats marítims";"el cabanyal-el canyamelar";"1";"0";"0";"0";"0";"0";"1";1;"1";0;40;"Baja";2388,88888888889
"1071";4;247;"0";"1";"0";"1";4;"0";"2";39,4704562;-0,3701975;"https://www.idealista.com/inmueble/94244165/";1600000;"l'eixample";"el pla del remei";"1";"1";"1";"1";"1";"0";"1";6;"1";0;44;"Alta";6477,73279352227
"1072";2;131;"0";"1";"0";"0";3;"0";"2";39,4932002;-0,3750049;"https://www.idealista.com/inmueble/94256426/";189000;"rascanya";"torrefiel";"1";"0";"0";"1";"0";"0";"0";1;"1";0;28;"Baja";1442,74809160305
"1073";1;77;"0";"0";"0";"1";3;"0";"2";39,501921;-0,393117;"https://www.idealista.com/inmueble/94261410/";46900;"benicalap";"ciutat fallera";"1";"0";"0";"0";"0";"0";"0";3;"1";0;16;"Media";609,090909090909
"1074";2;83;"0";"1";"0";"1";2;"0";"2";39,4872088;-0,4052193;"https://www.idealista.com/inmueble/94261428/";237600;"campanar";"sant pau";"1";"1";"1";"0";"0";"1";"0";3;"1";0;4;"Media";2862,65060240964
"1075";1;75;"0";"0";"0";"0";3;"1";"2";39,4962698;-0,3761868;"https://www.idealista.com/inmueble/94263680/";75000;"rascanya";"torrefiel";"0";"0";"0";"0";"0";"0";"0";3;"1";0;25;"Media";1000
"1076";2;192;"0";"1";"0";"1";4;"0";"2";39,4646584;-0,3552117;"https://www.idealista.com/inmueble/94263861/";340000;"camins al grau";"penya-roja";"1";"1";"1";"1";"0";"0";"1";1;"1";0;13;"Baja";1770,83333333333
"1077";4;264;"0";"1";"0";"1";6;"0";"2";39,4699399;-0,3711417;"https://www.idealista.com/inmueble/94263981/";690000;"l'eixample";"el pla del remei";"1";"1";"1";"1";"0";"1";"1";2;"1";0;44;"Baja";2613,63636363636
"1078";1;83;"0";"1";"0";"0";2;"0";"2";39,482315;-0,3787894;"https://www.idealista.com/inmueble/94267839/";175000;"la saïdia";"morvedre";"1";"0";"1";"1";"0";"1";"1";2;"1";0;0;"Baja";2108,43373493976
"1079";1;62;"0";"0";"0";"0";3;"0";"2";39,446214;-0,3913579;"https://www.idealista.com/inmueble/94269143/";45000;"jesús";"sant marcellí";"0";"0";"0";"0";"0";"0";"0";5;"1";0;0;"Alta";725,806451612903
"1080";1;72;"0";"0";"0";"0";4;"0";"2";39,4920769;-0,3710655;"https://www.idealista.com/inmueble/94270453/";90000;"rascanya";"els orriols";"0";"0";"0";"0";"0";"0";"0";1;"1";0;51;"Baja";1250
"1081";1;90;"0";"1";"0";"0";3;"0";"2";39,4644214;-0,3689927;"https://www.idealista.com/inmueble/94271121/";220000;"l'eixample";"russafa";"1";"0";"1";"0";"0";"0";"0";6;"1";0;41;"Alta";2444,44444444444
"1082";3;251;"0";"1";"0";"0";4;"0";"2";39,4665368;-0,3714561;"https://www.idealista.com/inmueble/94272053/";830000;"ciutat vella";"sant francesc";"1";"1";"1";"0";"0";"1";"1";7;"1";0;0;"Alta";3306,77290836653
"1083";2;233;"0";"1";"0";"0";2;"0";"2";39,4564212;-0,3592902;"https://www.idealista.com/inmueble/94274745/";294000;"quatre carreres";"ciutat de les arts i de les ciencies";"0";"0";"1";"0";"0";"1";"1";1;"1";0;32;"Baja";1261,8025751073
"1084";1;102;"0";"1";"0";"0";4;"0";"2";39,4710118;-0,3330658;"https://www.idealista.com/inmueble/94278845/";149500;"poblats marítims";"beteró";"1";"0";"1";"1";"0";"0";"0";3;"1";-9500;40;"Media";1465,6862745098
"1085";2;131;"1";"1";"1";"1";3;"0";"1";39,4860014;-0,4034158;"https://www.idealista.com/inmueble/94279969/";340000;"campanar";"sant pau";"1";"1";"1";"1";"0";"0";"1";7;"1";0;13;"Alta";2595,41984732824
"1086";1;100;"0";"1";"0";"0";4;"0";"2";39,4738272;-0,3524647;"https://www.idealista.com/inmueble/94282590/";180000;"algirós";"l'amistat";"1";"0";"0";"0";"0";"0";"0";1;"1";0;16;"Baja";1800
"1087";2;241;"0";"1";"0";"1";3;"0";"2";39,4688924;-0,380469;"https://www.idealista.com/inmueble/94283852/";798000;"extramurs";"la roqueta";"1";"0";"1";"1";"1";"1";"1";8;"1";0;51;"Alta";3311,20331950207
"1088";2;166;"0";"1";"0";"0";5;"0";"2";39,4586769;-0,3634427;"https://www.idealista.com/inmueble/94284336/";320000;"quatre carreres";"mont-olivet";"0";"0";"0";"1";"0";"0";"0";3;"1";0;40;"Media";1927,71084337349
"1089";1;96;"0";"1";"0";"0";3;"0";"2";39,4934369;-0,3757349;"https://www.idealista.com/inmueble/94284586/";110000;"rascanya";"torrefiel";"1";"0";"1";"1";"0";"0";"0";1;"1";0;44;"Baja";1145,83333333333
"1090";2;91;"1";"1";"1";"1";2;"0";"2";39,4773649;-0,4028457;"https://www.idealista.com/inmueble/94285809/";315000;"campanar";"nou campanar";"1";"1";"1";"0";"0";"1";"1";8;"1";0;16;"Alta";3461,53846153846
"1091";1;61;"0";"0";"0";"1";1;"0";"2";39,4659992;-0,3310078;"https://www.idealista.com/inmueble/94286728/";155000;"poblats marítims";"el cabanyal-el canyamelar";"0";"0";"1";"0";"1";"0";"1";0;"1";-13000;63;"Baja";2540,98360655738
"1092";3;238;"0";"1";"0";"1";5;"0";"2";39,4685833;-0,3864832;"https://www.idealista.com/inmueble/94287285/";450000;"extramurs";"arrancapins";"1";"1";"1";"0";"0";"0";"1";1;"1";0;12;"Baja";1890,75630252101
"1093";2;106;"0";"1";"0";"0";4;"0";"2";39,4795418;-0,3269196;"https://www.idealista.com/inmueble/94287509/";180000;"poblats marítims";"playa de la malvarrosa";"1";"0";"1";"0";"0";"0";"1";2;"1";0;40;"Baja";1698,11320754717
"1094";1;93;"0";"1";"0";"0";3;"0";"2";39,4603971;-0,3433704;"https://www.idealista.com/inmueble/94292589/";144500;"camins al grau";"la creu del grau";"0";"0";"1";"0";"0";"0";"1";3;"1";0;8;"Media";1553,76344086022
"1095";3;280;"0";"1";"0";"1";4;"0";"2";39,4692285;-0,3700861;"https://www.idealista.com/inmueble/94293516/";1500000;"l'eixample";"el pla del remei";"1";"1";"1";"1";"1";"1";"1";6;"1";0;49;"Alta";5357,14285714286
"1096";1;114;"0";"1";"0";"0";4;"0";"2";39,4563776;-0,3609225;"https://www.idealista.com/inmueble/94294071/";150000;"quatre carreres";"mont-olivet";"0";"1";"1";"1";"1";"0";"1";2;"1";0;60;"Baja";1315,78947368421
"1097";1;71;"0";"1";"0";"0";2;"0";"2";39,4748538;-0,3809125;"https://www.idealista.com/inmueble/94294126/";250000;"ciutat vella";"el carme";"1";"0";"1";"1";"0";"0";"1";2;"1";0;16;"Baja";3521,12676056338
"1098";1;75;"0";"0";"0";"0";2;"0";"2";39,4632137;-0,3309161;"https://www.idealista.com/inmueble/94294635/";172000;"poblats marítims";"el cabanyal-el canyamelar";"1";"0";"1";"1";"0";"0";"1";1;"1";0;12;"Baja";2293,33333333333
"1099";2;65;"0";"0";"0";"1";3;"0";"2";39,4948045;-0,3677932;"https://www.idealista.com/inmueble/94297012/";56000;"rascanya";"els orriols";"0";"0";"0";"0";"0";"0";"0";0;"1";0;12;"Baja";861,538461538462
"1100";1;65;"0";"0";"0";"1";2;"0";"2";39,4978621;-0,3696825;"https://www.idealista.com/inmueble/94297921/";68000;"rascanya";"els orriols";"0";"0";"0";"0";"1";"0";"0";0;"0";0;44;"Baja";1046,15384615385
"1101";2;95;"0";"1";"0";"0";3;"0";"2";39,4549761;-0,3599031;"https://www.idealista.com/inmueble/94300954/";159000;"quatre carreres";"ciutat de les arts i de les ciencies";"1";"0";"1";"1";"0";"0";"1";8;"1";-6000;60;"Alta";1673,68421052632
"1102";2;156;"0";"1";"0";"0";4;"0";"2";39,4789312;-0,3746717;"https://www.idealista.com/inmueble/94305501/";500000;"ciutat vella";"la seu";"1";"1";"1";"1";"1";"1";"1";3;"1";0;0;"Media";3205,12820512821
"1103";2;106;"0";"1";"0";"1";4;"0";"2";39,448326;-0,3700265;"https://www.idealista.com/inmueble/94306429/";155000;"quatre carreres";"malilla";"1";"1";"1";"1";"0";"1";"1";4;"1";0;12;"Media";1462,2641509434
"1104";2;129;"0";"1";"0";"0";3;"0";"2";39,4629706;-0,374146;"https://www.idealista.com/inmueble/94306934/";329000;"l'eixample";"russafa";"1";"1";"1";"1";"0";"0";"1";4;"1";0;28;"Media";2550,38759689922
"1105";1;67;"0";"0";"0";"0";4;"0";"2";39,4571117;-0,3861634;"https://www.idealista.com/inmueble/94308063/";97100;"jesús";"la raiosa";"1";"0";"0";"0";"0";"0";"0";4;"1";0;16;"Media";1449,25373134328
"1106";2;193;"0";"1";"0";"0";6;"0";"2";39,4669289;-0,3699525;"https://www.idealista.com/inmueble/94308078/";550000;"l'eixample";"gran vía";"0";"0";"0";"0";"0";"0";"0";6;"1";0;20;"Alta";2849,74093264249
"1107";1;54;"0";"1";"1";"0";1;"0";"2";39,4923394;-0,4057031;"https://www.idealista.com/inmueble/94311861/";165000;"campanar";"sant pau";"1";"0";"0";"1";"0";"1";"0";1;"1";0;16;"Baja";3055,55555555556
"1108";1;77;"0";"1";"0";"0";2;"0";"2";39,4876892;-0,3789439;"https://www.idealista.com/inmueble/94312263/";104500;"la saïdia";"tormos";"0";"0";"0";"1";"0";"0";"1";2;"1";0;12;"Baja";1357,14285714286
"1109";1;73;"0";"1";"0";"0";2;"0";"2";39,4437713;-0,3887231;"https://www.idealista.com/inmueble/94321537/";147000;"jesús";"sant marcellí";"1";"1";"1";"1";"1";"1";"1";6;"1";0;16;"Alta";2013,69863013699
"1110";2;100;"0";"0";"0";"0";3;"0";"1";39,4654517;-0,3307036;"https://www.idealista.com/inmueble/94329441/";160000;"poblats marítims";"el cabanyal-el canyamelar";"1";"0";"0";"1";"0";"0";"1";3;"1";0;40;"Media";1600
"1111";1;80;"0";"0";"0";"0";3;"0";"2";39,4930691;-0,3953584;"https://www.idealista.com/inmueble/94331623/";68600;"benicalap";"benicalap";"0";"0";"0";"0";"0";"0";"0";2;"1";0;4;"Baja";857,5
"1112";1;55,2;"0";"0";"0";"0";2;"0";"2";39,4664271;-0,4036715;"https://www.idealista.com/inmueble/94331627/";29300;"l'olivereta";"tres forques";"0";"0";"0";"0";"0";"0";"0";4;"1";0;32;"Media";530,797101449275
"1113";1;72;"0";"0";"0";"0";3;"1";"2";39,4907301;-0,3872578;"https://www.idealista.com/inmueble/94332011/";76800;"benicalap";"benicalap";"0";"0";"0";"0";"0";"0";"1";1;"1";0;16;"Baja";1066,66666666667
"1114";1;71;"0";"0";"0";"0";3;"0";"2";39,4499204;-0,3337532;"https://www.idealista.com/inmueble/94333872/";49900;"poblats marítims";"natzaret";"0";"0";"0";"0";"0";"0";"1";0;"1";0;0;"Baja";702,816901408451
"1115";2;96;"0";"1";"1";"1";2;"0";"2";39,4477173;-0,3737891;"https://www.idealista.com/inmueble/94338303/";208000;"quatre carreres";"malilla";"0";"0";"0";"0";"0";"0";"0";10;"1";0;0;"Alta";2166,66666666667
"1116";2;160;"0";"1";"0";"0";2;"0";"2";39,4638258;-0,3498577;"https://www.idealista.com/inmueble/94341695/";199900;"camins al grau";"aiora";"1";"1";"1";"1";"0";"0";"1";5;"1";0;39;"Alta";1249,375
"1117";2;150;"0";"1";"0";"0";5;"1";"2";39,4730791;-0,3800943;"https://www.idealista.com/inmueble/94341746/";334000;"ciutat vella";"el mercat";"0";"0";"0";"0";"0";"0";"0";6;"1";0;28;"Alta";2226,66666666667
"1118";2;138;"1";"1";"1";"1";3;"0";"2";39,4860014;-0,4034158;"https://www.idealista.com/inmueble/94346650/";340000;"campanar";"sant pau";"1";"0";"1";"0";"0";"1";"0";7;"1";0;16;"Alta";2463,76811594203
"1119";1;95;"0";"0";"0";"0";3;"0";"2";39,4901803;-0,3868385;"https://www.idealista.com/inmueble/94347507/";63000;"la saïdia";"tormos";"0";"0";"0";"0";"0";"0";"1";5;"1";0;20;"Alta";663,157894736842
"1120";1;47;"0";"0";"0";"0";1;"0";"2";39,4585415;-0,3690074;"https://www.idealista.com/inmueble/94349217/";95000;"quatre carreres";"en corts";"1";"0";"1";"1";"0";"0";"1";3;"1";0;40;"Media";2021,27659574468
"1121";1;94;"0";"1";"0";"1";4;"0";"2";39,4546007;-0,4030794;"https://www.idealista.com/inmueble/94355753/";144000;"patraix";"sant isidre";"0";"0";"0";"1";"0";"0";"1";3;"1";0;12;"Media";1531,91489361702
"1122";1;57;"0";"0";"0";"0";2;"0";"2";39,4520758;-0,3336407;"https://www.idealista.com/inmueble/94357246/";70000;"poblats marítims";"natzaret";"0";"0";"0";"0";"0";"0";"0";1;"1";0;0;"Baja";1228,0701754386
"1123";2;130;"0";"1";"0";"0";4;"1";"2";39,457245;-0,3606;"https://www.idealista.com/inmueble/94361824/";220000;"quatre carreres";"ciutat de les arts i de les ciencies";"0";"0";"1";"1";"0";"0";"1";2;"1";0;0;"Baja";1692,30769230769
"1124";2;118;"0";"1";"0";"0";3;"0";"2";39,4749543;-0,3942107;"https://www.idealista.com/inmueble/94362485/";208000;"extramurs";"la petxina";"1";"1";"0";"1";"0";"0";"1";3;"1";0;12;"Media";1762,71186440678
"1125";2;96;"0";"1";"0";"0";3;"0";"2";39,474201;-0,378322;"https://www.idealista.com/inmueble/94362618/";227986;"ciutat vella";"el mercat";"0";"0";"1";"0";"0";"0";"1";6;"1";0;21;"Alta";2374,85416666667
"1126";1;139;"0";"1";"0";"0";5;"0";"2";39,4604971;-0,3678553;"https://www.idealista.com/inmueble/94363964/";310000;"l'eixample";"russafa";"0";"0";"0";"1";"1";"0";"0";2;"1";0;12;"Baja";2230,21582733813
"1127";2;143;"0";"0";"0";"1";2;"0";"2";39,470662;-0,3303411;"https://www.idealista.com/inmueble/94365637/";209900;"poblats marítims";"el cabanyal-el canyamelar";"1";"0";"0";"0";"0";"0";"1";0;"1";0;27;"Baja";1467,83216783217
"1128";1;68;"0";"1";"0";"0";2;"0";"2";39,4516742;-0,3859569;"https://www.idealista.com/inmueble/94369867/";97000;"jesús";"la creu coberta";"1";"1";"1";"0";"0";"0";"1";2;"0";-3000;16;"Baja";1426,47058823529
"1129";2;200;"0";"1";"0";"0";3;"0";"2";39,4646228;-0,386672;"https://www.idealista.com/inmueble/94370282/";325000;"extramurs";"arrancapins";"0";"0";"1";"0";"0";"0";"0";1;"1";0;0;"Baja";1625
"1130";2;150;"0";"1";"0";"1";4;"0";"2";39,4654157;-0,3789028;"https://www.idealista.com/inmueble/94372284/";260000;"extramurs";"la roqueta";"1";"1";"0";"0";"0";"0";"1";5;"1";0;25;"Alta";1733,33333333333
"1131";1;87;"0";"0";"0";"0";3;"0";"2";39,4558093;-0,3759372;"https://www.idealista.com/inmueble/94372964/";116000;"quatre carreres";"en corts";"0";"0";"0";"0";"0";"0";"0";4;"1";0;27;"Media";1333,33333333333
"1132";1;75;"0";"1";"0";"1";1;"0";"2";39,4698267;-0,3705884;"https://www.idealista.com/inmueble/94373756/";255000;"l'eixample";"el pla del remei";"1";"1";"1";"0";"0";"1";"1";7;"0";0;0;"Alta";3400
"1133";2;153;"0";"1";"0";"0";6;"0";"2";39,4602238;-0,3716392;"https://www.idealista.com/inmueble/94376057/";239000;"l'eixample";"russafa";"0";"1";"0";"0";"0";"0";"1";5;"1";0;25;"Alta";1562,09150326797
"1134";1;70;"0";"1";"0";"0";2;"0";"2";39,4551288;-0,3685042;"https://www.idealista.com/inmueble/94377937/";119000;"quatre carreres";"en corts";"1";"1";"1";"1";"0";"0";"1";4;"1";0;40;"Media";1700
"1135";1;78;"0";"0";"0";"1";3;"0";"2";39,4808833;-0,327238;"https://www.idealista.com/inmueble/94378646/";100000;"poblats marítims";"playa de la malvarrosa";"1";"0";"0";"1";"0";"0";"1";5;"1";0;40;"Alta";1282,05128205128
"1136";1;95;"0";"0";"0";"0";2;"0";"1";39,4771525;-0,37987;"https://www.idealista.com/inmueble/94379435/";232000;"ciutat vella";"el carme";"0";"0";"0";"1";"1";"0";"0";1;"1";-8000;28;"Baja";2442,10526315789
"1137";2;125;"0";"1";"0";"1";2;"0";"2";39,4619356;-0,3338367;"https://www.idealista.com/inmueble/94379634/";245000;"poblats marítims";"el grau";"0";"1";"1";"1";"0";"0";"1";2;"1";0;40;"Baja";1960
"1138";1;80;"0";"1";"0";"0";3;"0";"2";39,4659519;-0,3946692;"https://www.idealista.com/inmueble/94379862/";165000;"patraix";"patraix";"1";"0";"1";"1";"0";"0";"0";4;"1";0;48;"Media";2062,5
"1139";1;70;"0";"0";"0";"0";2;"0";"2";39,4578398;-0,3872695;"https://www.idealista.com/inmueble/94379865/";42000;"jesús";"la raiosa";"0";"0";"0";"1";"0";"0";"0";5;"1";0;16;"Alta";600
"1140";2;123;"0";"1";"0";"1";4;"1";"2";39,4665789;-0,3546779;"https://www.idealista.com/inmueble/94380641/";189000;"camins al grau";"albors";"0";"0";"0";"1";"0";"1";"0";1;"1";0;0;"Baja";1536,58536585366
"1141";1;94;"0";"0";"0";"1";2;"1";"2";39,4771514;-0,3783891;"https://www.idealista.com/inmueble/94380899/";175000;"ciutat vella";"el carme";"0";"0";"0";"0";"0";"0";"0";0;"1";0;28;"Baja";1861,70212765957
"1142";1;79;"0";"1";"0";"0";2;"0";"2";39,4944225;-0,3711091;"https://www.idealista.com/inmueble/94384215/";73000;"rascanya";"els orriols";"0";"0";"0";"0";"0";"0";"1";4;"1";0;48;"Media";924,050632911392
"1143";1;85;"0";"0";"0";"0";3;"0";"2";39,4872969;-0,3791769;"https://www.idealista.com/inmueble/94385700/";89500;"la saïdia";"tormos";"0";"1";"0";"0";"0";"0";"1";0;"1";0;20;"Baja";1052,94117647059
