"";"baños";"m2";"jardin";"ascensor";"piscina";"terraza";"habitaciones";"a_reformar";"tipo_vendedor";"latitud";"longitud";"url";"precio_final";"distrito";"barrio";"armarios.empotrados";"acceso.adaptado";"aire.acondicionado";"balcon";"trastero";"garaje.incluido";"calefaccion";"planta";"vistas";"variacion_precio";"dias_venta";"planta_cat";"preciom2"
"331";1;73;"0";"1";"0";"0";2;"0";"2";39,44392;-0,38646;"https://www.idealista.com/inmueble/90228293/";147000;"jesús";"sant marcellí";"1";"1";"1";"1";"1";"1";"1";6;"1";0;16;"Alta";2013,69863013699
"332";2;124;"0";"1";"0";"0";3;"0";"2";39,4942266;-0,3947181;"https://www.idealista.com/inmueble/90233216/";230500;"benicalap";"benicalap";"1";"1";"1";"0";"0";"0";"1";4;"1";0;16;"Media";1858,87096774194
"333";2;183;"0";"1";"0";"1";4;"0";"2";39,4748033;-0,368147;"https://www.idealista.com/inmueble/90236481/";420000;"ciutat vella";"la xerea";"1";"0";"1";"0";"0";"1";"1";1;"1";0;28;"Baja";2295,08196721311
"334";1;58;"0";"0";"0";"0";3;"0";"2";39,4645363;-0,4081047;"https://www.idealista.com/inmueble/90237163/";84300;"l'olivereta";"la fontsanta";"0";"0";"0";"0";"0";"0";"0";3;"1";0;16;"Media";1453,44827586207
"335";2;96;"0";"1";"0";"0";4;"0";"2";39,4943041;-0,3810433;"https://www.idealista.com/inmueble/90249012/";129000;"rascanya";"torrefiel";"0";"1";"0";"1";"0";"0";"1";3;"1";0;25;"Media";1343,75
"336";2;110;"0";"1";"0";"0";3;"0";"1";39,4692975;-0,3881547;"https://www.idealista.com/inmueble/90268435/";255000;"extramurs";"arrancapins";"1";"0";"1";"0";"1";"0";"0";4;"1";0;10;"Media";2318,18181818182
"337";3;300;"0";"1";"0";"1";4;"0";"1";39,4724464;-0,3682374;"https://www.idealista.com/inmueble/90273869/";950000;"ciutat vella";"la xerea";"1";"1";"1";"1";"1";"0";"1";7;"1";0;28;"Alta";3166,66666666667
"338";3;135;"0";"0";"0";"0";3;"0";"2";39,4866686;-0,3601734;"https://www.idealista.com/inmueble/90293112/";190000;"benimaclet";"benimaclet";"1";"0";"1";"0";"0";"0";"0";3;"1";0;32;"Media";1407,40740740741
"339";1;90;"1";"1";"1";"0";2;"0";"2";39,492521;-0,4038453;"https://www.idealista.com/inmueble/90297381/";197000;"campanar";"sant pau";"1";"1";"1";"0";"0";"0";"1";2;"1";0;4;"Baja";2188,88888888889
"340";1;115;"0";"1";"0";"0";4;"0";"2";39,4664429;-0,3898034;"https://www.idealista.com/inmueble/90314155/";127500;"extramurs";"arrancapins";"1";"1";"0";"1";"0";"0";"0";3;"1";0;0;"Media";1108,69565217391
"341";2;150;"0";"0";"0";"0";4;"0";"2";39,4675664;-0,3709148;"https://www.idealista.com/inmueble/90317505/";350000;"l'eixample";"el pla del remei";"0";"0";"0";"0";"0";"0";"0";1;"1";0;51;"Baja";2333,33333333333
"342";2;99;"0";"1";"0";"0";4;"0";"2";39,4776674;-0,3913252;"https://www.idealista.com/inmueble/90317956/";169000;"extramurs";"la petxina";"0";"0";"0";"0";"0";"0";"0";10;"1";0;16;"Alta";1707,07070707071
"343";2;120;"0";"0";"0";"0";3;"0";"2";39,4636554;-0,375656;"https://www.idealista.com/inmueble/90318413/";318000;"l'eixample";"el pla del remei";"1";"0";"1";"0";"0";"0";"0";2;"1";0;49;"Baja";2650
"344";3;150;"0";"1";"0";"0";3;"0";"2";39,4673497;-0,3809655;"https://www.idealista.com/inmueble/90335266/";448000;"extramurs";"la roqueta";"1";"0";"1";"0";"0";"1";"0";5;"1";0;20;"Alta";2986,66666666667
"345";1;95;"0";"1";"0";"0";4;"0";"2";39,4783547;-0,3782495;"https://www.idealista.com/inmueble/90335484/";259000;"ciutat vella";"el carme";"0";"0";"0";"1";"0";"1";"0";3;"1";0;0;"Media";2726,31578947368
"346";1;83;"0";"1";"0";"1";3;"0";"2";39,4873088;-0,3734877;"https://www.idealista.com/inmueble/90380818/";124000;"la saïdia";"morvedre";"0";"0";"0";"0";"0";"0";"0";1;"1";0;41;"Baja";1493,97590361446
"347";2;137;"1";"1";"1";"1";3;"0";"2";39,4888102;-0,3975619;"https://www.idealista.com/inmueble/90385772/";599500;"benicalap";"benicalap";"1";"1";"1";"1";"1";"1";"1";2;"1";0;4;"Baja";4375,91240875912
"348";4;266;"0";"1";"0";"0";4;"0";"2";39,4699121;-0,3802395;"https://www.idealista.com/inmueble/90476835/";1100000;"ciutat vella";"sant francesc";"1";"0";"1";"1";"1";"0";"1";6;"1";0;20;"Alta";4135,33834586466
"349";2;95;"0";"1";"0";"0";3;"0";"2";39,4685418;-0,3923117;"https://www.idealista.com/inmueble/90476856/";159000;"patraix";"patraix";"0";"0";"0";"0";"0";"0";"0";1;"1";0;0;"Baja";1673,68421052632
"350";1;69;"0";"0";"0";"0";1;"0";"2";39,4672434;-0,3934507;"https://www.idealista.com/inmueble/90499831/";69500;"patraix";"patraix";"0";"0";"0";"0";"0";"0";"0";2;"1";-3500;28;"Baja";1007,24637681159
"351";1;80;"0";"1";"0";"1";2;"0";"2";39,4804659;-0,3306895;"https://www.idealista.com/inmueble/90512194/";125000;"poblats marítims";"playa de la malvarrosa";"0";"0";"1";"1";"0";"0";"0";1;"1";0;40;"Baja";1562,5
"352";1;86;"0";"1";"0";"0";3;"1";"2";39,4955699;-0,3706691;"https://www.idealista.com/inmueble/90513576/";68500;"rascanya";"torrefiel";"0";"0";"0";"1";"0";"0";"0";2;"1";0;15;"Baja";796,511627906977
"353";2;93;"1";"1";"1";"1";2;"0";"2";39,4631435;-0,3342914;"https://www.idealista.com/inmueble/90515565/";234000;"poblats marítims";"el grau";"0";"0";"0";"0";"0";"0";"0";4;"0";0;0;"Media";2516,12903225806
"354";2;88;"1";"1";"1";"1";2;"0";"2";39,4631435;-0,3342914;"https://www.idealista.com/inmueble/90515567/";226000;"poblats marítims";"el grau";"0";"0";"0";"0";"0";"0";"0";4;"0";0;0;"Media";2568,18181818182
"355";2;88;"1";"1";"1";"1";2;"0";"2";39,4631435;-0,3342914;"https://www.idealista.com/inmueble/90515651/";227000;"poblats marítims";"el grau";"0";"0";"0";"0";"0";"0";"0";3;"1";0;0;"Media";2579,54545454545
"356";2;92;"1";"1";"1";"1";2;"0";"2";39,4631435;-0,3342914;"https://www.idealista.com/inmueble/90515660/";232000;"poblats marítims";"el grau";"0";"0";"0";"0";"0";"0";"0";7;"0";0;0;"Alta";2521,73913043478
"357";2;135;"0";"1";"0";"1";4;"0";"1";39,4748865;-0,354004;"https://www.idealista.com/inmueble/90541879/";275000;"el pla del real";"mestalla";"1";"0";"1";"1";"1";"1";"0";6;"1";0;28;"Alta";2037,03703703704
"358";1;110;"0";"0";"0";"0";3;"0";"2";39,4733886;-0,331731;"https://www.idealista.com/inmueble/90552779/";124000;"poblats marítims";"el cabanyal-el canyamelar";"1";"0";"1";"0";"0";"0";"0";4;"1";0;0;"Media";1127,27272727273
"359";4;239;"0";"1";"0";"0";6;"0";"2";39,4734473;-0,373433;"https://www.idealista.com/inmueble/90569107/";550000;"ciutat vella";"la seu";"1";"0";"1";"1";"0";"0";"1";2;"1";0;12;"Baja";2301,25523012552
"360";1;59;"0";"0";"0";"0";2;"1";"1";39,4793833;-0,3279654;"https://www.idealista.com/inmueble/90582650/";66000;"poblats marítims";"playa de la malvarrosa";"0";"0";"1";"1";"0";"0";"0";1;"1";0;37;"Baja";1118,64406779661
"361";1;66;"0";"0";"0";"0";2;"0";"2";39,4807003;-0,3306443;"https://www.idealista.com/inmueble/90598669/";75000;"poblats marítims";"playa de la malvarrosa";"0";"0";"0";"1";"0";"0";"0";3;"1";0;12;"Media";1136,36363636364
"362";2;115;"0";"1";"0";"1";2;"0";"2";39,47005;-0,3825;"https://www.idealista.com/inmueble/90603537/";735000;"ciutat vella";"el pilar";"1";"0";"1";"1";"0";"0";"1";4;"1";0;28;"Media";6391,30434782609
"363";1;79;"0";"1";"0";"0";2;"0";"2";39,4808153;-0,329671;"https://www.idealista.com/inmueble/90604795/";115000;"poblats marítims";"playa de la malvarrosa";"0";"0";"0";"0";"0";"0";"0";3;"0";0;40;"Media";1455,69620253165
"364";2;116;"0";"1";"0";"0";4;"1";"2";39,4919993;-0,3705069;"https://www.idealista.com/inmueble/90609537/";140000;"rascanya";"els orriols";"1";"1";"1";"1";"0";"0";"0";8;"1";0;15;"Alta";1206,89655172414
"365";1;73;"0";"0";"0";"0";3;"0";"2";39,456358;-0,3686407;"https://www.idealista.com/inmueble/90625599/";70300;"quatre carreres";"mont-olivet";"0";"0";"0";"0";"0";"0";"0";5;"1";0;40;"Alta";963,013698630137
"366";2;105;"0";"1";"0";"0";3;"0";"2";39,4711808;-0,3389102;"https://www.idealista.com/inmueble/90627894/";259000;"poblats marítims";"beteró";"1";"1";"1";"0";"1";"0";"0";9;"1";0;40;"Alta";2466,66666666667
"367";1;136;"0";"1";"0";"1";3;"1";"2";39,4646551;-0,3542649;"https://www.idealista.com/inmueble/90643568/";95000;"camins al grau";"camí fondo";"0";"1";"0";"0";"1";"0";"0";0;"0";-9000;29;"Baja";698,529411764706
"368";1;100;"0";"1";"0";"1";4;"0";"2";39,454734;-0,4059833;"https://www.idealista.com/inmueble/90682130/";120000;"patraix";"sant isidre";"1";"0";"1";"0";"0";"0";"1";2;"1";0;0;"Baja";1200
"369";2;95;"0";"1";"0";"0";3;"0";"2";39,4687558;-0,4014628;"https://www.idealista.com/inmueble/90688471/";159000;"l'olivereta";"nou moles";"0";"0";"0";"0";"0";"0";"0";1;"1";0;0;"Baja";1673,68421052632
"370";2;110;"0";"1";"0";"1";3;"1";"2";39,4717352;-0,3410723;"https://www.idealista.com/inmueble/90704113/";235000;"algirós";"la carrasca";"1";"1";"1";"1";"0";"0";"0";7;"1";0;16;"Alta";2136,36363636364
"371";2;98;"1";"1";"1";"1";2;"0";"2";39,4922823;-0,3616361;"https://www.idealista.com/inmueble/90733626/";270000;"rascanya";"sant llorenç";"1";"0";"1";"0";"0";"1";"1";5;"1";0;3;"Alta";2755,10204081633
"372";2;160;"0";"1";"0";"0";3;"1";"2";39,4652259;-0,3628637;"https://www.idealista.com/inmueble/90734681/";420000;"l'eixample";"gran vía";"1";"0";"1";"1";"0";"1";"1";4;"1";0;41;"Media";2625
"373";1;70;"0";"1";"0";"0";1;"0";"2";39,4702688;-0,3793192;"https://www.idealista.com/inmueble/90762134/";235000;"ciutat vella";"el mercat";"0";"0";"1";"1";"0";"0";"1";2;"1";0;0;"Baja";3357,14285714286
"374";1;120;"0";"1";"0";"0";4;"1";"2";39,4609387;-0,375957;"https://www.idealista.com/inmueble/90762628/";200000;"l'eixample";"russafa";"1";"0";"0";"0";"0";"0";"0";2;"1";-30000;28;"Baja";1666,66666666667
"375";2;132;"1";"1";"1";"1";4;"0";"1";39,4968104;-0,3863172;"https://www.idealista.com/inmueble/90794714/";300000;"benicalap";"nou benicalap";"1";"1";"1";"0";"1";"1";"1";1;"1";0;39;"Baja";2272,72727272727
"376";1;78;"0";"0";"0";"0";3;"0";"2";39,4917803;-0,3727925;"https://www.idealista.com/inmueble/90849892/";65000;"rascanya";"els orriols";"1";"0";"0";"1";"0";"0";"1";2;"1";0;20;"Baja";833,333333333333
"377";1;66;"0";"0";"0";"0";2;"0";"2";39,4768547;-0,375431;"https://www.idealista.com/inmueble/90870858/";185000;"ciutat vella";"el carme";"0";"0";"1";"0";"0";"0";"1";2;"1";0;25;"Baja";2803,0303030303
"378";1;46;"0";"1";"0";"0";1;"0";"2";39,4710107;-0,3542806;"https://www.idealista.com/inmueble/90896444/";130000;"camins al grau";"albors";"1";"0";"1";"0";"0";"0";"1";2;"1";0;16;"Baja";2826,08695652174
"379";2;256;"0";"1";"0";"0";4;"1";"2";39,4677685;-0,3752241;"https://www.idealista.com/inmueble/90917113/";575000;"ciutat vella";"sant francesc";"1";"1";"0";"1";"1";"0";"0";5;"1";0;28;"Alta";2246,09375
"380";4;300;"0";"1";"0";"0";3;"0";"2";39,4652516;-0,3612407;"https://www.idealista.com/inmueble/90924008/";1800000;"l'eixample";"gran vía";"1";"1";"1";"1";"0";"1";"1";4;"1";0;28;"Media";6000
"381";1;101;"0";"0";"0";"0";2;"0";"2";39,4925374;-0,4049423;"https://www.idealista.com/inmueble/90948020/";197000;"campanar";"sant pau";"0";"0";"0";"0";"0";"0";"1";6;"1";0;16;"Alta";1950,49504950495
"382";1;52;"0";"1";"0";"0";1;"0";"2";39,4749634;-0,3726073;"https://www.idealista.com/inmueble/90967864/";180000;"ciutat vella";"la xerea";"1";"0";"1";"0";"0";"0";"1";3;"1";0;44;"Media";3461,53846153846
"383";2;105;"0";"1";"0";"0";3;"0";"2";39,4710506;-0,338917;"https://www.idealista.com/inmueble/90972828/";275000;"poblats marítims";"beteró";"1";"1";"1";"1";"0";"0";"1";9;"1";0;24;"Alta";2619,04761904762
"384";1;212;"0";"1";"1";"0";6;"1";"2";39,4763338;-0,3889571;"https://www.idealista.com/inmueble/90987385/";300000;"extramurs";"la petxina";"1";"1";"0";"0";"0";"0";"0";2;"1";0;0;"Baja";1415,09433962264
"385";2;110;"0";"1";"0";"1";4;"0";"2";39,4535503;-0,3793699;"https://www.idealista.com/inmueble/90987448/";115000;"quatre carreres";"malilla";"1";"1";"1";"0";"0";"0";"1";3;"1";0;0;"Media";1045,45454545455
"386";3;204;"0";"1";"0";"0";5;"0";"2";39,4668803;-0,3695832;"https://www.idealista.com/inmueble/90989365/";599000;"l'eixample";"gran vía";"1";"0";"1";"1";"0";"0";"1";6;"1";0;20;"Alta";2936,27450980392
"387";2;112;"0";"1";"0";"0";3;"0";"1";39,4634952;-0,3449953;"https://www.idealista.com/inmueble/91008114/";255000;"camins al grau";"la creu del grau";"1";"0";"1";"0";"1";"1";"0";3;"1";0;0;"Media";2276,78571428571
"388";1;98;"0";"1";"0";"1";4;"0";"2";39,4779992;-0,3316206;"https://www.idealista.com/inmueble/91039959/";144900;"poblats marítims";"playa de la malvarrosa";"0";"0";"0";"1";"0";"0";"0";4;"1";0;0;"Media";1478,57142857143
"389";1;48;"0";"0";"0";"1";2;"1";"2";39,4708777;-0,3302954;"https://www.idealista.com/inmueble/91040341/";83000;"poblats marítims";"el cabanyal-el canyamelar";"0";"0";"0";"0";"0";"0";"1";0;"1";0;0;"Baja";1729,16666666667
"390";1;87;"0";"1";"0";"0";3;"0";"2";39,4547407;-0,3334969;"https://www.idealista.com/inmueble/91040479/";82000;"poblats marítims";"natzaret";"0";"0";"0";"0";"0";"0";"1";2;"1";0;24;"Baja";942,528735632184
"391";1;95;"0";"1";"0";"0";4;"0";"2";39,4534007;-0,4050794;"https://www.idealista.com/inmueble/91041945/";134900;"patraix";"sant isidre";"1";"1";"0";"1";"0";"0";"0";3;"1";0;28;"Media";1420
"392";1;74;"0";"0";"0";"0";2;"0";"2";39,4963083;-0,3766274;"https://www.idealista.com/inmueble/91052012/";83000;"rascanya";"torrefiel";"0";"0";"0";"1";"1";"0";"1";4;"1";0;12;"Media";1121,62162162162
"393";2;100;"0";"1";"0";"0";3;"0";"2";39,4606422;-0,3316214;"https://www.idealista.com/inmueble/91053069/";175000;"poblats marítims";"el grau";"0";"0";"0";"1";"0";"0";"0";2;"1";0;40;"Baja";1750
"394";2;126;"0";"1";"0";"0";4;"0";"1";39,4699826;-0,4008281;"https://www.idealista.com/inmueble/91054156/";179000;"l'olivereta";"nou moles";"1";"0";"1";"0";"0";"0";"1";3;"1";-1000;21;"Media";1420,63492063492
"395";2;108;"0";"1";"0";"1";4;"0";"2";39,4524127;-0,3806723;"https://www.idealista.com/inmueble/91072942/";115000;"quatre carreres";"malilla";"1";"1";"1";"0";"0";"0";"1";3;"1";0;12;"Media";1064,81481481481
"396";1;190;"0";"1";"0";"0";3;"0";"2";39,4615849;-0,3785433;"https://www.idealista.com/inmueble/91073031/";450000;"l'eixample";"russafa";"1";"0";"0";"1";"0";"0";"1";4;"1";0;12;"Media";2368,42105263158
"397";5;265;"0";"1";"0";"0";9;"1";"2";39,4705188;-0,3733187;"https://www.idealista.com/inmueble/91073102/";650000;"ciutat vella";"sant francesc";"0";"0";"0";"1";"0";"0";"0";3;"1";0;12;"Media";2452,83018867925
"398";4;400;"0";"1";"0";"1";3;"0";"2";39,4728472;-0,3755627;"https://www.idealista.com/inmueble/91073154/";990000;"ciutat vella";"sant francesc";"1";"1";"0";"0";"0";"0";"1";10;"1";0;12;"Alta";2475
"399";2;370;"0";"1";"0";"0";6;"1";"2";39,4726648;-0,3732259;"https://www.idealista.com/inmueble/91073222/";750000;"ciutat vella";"sant francesc";"1";"1";"0";"0";"0";"0";"0";1;"1";0;25;"Baja";2027,02702702703
"400";1;83;"0";"0";"0";"0";1;"0";"2";39,4589825;-0,3466244;"https://www.idealista.com/inmueble/91103436/";187000;"camins al grau";"penya-roja";"0";"0";"0";"0";"0";"0";"0";0;"1";0;0;"Baja";2253,01204819277
"401";1;71;"0";"0";"0";"0";3;"0";"2";39,4723578;-0,3980507;"https://www.idealista.com/inmueble/91104135/";63000;"l'olivereta";"nou moles";"0";"0";"0";"0";"0";"0";"0";1;"1";0;13;"Baja";887,323943661972
"402";1;101;"0";"0";"0";"0";2;"0";"2";39,493821;-0,4041453;"https://www.idealista.com/inmueble/91105418/";197000;"campanar";"sant pau";"0";"0";"0";"0";"0";"0";"0";5;"1";0;13;"Alta";1950,49504950495
"403";2;85;"0";"1";"0";"0";2;"0";"2";39,4647112;-0,3828474;"https://www.idealista.com/inmueble/91112158/";210000;"extramurs";"arrancapins";"1";"0";"1";"0";"0";"0";"1";1;"1";0;0;"Baja";2470,58823529412
"404";1;76;"0";"1";"0";"0";3;"0";"1";39,4945086;-0,3689622;"https://www.idealista.com/inmueble/91131120/";85000;"rascanya";"els orriols";"0";"0";"1";"0";"1";"0";"0";1;"1";0;28;"Baja";1118,42105263158
"405";1;71;"0";"0";"0";"0";3;"1";"2";39,4731578;-0,3979507;"https://www.idealista.com/inmueble/91132786/";63000;"l'olivereta";"nou moles";"0";"0";"0";"0";"0";"0";"1";3;"0";0;3;"Media";887,323943661972
"406";2;44;"0";"0";"0";"0";1;"0";"2";39,4718048;-0,3312065;"https://www.idealista.com/inmueble/91132866/";110500;"poblats marítims";"el cabanyal-el canyamelar";"0";"0";"0";"0";"0";"0";"1";2;"1";0;40;"Baja";2511,36363636364
