ba�os;m2;jardin;ascensor;piscina;terraza;habitaciones;a_reformar;tipo_vendedor;precio_final;distrito;armarios.empotrados;acceso.adaptado;aire.acondicionado;balcon;trastero;garaje.incluido;calefaccion;planta;vistas;variacion_precio;dias_venta
2;94;0;1;0;0;2;0;1;186000;benicalap;0;1;1;0;1;1;0;5;1;0;16
1;89;0;1;0;0;3;0;2;160000;poblats marítims;0;0;0;0;0;0;0;1;1;0;25
1;88;1;1;1;0;2;0;2;197000;campanar;1;0;1;1;0;0;1;2;1;0;4
1;60;0;0;0;1;3;0;2;140000;poblats marítims;0;0;1;0;0;0;1;0;1;0;32
2;147;1;1;0;1;4;0;1;297000;extramurs;0;0;0;0;0;0;1;1;1;0;20
2;125;1;1;1;1;2;0;2;480000;camins al grau;1;0;1;0;0;1;1;9;1;0;16
1;86;0;1;0;0;2;0;2;185000;l'eixample;1;0;1;1;0;0;1;3;1;0;0
6;600;1;1;1;1;5;0;1;450000;la saïdia;1;1;1;1;1;0;1;0;1;0;48
2;71;0;1;0;0;2;0;2;117000;l'olivereta;1;0;1;1;0;0;1;4;1;0;39
2;125;0;0;0;0;4;1;2;89505;benicalap;1;0;0;1;0;0;0;4;1;0;0
1;63;0;0;0;0;2;0;2;85000;jesús;1;0;1;1;0;0;0;1;1;0;13
3;122;0;1;1;0;3;0;2;224000;quatre carreres;1;0;1;0;0;1;1;9;1;0;32
2;126;0;1;0;1;2;0;2;450000;camins al grau;1;0;1;0;1;1;1;8;1;0;13
4;298;0;1;0;1;4;0;2;1800000;l'eixample;1;0;1;0;0;0;1;4;1;0;28
1;75;0;1;0;0;2;0;1;229000;l'eixample;1;0;1;1;0;0;1;4;0;0;12
1;73;0;1;0;0;2;0;2;147000;jesús;1;1;1;1;1;1;1;6;1;0;16
2;124;0;1;0;0;3;0;2;230500;benicalap;1;1;1;0;0;0;1;4;1;0;16
2;183;0;1;0;1;4;0;2;420000;ciutat vella;1;0;1;0;0;1;1;1;1;0;28
2;96;0;1;0;0;4;0;2;129000;rascanya;0;1;0;1;0;0;1;3;1;0;25
2;110;0;1;0;0;3;0;1;255000;extramurs;1;0;1;0;1;0;0;4;1;0;10
3;300;0;1;0;1;4;0;1;950000;ciutat vella;1;1;1;1;1;0;1;7;1;0;28
3;135;0;0;0;0;3;0;2;190000;benimaclet;1;0;1;0;0;0;0;3;1;0;32
1;83;0;0;0;0;2;0;2;46000;rascanya;0;0;0;0;0;0;1;4;1;0;0
1;90;1;1;1;0;2;0;2;197000;campanar;1;1;1;0;0;0;1;2;1;0;4
1;115;0;1;0;0;4;0;2;127500;extramurs;1;1;0;1;0;0;0;3;1;0;0
2;150;0;0;0;0;4;0;2;350000;l'eixample;0;0;0;0;0;0;0;1;1;0;51
3;150;0;1;0;0;3;0;2;448000;extramurs;1;0;1;0;0;1;0;5;1;0;20
1;95;0;1;0;0;4;0;2;259000;ciutat vella;0;0;0;1;0;1;0;3;1;0;0
1;83;0;1;0;1;3;0;2;124000;la saïdia;0;0;0;0;0;0;0;1;1;0;41
2;137;1;1;1;1;3;0;2;599500;benicalap;1;1;1;1;1;1;1;2;1;0;4
4;266;0;1;0;0;4;0;2;1100000;ciutat vella;1;0;1;1;1;0;1;6;1;0;20
2;95;0;1;0;0;3;0;2;159000;patraix;0;0;0;0;0;0;0;1;1;0;0
1;80;0;1;0;1;2;0;2;125000;poblats marítims;0;0;1;1;0;0;0;1;1;0;40
1;86;0;1;0;0;3;1;2;68500;rascanya;0;0;0;1;0;0;0;2;1;0;15
2;135;0;1;0;1;4;0;1;275000;el pla del real;1;0;1;1;1;1;0;6;1;0;28
1;110;0;0;0;0;3;0;2;124000;poblats marítims;1;0;1;0;0;0;0;4;1;0;0
4;239;0;1;0;0;6;0;2;550000;ciutat vella;1;0;1;1;0;0;1;2;1;0;12
1;59;0;0;0;0;2;1;1;66000;poblats marítims;0;0;1;1;0;0;0;1;1;0;37
1;66;0;0;0;0;2;0;2;75000;poblats marítims;0;0;0;1;0;0;0;3;1;0;12
2;115;0;1;0;1;2;0;2;735000;ciutat vella;1;0;1;1;0;0;1;4;1;0;28
1;79;0;1;0;0;2;0;2;115000;poblats marítims;0;0;0;0;0;0;0;3;0;0;40
2;116;0;1;0;0;4;1;2;140000;rascanya;1;1;1;1;0;0;0;8;1;0;15
2;105;0;1;0;0;3;0;2;259000;poblats marítims;1;1;1;0;1;0;0;9;1;0;40
1;136;0;1;0;1;3;1;2;95000;camins al grau;0;1;0;0;1;0;0;0;0;-9000;29
1;100;0;1;0;1;4;0;2;120000;patraix;1;0;1;0;0;0;1;2;1;0;0
2;95;0;1;0;0;3;0;2;159000;l'olivereta;0;0;0;0;0;0;0;1;1;0;0
2;110;0;1;0;1;3;1;2;235000;algirós;1;1;1;1;0;0;0;7;1;0;16
2;98;1;1;1;1;2;0;2;270000;rascanya;1;0;1;0;0;1;1;5;1;0;3
2;160;0;1;0;0;3;1;2;420000;l'eixample;1;0;1;1;0;1;1;4;1;0;41
1;70;0;1;0;0;1;0;2;235000;ciutat vella;0;0;1;1;0;0;1;2;1;0;0
1;120;0;1;0;0;4;1;2;200000;l'eixample;1;0;0;0;0;0;0;2;1;-30000;28
1;59;1;1;1;0;1;0;1;178000;campanar;1;1;1;0;0;1;1;5;1;0;NA
2;132;1;1;1;1;4;0;1;300000;benicalap;1;1;1;0;1;1;1;1;1;0;39
1;78;0;0;0;0;3;0;2;65000;rascanya;1;0;0;1;0;0;1;2;1;0;20
1;66;0;0;0;0;2;0;2;185000;ciutat vella;0;0;1;0;0;0;1;2;1;0;25
1;46;0;1;0;0;1;0;2;130000;camins al grau;1;0;1;0;0;0;1;2;1;0;16
2;256;0;1;0;0;4;1;2;575000;ciutat vella;1;1;0;1;1;0;0;5;1;0;28
4;300;0;1;0;0;3;0;2;1800000;l'eixample;1;1;1;1;0;1;1;4;1;0;28
1;52;0;1;0;0;1;0;2;180000;ciutat vella;1;0;1;0;0;0;1;3;1;0;44
2;105;0;1;0;0;3;0;2;275000;poblats marítims;1;1;1;1;0;0;1;9;1;0;24
1;212;0;1;1;0;6;1;2;300000;extramurs;1;1;0;0;0;0;0;2;1;0;0
2;110;0;1;0;1;4;0;2;115000;quatre carreres;1;1;1;0;0;0;1;3;1;0;0
1;67;0;1;0;0;2;0;2;270000;extramurs;1;0;1;1;0;0;0;3;1;0;0
3;204;0;1;0;0;5;0;2;599000;l'eixample;1;0;1;1;0;0;1;6;1;0;20
2;112;0;1;0;0;3;0;1;255000;camins al grau;1;0;1;0;1;1;0;3;1;0;0
1;98;0;1;0;1;4;0;2;144900;poblats marítims;0;0;0;1;0;0;0;4;1;0;0
1;95;0;1;0;0;4;0;2;134900;patraix;1;1;0;1;0;0;0;3;1;0;28
1;74;0;0;0;0;2;0;2;83000;rascanya;0;0;0;1;1;0;1;4;1;0;12
2;100;0;1;0;0;3;0;2;175000;poblats marítims;0;0;0;1;0;0;0;2;1;0;40
2;126;0;1;0;0;4;0;1;179000;l'olivereta;1;0;1;0;0;0;1;3;1;-1000;21
2;108;0;1;0;1;4;0;2;115000;quatre carreres;1;1;1;0;0;0;1;3;1;0;12
1;190;0;1;0;0;3;0;2;450000;l'eixample;1;0;0;1;0;0;1;4;1;0;12
5;265;0;1;0;0;9;1;2;650000;ciutat vella;0;0;0;1;0;0;0;3;1;0;12
2;192;0;1;0;1;3;0;2;350000;ciutat vella;1;0;0;0;0;0;0;1;1;0;NA
2;370;0;1;0;0;6;1;2;750000;ciutat vella;1;1;0;0;0;0;0;1;1;0;25
2;85;0;1;0;0;2;0;2;210000;extramurs;1;0;1;0;0;0;1;1;1;0;0
1;76;0;1;0;0;3;0;1;85000;rascanya;0;0;1;0;1;0;0;1;1;0;28
1;71;0;0;0;0;3;1;2;63000;l'olivereta;0;0;0;0;0;0;1;3;0;0;3
1;75;0;1;1;0;2;0;2;270000;quatre carreres;1;0;0;0;1;0;1;2;1;0;40
2;120;0;1;0;0;3;0;2;325000;camins al grau;1;0;1;1;0;0;1;3;1;0;16
2;130;0;1;0;0;4;0;2;232000;extramurs;1;1;1;1;1;1;1;2;1;0;0
1;68;0;0;0;0;3;0;2;69000;poblats marítims;0;0;1;0;0;0;1;3;1;0;24
1;77;0;1;0;0;2;0;2;230000;extramurs;1;1;1;1;0;0;1;2;1;0;28
2;94;0;1;0;0;3;0;2;175000;poblats marítims;0;1;1;1;0;0;0;2;1;0;37
2;142;0;1;0;1;4;0;2;400000;extramurs;1;0;0;0;1;1;1;1;1;-35000;28
2;100;0;1;0;0;1;1;2;175000;poblats marítims;0;0;1;1;0;0;0;2;1;0;40
2;95;0;1;0;0;3;0;2;159000;patraix;0;0;0;0;0;0;0;1;1;0;29
1;85;0;0;0;0;4;0;2;169900;l'eixample;1;0;1;1;0;0;0;3;1;0;12
3;184;0;1;0;0;7;1;2;480000;ciutat vella;1;0;1;1;0;0;0;5;1;0;20
1;164;1;1;1;1;2;0;2;340000;campanar;1;1;1;0;0;1;1;0;1;0;16
2;101;0;1;0;0;3;0;2;218000;l'eixample;1;0;0;1;0;0;1;5;1;0;44
2;110;0;1;0;0;4;1;2;145000;jesús;0;0;1;1;0;1;0;3;1;0;4
1;77;0;1;0;0;2;0;2;230000;ciutat vella;1;1;1;1;0;0;1;2;1;0;28
2;208;0;1;0;0;4;0;2;490000;l'eixample;1;0;0;1;1;1;0;4;1;0;12
2;155;1;1;0;0;6;0;2;490000;l'eixample;1;1;1;0;1;1;1;5;1;0;28
1;78;0;1;0;1;2;0;1;85000;campanar;0;0;0;0;0;0;0;0;0;0;3
1;115;0;1;0;0;3;0;2;210000;extramurs;0;0;1;0;1;0;0;3;1;0;28
2;107;1;1;0;1;2;0;2;390000;quatre carreres;1;1;1;0;0;1;1;14;1;0;24
1;115;0;1;0;0;4;0;2;150000;quatre carreres;0;1;1;1;0;0;0;2;1;0;56
1;80;0;0;0;0;3;0;2;68600;benicalap;0;0;0;0;0;0;0;2;1;0;4
4;125;0;1;0;1;3;0;2;730000;poblats marítims;1;0;1;0;0;1;1;2;1;0;27
3;250;0;1;0;0;5;1;2;990000;ciutat vella;1;1;1;0;0;1;1;7;1;0;28
2;90;0;1;0;0;4;0;2;140000;jesús;1;0;0;1;0;0;0;3;1;0;13
4;137;1;1;0;1;3;0;2;730000;poblats marítims;1;1;1;0;1;1;1;2;1;0;37
3;148;0;1;0;0;3;0;2;640000;ciutat vella;0;1;1;1;0;0;1;4;1;0;25
2;115;0;1;0;0;3;0;2;175000;jesús;0;1;0;1;1;1;1;3;1;-5000;16
1;55;0;0;0;0;3;0;2;65000;benicalap;0;0;0;0;0;0;0;5;1;0;0
1;75;0;1;0;0;2;0;2;220000;l'eixample;1;0;1;1;0;0;1;3;1;0;25
2;118;0;1;0;0;2;0;2;350000;el pla del real;1;1;1;0;0;1;1;9;1;0;20
1;99;0;1;0;0;3;0;2;185000;campanar;1;1;1;1;0;0;1;8;1;0;3
1;84;0;1;0;0;2;0;2;220000;l'eixample;1;1;1;1;0;0;0;3;1;0;41
2;94;0;0;0;0;3;0;2;220000;l'eixample;0;0;1;1;0;0;0;1;1;0;0
2;131;0;1;0;0;3;0;2;257000;extramurs;0;0;0;0;0;0;0;4;1;0;0
2;120;0;1;0;0;3;0;1;205000;patraix;1;0;0;0;0;1;0;2;1;0;12
2;108;0;1;1;0;3;0;1;225000;benicalap;1;0;1;0;0;1;1;6;1;0;13
2;120;0;1;0;0;3;0;2;205000;patraix;1;0;0;0;0;1;0;2;1;0;0
1;79;0;0;0;0;4;0;1;153550;l'eixample;0;0;0;0;0;0;0;4;1;0;44
2;66;0;1;0;0;2;0;2;240000;l'eixample;0;0;0;0;0;0;0;3;1;0;16
2;66;0;1;0;0;2;0;2;243000;l'eixample;0;0;0;0;0;0;0;4;1;0;16
2;66;0;1;0;0;2;0;2;255000;l'eixample;0;0;0;0;0;0;0;7;1;0;16
2;120;0;1;0;0;3;0;2;205000;patraix;1;0;1;0;0;1;0;2;1;0;0
1;80;0;1;0;0;2;0;2;220000;l'eixample;1;0;1;1;0;0;0;3;1;0;44
2;95;0;1;0;0;3;0;2;159000;l'olivereta;0;0;0;0;0;0;0;1;1;0;NA
2;184;0;1;0;0;7;0;2;450000;ciutat vella;0;0;0;1;0;0;1;5;1;0;28
2;136;1;1;1;1;3;0;2;315000;poblats marítims;1;1;1;1;1;1;1;3;1;0;0
2;130;0;1;0;1;4;0;2;219000;algirós;1;1;1;0;1;0;1;1;1;0;NA
2;125;0;1;0;0;4;0;2;380000;l'eixample;1;0;1;0;0;1;1;3;1;0;25
2;136;0;1;0;1;3;0;2;266700;poblats marítims;0;0;0;1;1;0;0;5;1;-100;8
2;100;0;1;0;1;2;0;2;125000;quatre carreres;1;1;1;0;0;0;0;0;1;0;40
2;125;0;1;1;1;3;0;2;480000;camins al grau;1;0;1;1;0;1;1;9;1;0;0
2;120;0;1;0;0;3;0;1;380000;l'eixample;1;1;1;1;0;0;0;4;1;0;28
1;80;0;1;0;0;2;1;2;170000;ciutat vella;1;0;0;0;0;0;1;3;1;0;0
1;49;0;0;0;0;2;0;2;175000;ciutat vella;1;0;1;1;0;0;1;2;1;0;12
4;137;0;1;0;1;3;0;2;730000;poblats marítims;1;0;1;0;1;1;1;2;1;0;24
1;76;0;1;0;0;2;1;2;170000;ciutat vella;0;0;0;0;0;0;0;3;1;0;20
2;116;0;0;0;1;2;0;2;399000;ciutat vella;0;0;1;1;0;0;1;1;1;0;44
1;42;0;1;0;0;1;0;2;180000;ciutat vella;1;0;1;0;0;0;1;3;1;0;49
3;190;0;1;0;1;3;1;2;580000;ciutat vella;1;0;1;1;0;0;1;10;1;0;28
2;99;0;1;0;0;3;0;2;125000;jesús;0;0;1;0;0;1;0;3;1;0;16
1;101;0;1;0;0;2;0;2;350000;el pla del real;1;0;0;0;0;0;1;6;1;0;49
1;30;0;1;0;0;1;0;2;180000;l'eixample;1;1;1;0;0;0;1;4;0;0;12
2;95;1;1;1;1;2;0;1;240000;quatre carreres;1;0;1;0;0;1;0;8;1;0;32
1;85;0;1;0;0;3;0;1;125000;quatre carreres;1;0;1;1;0;0;0;8;1;0;63
1;70;0;0;0;1;2;0;2;255000;poblats marítims;0;1;0;1;0;0;1;1;1;-10000;40
1;61;0;0;0;0;2;0;2;79900;poblats marítims;0;0;0;1;0;0;1;4;1;900;32
2;195;0;1;0;0;4;0;2;470000;ciutat vella;0;0;1;0;0;0;1;7;1;0;12
2;183;0;1;0;0;3;1;2;365000;ciutat vella;1;0;1;1;0;0;1;3;1;0;20
2;256;0;1;0;0;4;1;2;575000;ciutat vella;1;1;0;1;0;0;1;5;1;0;28
2;161;0;1;0;0;4;0;2;232000;extramurs;1;0;1;1;1;1;1;2;1;-7900;51
2;114;0;1;0;0;3;0;2;265000;extramurs;1;1;1;1;0;1;0;4;1;0;0
1;59;0;1;0;0;1;0;2;150000;patraix;0;0;0;0;0;0;0;1;1;0;44
2;150;0;1;0;1;3;0;2;350000;patraix;0;0;0;0;0;0;0;3;1;0;44
2;129;0;1;0;0;4;0;2;185000;patraix;1;0;0;0;0;1;1;3;1;0;0
4;137;1;1;0;1;3;0;2;730000;poblats marítims;1;0;1;0;1;1;1;2;1;0;24
2;100;0;1;0;1;3;0;2;333000;rascanya;0;0;0;0;1;1;0;6;1;0;28
1;45;0;1;0;1;1;0;2;146500;camins al grau;1;0;1;1;0;0;1;4;1;0;8
1;68;0;0;0;0;3;1;2;102000;benimaclet;0;0;0;1;0;0;1;2;1;0;8
2;153;0;1;0;1;6;0;2;260000;extramurs;1;1;1;0;0;0;0;1;1;0;35
2;118;0;1;0;0;2;0;2;350000;el pla del real;0;0;1;0;0;0;1;9;1;0;51
2;121;0;1;0;1;3;0;1;330000;camins al grau;1;1;0;1;0;0;0;1;1;0;13
2;118;0;1;0;0;2;0;2;350000;el pla del real;1;0;1;0;0;1;1;9;1;0;51
2;155;1;1;0;0;5;0;2;525000;l'eixample;1;1;1;0;1;1;1;5;1;0;28
1;73;0;0;0;0;3;0;2;70300;quatre carreres;0;0;0;0;0;0;0;5;0;0;0
1;78;0;1;0;0;3;0;2;98000;l'olivereta;1;0;1;1;0;0;1;9;1;0;16
2;220;0;1;0;0;5;0;2;495000;extramurs;1;0;1;0;1;0;0;2;1;0;29
3;210;0;1;0;0;4;0;2;550000;ciutat vella;1;0;1;1;0;0;0;6;1;0;0
2;121;0;1;0;0;3;0;2;220000;poblats marítims;1;0;1;0;1;1;1;2;1;0;0
2;112;1;1;1;1;3;0;2;295000;benicalap;1;0;1;1;1;1;1;4;1;0;8
1;96;0;1;0;0;2;0;2;230000;quatre carreres;1;0;1;1;0;0;0;5;1;0;0
2;84;0;1;0;0;1;0;2;590000;ciutat vella;1;0;1;1;0;0;1;6;1;0;28
3;383;0;1;0;1;6;0;2;1600000;el pla del real;1;0;1;1;0;1;1;9;1;0;41
2;100;0;0;0;0;4;1;2;160000;el pla del real;0;1;0;0;0;0;1;0;1;-50000;28
1;95;0;1;0;0;4;0;2;259000;ciutat vella;0;0;0;1;0;1;0;3;1;0;8
1;80;0;0;0;1;3;0;2;90500;quatre carreres;0;1;0;1;0;0;0;4;1;0;12
2;120;0;1;0;0;3;0;2;205000;quatre carreres;1;1;1;0;1;1;1;3;1;0;40
2;172;0;1;1;1;3;0;2;550000;campanar;0;0;1;1;1;1;1;2;1;0;16
4;298;0;1;0;1;4;0;2;1800000;l'eixample;1;0;1;1;0;1;1;4;1;0;28
2;112;0;1;0;0;3;0;2;260000;la saïdia;1;0;1;1;0;0;1;7;1;0;28
1;127;0;1;0;1;4;0;2;126000;patraix;0;1;1;0;0;0;1;3;1;0;28
3;168;0;1;0;0;3;0;2;315000;poblats marítims;0;0;1;1;0;0;0;1;1;0;40
2;129;0;1;0;0;3;0;2;205000;patraix;1;0;1;0;0;1;1;2;1;0;44
3;162;0;1;0;0;3;1;2;550000;ciutat vella;1;0;0;0;0;1;1;8;1;0;28
1;79;1;1;1;0;1;0;2;163280;campanar;1;0;1;0;1;0;0;6;1;0;13
2;129;0;1;0;0;3;0;2;460000;ciutat vella;0;0;1;1;0;0;1;2;1;0;44
2;190;0;1;0;0;3;0;2;740000;l'eixample;1;0;1;0;0;1;1;3;1;0;3
2;115;0;1;0;0;2;0;2;295000;ciutat vella;1;0;1;0;0;0;1;3;1;0;28
2;143;0;1;0;0;3;0;2;205000;patraix;1;0;1;1;0;0;0;3;1;0;0
3;185;0;1;0;1;4;0;2;420000;ciutat vella;1;1;0;0;0;0;1;2;1;0;28
1;70;0;1;0;0;2;0;2;175100;l'eixample;1;0;0;0;0;0;0;4;1;0;20
1;127;0;1;0;0;4;0;2;126000;patraix;0;0;0;1;0;0;1;3;1;0;28
3;192;0;1;0;1;5;1;2;1600000;el pla del real;1;0;1;0;1;1;1;9;1;0;51
2;184;0;1;0;1;4;0;2;396000;camins al grau;1;1;1;1;1;1;1;2;1;0;13
2;130;0;1;0;1;3;0;2;181000;jesús;1;1;1;1;1;1;1;1;1;0;0
1;49;0;1;1;0;1;0;2;163280;campanar;1;0;0;0;1;1;0;5;1;0;0
2;146;0;1;0;1;6;0;2;405000;l'eixample;0;1;0;0;0;0;1;1;1;0;49
2;108;1;1;1;0;3;0;2;225000;benicalap;1;1;1;0;0;1;1;6;1;0;16
2;76;0;0;0;0;1;0;2;149000;ciutat vella;1;0;1;0;0;0;1;0;1;0;16
1;45;0;0;0;0;2;1;2;29300;l'olivereta;0;0;0;0;0;0;0;4;1;0;8
2;137;0;1;0;1;3;0;2;1150000;l'eixample;1;0;1;1;0;1;1;5;1;0;44
1;102;0;1;0;0;4;1;2;109000;patraix;1;0;1;1;0;0;1;5;1;0;48
2;140;1;1;1;0;4;0;2;274000;patraix;0;0;0;0;1;1;0;1;1;0;0
2;109;0;1;0;0;3;0;2;209000;algirós;0;1;1;1;0;1;0;1;1;0;29
2;166;0;1;0;0;5;1;2;770000;ciutat vella;1;0;1;1;1;0;1;6;1;0;28
3;225;0;1;0;1;5;0;2;750000;ciutat vella;1;0;1;0;0;1;0;5;1;0;25
2;123;0;1;0;0;3;0;2;460000;l'eixample;1;1;0;0;0;0;1;1;1;0;28
1;80;0;0;0;0;2;1;2;135000;l'eixample;0;0;0;0;0;0;0;0;1;0;20
1;97;0;1;0;1;2;0;2;245000;l'eixample;0;0;1;0;0;0;1;1;1;0;12
3;194;0;1;0;0;4;0;2;1200000;l'eixample;1;0;1;1;1;0;1;1;1;0;44
2;116;0;1;0;0;3;0;2;290000;benicalap;1;1;1;1;1;1;1;3;1;0;13
1;57;0;0;0;0;2;0;2;79000;jesús;0;0;1;0;0;0;0;2;1;0;39
2;135;0;1;0;0;4;0;2;250000;extramurs;1;0;1;1;0;1;0;3;1;0;12
1;127;0;1;0;1;4;0;2;126000;patraix;1;0;0;1;0;0;1;3;1;0;28
1;64;0;0;0;0;1;0;2;187000;ciutat vella;1;0;1;1;0;0;1;3;1;0;12
1;75;0;0;0;0;3;0;2;85000;l'olivereta;0;0;0;0;0;0;1;2;1;0;16
2;124;0;1;0;0;3;0;2;205000;patraix;1;1;1;0;0;1;1;6;1;0;41
1;143;0;1;0;0;3;0;2;359000;l'eixample;1;1;1;0;0;0;1;2;0;0;0
1;101;0;1;0;0;3;0;2;155000;patraix;0;0;0;1;0;0;1;2;1;0;12
1;107;0;0;0;0;1;0;2;125000;poblats marítims;1;0;1;0;1;0;0;3;1;0;40
2;190;0;1;0;1;5;0;2;390000;extramurs;1;0;1;1;0;0;1;4;1;0;51
1;89;0;1;0;0;2;0;2;180000;poblats marítims;1;0;1;1;0;0;1;2;1;0;0
2;107;0;1;0;0;3;0;2;270000;poblats marítims;1;0;1;1;0;0;0;1;1;0;60
3;403;0;0;0;0;5;0;2;540000;poblats marítims;1;0;1;1;1;1;1;0;1;0;37
2;179;0;1;0;1;4;0;2;340000;ciutat vella;1;0;0;1;0;1;1;1;0;0;28
2;152;0;1;0;1;3;0;2;360000;el pla del real;1;0;1;0;0;0;1;1;1;0;44
2;56;0;0;0;0;1;0;2;199000;ciutat vella;1;0;1;1;0;0;1;2;1;0;NA
3;383;0;1;0;1;5;0;2;1600000;el pla del real;1;1;1;0;1;1;1;9;1;0;28
2;220;0;1;0;0;4;0;2;850000;ciutat vella;1;0;0;0;1;0;1;5;1;0;44
2;111;0;1;0;0;3;0;2;230000;quatre carreres;1;1;1;1;0;1;1;6;1;0;63
1;55;0;0;0;0;1;0;2;199000;ciutat vella;1;0;1;1;0;0;0;2;1;0;32
2;152;0;1;0;0;3;0;2;360000;el pla del real;1;1;1;0;0;1;1;1;1;0;51
1;87;0;1;0;0;3;0;1;165000;poblats marítims;0;0;0;0;0;0;0;3;1;0;63
2;142;0;1;0;1;4;0;2;125472;patraix;0;0;0;0;0;0;0;1;1;0;0
2;128;0;1;0;0;3;0;1;330000;extramurs;1;1;1;0;0;0;0;6;1;0;44
2;111;0;1;0;1;3;0;2;184000;l'olivereta;0;0;0;0;0;0;0;2;1;0;32
2;111;0;1;0;1;3;0;2;180000;l'olivereta;0;0;0;0;0;0;0;1;1;0;32
1;108;0;1;0;0;1;0;2;220000;ciutat vella;1;0;0;1;1;1;1;4;1;0;0
8;459;0;1;0;1;8;0;2;900000;ciutat vella;1;0;1;1;1;0;1;3;1;0;44
2;156;0;1;0;0;3;0;2;540000;ciutat vella;1;0;1;1;0;1;1;2;1;0;44
3;220;0;1;0;0;3;0;2;910000;l'eixample;1;0;1;1;1;0;1;4;1;0;0
3;383;0;1;0;1;5;0;2;1600000;el pla del real;1;0;1;0;0;1;1;9;1;0;28
2;115;0;1;0;0;2;0;2;295000;ciutat vella;1;0;1;0;0;0;1;3;1;0;28
3;204;0;1;0;0;5;0;2;670000;l'eixample;1;0;1;1;0;0;1;3;1;0;44
1;59;0;1;0;1;1;0;2;140000;benicalap;0;0;1;1;0;1;0;1;1;0;13
2;104;0;1;0;0;4;0;2;130000;l'olivereta;1;0;1;1;0;0;1;2;1;0;39
3;186;0;1;0;0;4;1;2;650000;l'eixample;1;1;0;1;0;1;1;6;1;-45000;49
3;205;0;1;0;1;4;0;2;875000;l'eixample;1;1;1;0;1;1;1;1;1;0;28
2;93;1;1;0;1;2;0;2;179000;poblats marítims;1;0;1;1;1;1;1;1;1;0;0
2;155;1;1;0;0;5;0;2;525000;l'eixample;1;1;1;0;1;1;1;5;1;0;28
2;196;0;1;0;0;5;0;2;500000;l'eixample;1;0;1;1;0;0;1;2;1;0;NA
2;128;0;1;0;0;3;0;2;340000;extramurs;0;0;0;0;0;0;0;6;1;0;NA
2;112;0;1;0;0;3;0;2;158000;patraix;0;0;0;0;0;0;0;1;1;0;0
2;187;0;1;1;0;4;0;2;405000;extramurs;1;1;1;0;1;0;1;4;1;0;16
1;77;0;1;0;0;1;0;2;359000;l'eixample;1;0;1;1;0;0;1;2;1;0;12
1;46;0;1;0;0;1;0;2;48200;l'olivereta;0;0;0;0;0;0;1;5;1;0;39
1;77;0;1;0;0;2;0;2;230000;extramurs;0;0;1;1;0;0;1;2;1;0;28
2;108;0;1;0;1;3;0;2;165000;campanar;0;0;1;1;0;0;0;1;1;0;16
2;117;0;1;0;0;4;0;2;255000;poblats marítims;0;0;1;0;0;0;0;6;1;0;0
1;127;0;1;0;1;4;0;2;126000;patraix;0;0;0;1;0;0;1;3;1;0;28
1;94;0;1;0;0;3;1;2;130000;poblats marítims;1;1;0;1;0;0;1;4;1;0;0
2;102;0;1;0;0;3;0;2;155000;patraix;1;0;1;0;0;0;0;1;1;0;12
2;181;0;1;0;0;4;0;2;390000;quatre carreres;1;0;1;0;1;0;1;5;1;0;12
1;110;0;1;0;0;3;0;2;250000;benimaclet;1;0;1;1;0;0;1;1;1;0;39
1;66;0;1;0;0;2;0;2;82900;benicalap;0;0;1;0;0;0;0;2;1;0;0
3;166;0;1;0;1;4;0;2;620000;ciutat vella;1;0;1;0;1;0;1;9;1;0;44
1;90;0;1;0;1;1;0;2;190000;ciutat vella;0;0;1;0;0;0;1;0;1;0;44
2;130;0;1;0;1;3;0;2;253000;patraix;1;1;1;0;0;0;1;5;1;0;28
1;102;0;1;0;0;4;0;2;107000;patraix;1;0;1;1;0;0;0;5;0;0;28
1;110;0;1;0;0;3;0;2;147000;campanar;1;1;1;1;0;0;0;1;1;0;NA
1;94;0;1;1;0;2;0;2;270000;quatre carreres;1;0;1;1;0;0;0;2;1;0;63
2;197;0;1;0;0;5;0;2;450000;extramurs;0;1;0;0;0;0;1;5;1;0;12
1;123;0;1;0;0;5;0;2;325000;extramurs;0;1;0;0;0;0;1;5;1;0;12
1;98;0;1;0;0;3;0;1;109000;quatre carreres;0;0;0;0;0;0;0;4;1;0;0
1;87;0;1;0;0;3;0;2;137000;quatre carreres;1;0;0;1;0;0;1;3;1;-7500;37
1;74;0;1;1;0;2;0;2;190000;campanar;1;0;1;1;0;1;1;1;1;0;16
3;178;0;1;0;0;4;0;2;310000;el pla del real;1;0;0;0;0;0;0;3;1;0;51
2;121;0;1;0;0;3;0;2;220000;campanar;0;0;1;1;0;0;0;5;1;0;4
2;128;0;1;0;0;3;0;1;310000;quatre carreres;1;1;1;0;0;1;1;4;1;0;56
2;121;1;1;1;1;3;0;2;300000;rascanya;1;0;1;1;1;1;1;4;1;0;28
1;85;0;1;0;0;3;0;2;183000;l'eixample;1;0;1;1;0;0;0;3;1;0;20
2;92;0;1;0;1;2;0;2;187000;el pla del real;1;1;0;1;0;0;1;1;1;0;28
2;177;0;1;0;0;3;0;2;750000;ciutat vella;1;0;1;1;0;0;1;2;1;0;44
2;140;0;1;0;0;4;0;2;212000;rascanya;1;0;1;1;0;1;0;4;1;0;15
3;197;0;1;0;0;4;0;2;690000;ciutat vella;1;0;1;0;1;0;1;3;1;0;20
