ba�os;m2;jardin;ascensor;piscina;terraza;habitaciones;a_reformar;tipo_vendedor;precio_final;distrito;armarios.empotrados;acceso.adaptado;aire.acondicionado;balcon;trastero;garaje.incluido;calefaccion;planta;vistas;variacion_precio;dias_venta
1;65;0;1;0;0;2;0;2;175000;poblats marítims;1;0;1;0;0;1;1;0;1;0;40
2;110;1;1;0;1;3;0;1;348000;l'eixample;1;1;1;0;0;1;1;2;0;0;28
2;142;0;1;0;0;3;0;2;309000;rascanya;1;0;1;0;1;1;1;10;1;0;44
1;80;0;1;0;0;3;0;2;165000;jesús;0;0;0;1;0;0;1;4;1;0;0
1;80;0;1;0;0;3;0;2;110000;camins al grau;0;1;0;0;0;0;1;1;1;-5000;16
2;120;0;1;0;0;3;0;2;220000;patraix;1;0;0;0;0;1;0;2;1;0;0
3;178;0;1;0;1;6;0;2;460000;ciutat vella;1;0;0;1;0;0;1;1;1;0;28
2;184;0;1;0;0;5;1;2;550000;l'eixample;1;0;1;1;1;0;1;3;1;-50000;51
2;247;0;1;0;0;5;0;2;1000000;l'eixample;1;0;1;1;0;0;1;4;1;0;44
3;247;1;1;1;1;4;0;2;485000;campanar;1;0;1;1;1;1;1;3;1;0;4
2;142;0;1;0;1;3;0;2;650000;l'eixample;1;1;1;1;0;0;1;7;1;0;44
2;117;0;1;0;0;4;0;2;255000;algirós;1;0;1;1;0;0;0;6;1;0;16
2;110;1;1;0;1;2;0;2;415000;el pla del real;1;1;1;1;0;0;1;5;1;0;28
1;96;0;1;0;0;2;0;2;239900;l'eixample;1;0;1;0;0;0;1;7;1;0;28
2;148;0;1;0;0;4;0;2;350000;ciutat vella;0;0;1;0;0;0;1;3;1;0;0
2;130;0;1;1;1;4;0;2;325000;campanar;0;1;1;0;0;1;1;3;1;0;39
2;155;0;1;0;0;3;0;2;450000;extramurs;1;0;0;1;0;0;1;3;1;0;51
2;104;0;1;0;0;3;1;2;240000;ciutat vella;0;0;1;0;0;0;1;3;1;0;16
1;92;0;1;0;0;3;1;2;187500;la saïdia;0;0;0;0;0;0;1;4;1;0;28
2;104;0;1;0;0;5;0;2;259000;algirós;0;1;1;1;0;0;0;1;1;0;32
1;90;0;0;0;0;3;0;2;128000;poblats marítims;0;0;1;0;0;0;0;3;1;0;40
2;90;0;1;0;0;3;1;2;220000;ciutat vella;0;0;1;0;0;0;1;3;1;0;16
2;138;0;1;0;1;5;0;2;191000;quatre carreres;0;1;0;0;1;1;1;2;1;0;32
2;100;0;1;0;0;3;1;2;175000;poblats marítims;0;1;0;1;0;0;0;2;1;0;40
2;118;0;1;0;0;3;0;1;155000;l'olivereta;0;0;0;0;0;0;0;1;1;0;0
2;127;0;1;0;0;3;0;2;245000;poblats marítims;0;0;1;1;0;0;1;3;1;0;40
3;135;0;0;0;0;3;0;2;185000;benimaclet;1;0;1;0;0;0;0;3;1;-5000;32
2;100;0;1;0;1;3;0;2;360000;algirós;1;0;1;0;0;0;1;18;1;0;37
2;125;0;1;0;1;4;1;1;260000;extramurs;1;1;0;1;0;0;0;7;1;0;0
2;106;0;1;0;0;3;1;2;175000;poblats marítims;0;1;0;1;0;0;0;2;1;0;40
4;750;0;1;0;0;6;1;2;1100000;ciutat vella;1;1;0;1;0;0;1;0;1;0;25
1;85;0;1;0;0;3;0;2;87500;jesús;0;0;1;0;0;0;0;2;1;0;16
2;110;0;1;0;0;3;0;2;155000;l'olivereta;1;0;0;0;0;0;1;1;1;0;NA
2;152;0;1;0;0;5;1;2;220500;extramurs;0;1;0;0;0;0;1;2;1;0;16
2;110;0;1;0;0;3;0;2;155000;patraix;1;0;0;0;0;0;0;1;1;0;0
2;110;0;1;0;0;3;0;2;155000;patraix;0;0;0;0;0;0;0;1;1;0;28
2;115;0;1;0;0;4;0;2;165000;jesús;0;0;1;0;0;0;0;2;1;0;0
2;104;0;1;0;0;5;0;2;259000;algirós;1;0;1;1;0;0;1;1;1;0;32
1;67;0;0;0;0;2;0;2;120000;poblats marítims;0;0;1;1;0;0;1;4;1;0;56
1;68;0;0;0;1;3;0;2;102000;benimaclet;0;1;0;1;0;0;1;2;1;0;16
2;125;0;0;0;0;2;0;2;240000;ciutat vella;1;0;1;1;0;0;1;3;1;0;28
1;110;0;1;0;1;4;0;2;155000;patraix;0;1;1;0;0;0;0;1;1;0;51
2;85;0;1;0;0;3;1;2;150000;jesús;0;0;0;1;0;0;0;3;1;0;29
2;90;0;1;0;1;2;1;2;150000;ciutat vella;0;0;0;0;1;0;1;0;1;0;NA
1;81;0;1;0;0;3;0;2;170000;l'eixample;0;0;0;0;0;0;0;3;1;0;0
1;111;0;1;0;0;4;1;2;107000;patraix;0;0;0;1;0;0;1;5;0;-2000;28
1;111;0;1;0;0;4;0;2;107000;patraix;1;0;1;1;0;0;0;5;0;0;15
2;148;0;1;0;0;4;0;2;248000;algirós;1;0;0;1;0;0;1;4;1;0;16
1;70;0;0;0;0;2;0;1;180000;poblats marítims;0;0;0;0;0;0;0;1;1;0;24
2;138;0;1;1;1;3;0;2;680000;camins al grau;1;0;1;1;0;1;0;9;1;0;13
2;186;0;1;0;0;4;1;2;560000;l'eixample;1;1;1;0;0;0;1;2;1;0;44
4;180;0;1;0;0;4;0;2;595000;ciutat vella;1;0;1;1;0;0;1;7;1;0;0
2;198;0;0;0;1;4;0;2;637500;ciutat vella;0;0;0;0;0;0;1;6;1;0;28
1;80;0;0;0;0;3;0;2;100000;benicalap;0;0;1;1;0;0;1;5;1;0;32
1;75;0;1;0;1;2;0;2;130000;rascanya;1;1;1;1;0;0;1;1;1;0;0
2;96;1;1;0;0;2;0;2;181480;poblats marítims;0;0;0;0;0;0;0;0;1;0;12
2;97;0;1;0;1;2;0;2;183744;poblats marítims;0;0;0;0;0;0;0;1;1;0;12
2;100;0;1;0;1;2;0;2;189429;poblats marítims;0;0;0;0;0;0;0;3;1;0;12
2;100;1;1;0;0;2;0;2;189798;poblats marítims;0;0;0;0;0;0;0;0;1;0;12
2;100;0;1;0;1;2;0;2;189429;poblats marítims;0;0;0;0;0;0;0;1;1;0;12
2;124;0;1;0;1;3;0;2;234664;poblats marítims;0;0;0;0;0;0;0;1;1;0;12
2;115;0;1;0;1;3;0;2;216525;poblats marítims;0;0;0;0;0;0;0;2;1;0;12
2;115;0;1;0;1;3;0;2;216525;poblats marítims;0;0;0;0;0;0;0;3;1;0;12
1;97;0;1;0;1;2;0;2;183744;poblats marítims;0;0;0;0;0;0;0;4;1;0;12
2;124;0;1;0;1;3;0;2;234664;poblats marítims;0;0;0;0;0;0;0;4;1;0;12
1;71;0;1;0;1;3;0;2;90000;la saïdia;0;1;1;1;0;0;1;2;1;0;25
2;148;0;1;0;1;4;0;2;248000;algirós;0;1;0;0;0;0;1;4;1;0;32
1;72;0;0;0;0;3;0;2;75000;jesús;0;0;0;1;0;0;1;3;1;0;13
1;80;0;0;0;1;3;0;2;150000;la saïdia;0;0;1;0;0;0;1;0;1;0;28
1;90;0;0;0;0;3;0;2;125000;quatre carreres;0;0;1;1;0;0;1;3;1;0;40
2;152;0;1;0;0;5;0;1;334000;ciutat vella;1;0;0;0;1;0;0;6;1;0;28
1;100;0;0;0;0;4;0;2;84900;jesús;1;0;1;1;0;0;0;5;1;0;0
1;66;0;1;0;0;3;0;2;105000;patraix;0;0;1;1;0;0;1;2;1;0;12
4;400;0;1;0;1;6;0;2;1000000;el pla del real;1;1;1;0;1;1;1;7;1;0;8
2;120;0;1;0;0;5;0;2;265000;algirós;0;1;1;1;0;0;1;3;1;0;32
2;140;0;1;0;0;3;0;2;269000;campanar;0;1;1;1;0;1;1;4;1;0;13
2;92;0;0;0;0;2;0;2;169000;quatre carreres;1;0;1;1;0;0;1;2;1;0;0
2;82;0;1;0;0;2;0;2;149800;patraix;0;0;0;1;0;0;1;7;1;0;25
2;119;0;1;0;0;3;0;2;249750;poblats marítims;1;0;1;0;0;0;0;3;1;0;40
1;49;0;0;0;0;1;0;2;45000;l'olivereta;0;0;0;0;0;0;0;4;1;0;16
2;152;0;1;0;0;5;1;2;339000;ciutat vella;0;0;1;0;0;0;0;6;1;0;28
1;82;0;1;0;1;3;0;2;96000;jesús;0;1;0;1;0;0;1;2;1;0;0
4;280;0;1;0;1;8;0;2;570000;ciutat vella;1;0;1;0;1;0;0;2;1;0;0
2;120;0;1;0;0;5;0;1;180000;rascanya;0;0;0;0;0;0;0;2;1;0;51
2;192;0;1;0;1;3;0;2;675000;extramurs;1;0;1;0;0;0;1;4;1;0;44
1;70;0;1;0;1;2;0;1;215000;quatre carreres;1;0;1;0;0;0;0;9;1;0;0
2;179;0;1;0;0;3;0;2;550000;extramurs;0;0;1;0;0;0;1;5;1;0;44
2;140;0;1;0;1;2;0;2;370000;el pla del real;1;0;1;0;0;0;0;9;1;0;0
2;100;0;1;0;0;3;0;2;210000;l'olivereta;1;0;0;0;0;0;1;6;1;0;NA
2;90;0;1;0;1;2;0;2;210000;patraix;1;1;1;1;0;0;1;2;1;0;28
2;100;0;1;0;0;2;0;1;210000;patraix;0;0;1;1;0;0;0;2;1;0;28
2;110;0;1;0;0;3;0;2;195000;la saïdia;1;0;1;1;0;1;1;2;1;0;12
2;125;0;1;0;0;3;0;2;365000;l'eixample;1;1;0;1;0;0;1;5;1;0;44
1;129;0;1;0;0;3;0;2;178000;extramurs;0;0;0;0;0;0;0;1;1;0;28
2;108;0;1;0;1;4;1;2;115000;quatre carreres;1;1;0;0;0;0;1;2;1;0;12
2;156;1;1;1;0;4;0;1;430000;campanar;1;1;1;1;1;1;0;4;1;0;16
1;108;0;1;0;0;4;1;2;109000;jesús;0;1;0;1;0;0;1;7;1;0;13
1;69;0;0;0;0;3;0;2;68000;jesús;1;0;1;0;0;0;0;3;1;0;37
1;73;0;0;0;0;3;0;2;150000;poblats marítims;0;0;0;1;0;0;0;4;1;0;48
2;115;0;1;0;0;4;0;2;170000;rascanya;1;1;1;1;0;0;1;3;1;0;48
3;420;0;1;0;1;6;0;2;997000;l'eixample;1;0;1;0;1;0;0;7;1;0;0
1;63;0;1;0;0;1;0;2;179900;ciutat vella;0;0;0;1;0;0;1;4;1;0;41
1;54;0;0;0;0;2;0;2;69000;camins al grau;1;1;0;1;0;0;1;5;1;0;39
2;134;0;1;0;1;3;0;2;345000;l'eixample;1;0;1;0;0;0;1;1;1;0;0
1;87;0;1;0;0;3;0;2;137000;quatre carreres;1;0;0;1;0;0;1;2;1;0;25
1;58;0;0;0;0;2;0;2;179000;l'eixample;0;0;1;1;0;0;1;5;1;0;25
4;310;0;1;0;1;7;1;2;470000;ciutat vella;1;1;0;1;0;1;1;3;1;0;28
2;190;0;1;0;1;6;0;2;240500;poblats marítims;1;0;1;0;0;0;1;4;1;-2500;36
1;54;0;1;0;0;1;0;2;115000;la saïdia;1;1;1;0;0;0;1;1;1;0;12
2;105;0;1;0;0;3;0;2;218000;l'eixample;1;0;0;1;0;0;0;5;1;0;25
2;180;0;1;0;0;6;0;2;599900;ciutat vella;1;0;1;0;0;0;1;4;1;0;44
4;298;0;1;0;0;4;0;2;1800000;l'eixample;1;0;1;1;0;1;1;4;1;0;28
2;110;0;1;0;0;3;0;2;160000;camins al grau;0;0;0;0;0;0;1;1;1;0;8
2;137;1;1;1;1;3;0;2;345000;campanar;1;1;1;0;0;1;1;7;1;0;16
2;174;0;1;0;0;3;0;2;680000;extramurs;1;0;1;1;1;0;1;4;1;0;28
3;230;1;1;0;1;5;1;1;650000;el pla del real;1;1;1;0;1;1;1;8;1;0;20
2;152;0;1;0;0;5;1;2;334000;ciutat vella;1;1;0;0;0;0;1;6;1;0;28
3;212;0;1;0;0;5;0;2;495000;el pla del real;1;1;1;1;0;1;0;3;1;0;41
2;127;0;1;0;1;4;0;2;150000;la saïdia;1;1;1;1;1;1;1;3;1;0;0
2;89;0;0;0;0;1;0;2;280000;extramurs;0;0;1;0;0;0;1;2;1;0;16
3;162;0;1;0;0;3;1;2;550000;ciutat vella;1;0;0;0;0;1;1;8;1;0;28
2;168;1;1;1;0;4;0;2;240000;jesús;1;0;0;1;0;1;0;4;1;0;16
1;70;0;0;0;0;3;0;2;137900;poblats marítims;1;0;0;1;0;0;0;4;1;0;0
2;120;0;1;0;1;3;0;2;194000;jesús;1;1;1;1;0;0;1;2;1;0;4
3;244;1;1;0;0;3;0;2;625000;el pla del real;1;0;1;1;0;1;1;3;1;0;44
2;104;0;1;0;0;3;0;2;249000;algirós;1;1;0;1;0;0;1;8;1;0;13
1;63;0;0;0;0;3;1;2;45000;jesús;0;1;0;0;0;0;1;5;1;0;21
2;88;0;0;0;0;2;0;2;168100;ciutat vella;0;0;0;0;0;0;0;3;1;0;0
1;91;0;0;0;0;3;0;2;173900;extramurs;1;0;1;1;0;0;1;1;1;0;44
1;101;1;1;1;0;2;0;2;197000;campanar;1;0;1;0;0;0;1;2;1;0;13
3;173;0;1;0;1;3;0;2;740000;ciutat vella;1;0;1;1;0;1;1;4;1;0;44
4;302;0;1;0;1;4;0;2;1100000;ciutat vella;1;1;1;0;0;0;1;10;1;-100000;44
1;76;0;1;0;0;2;0;2;109000;patraix;0;0;1;0;0;0;0;5;1;0;12
1;80;0;1;0;0;2;0;2;85000;benicalap;0;0;1;0;0;0;0;3;0;0;13
1;76;0;1;0;0;3;0;2;84900;rascanya;1;0;1;0;0;0;0;1;1;0;28
2;137;0;1;0;0;3;0;2;730000;poblats marítims;0;0;0;0;0;0;0;5;1;0;24
3;274;0;1;0;1;4;0;2;1195000;l'eixample;1;0;1;1;1;0;1;2;1;0;44
2;115;0;1;0;0;3;0;2;155000;patraix;1;0;1;1;0;1;1;3;1;0;28
2;196;0;1;0;0;3;0;2;325000;benimaclet;1;0;0;1;0;1;0;2;1;0;16
1;50;1;1;1;0;1;0;1;180000;rascanya;1;1;1;0;0;1;1;2;1;0;28
2;124;0;1;0;1;4;0;1;230000;quatre carreres;1;0;1;0;0;1;1;7;1;0;0
1;80;0;1;0;0;1;1;2;109000;patraix;1;1;1;0;0;0;1;5;0;0;12
1;100;0;0;0;0;4;0;2;84900;jesús;1;0;1;1;0;0;0;5;1;0;8
2;100;0;1;0;0;3;0;2;209000;algirós;1;0;1;1;1;1;0;1;1;0;16
1;76;0;0;0;0;3;0;2;175000;poblats marítims;0;0;1;1;0;0;1;1;1;0;27
2;112;0;1;0;0;2;0;2;295000;l'eixample;1;0;1;0;0;0;1;6;1;0;28
2;123;0;1;0;1;4;0;2;305000;el pla del real;1;0;0;0;0;1;1;2;1;0;44
1;75;0;1;0;1;2;0;2;130000;rascanya;1;0;0;0;0;0;1;2;1;0;12
1;100;0;0;0;0;3;0;2;104000;benimaclet;0;0;1;0;0;0;0;4;1;0;16
1;76;0;1;0;0;3;0;2;110000;patraix;0;0;0;1;0;0;1;5;0;0;0
1;74;0;1;0;0;3;0;1;130000;campanar;1;1;1;1;0;0;1;3;0;0;16
2;204;0;1;0;0;7;1;2;376000;ciutat vella;1;1;0;0;0;0;0;3;1;-22000;49
2;139;0;1;0;0;6;0;2;310000;l'eixample;0;0;0;1;0;0;1;2;1;0;44
2;187;0;1;0;1;5;1;1;740000;l'eixample;1;1;0;1;1;0;1;1;1;0;0
2;96;0;1;0;0;3;0;1;250000;extramurs;1;0;1;0;0;0;0;6;1;0;25
1;60;0;1;0;0;1;0;2;155000;quatre carreres;1;0;1;1;0;0;0;7;1;0;12
1;67;0;1;0;0;2;0;2;114900;benicalap;0;0;1;1;0;0;1;4;1;0;16
4;245;0;1;0;1;3;0;2;835000;camins al grau;1;1;1;0;1;1;1;10;1;0;16
1;82;0;1;0;0;3;0;2;110000;rascanya;0;0;0;0;0;0;0;3;1;0;20
1;75;0;0;0;0;1;1;2;60039;rascanya;0;0;0;0;0;0;0;3;1;0;12
2;140;0;1;0;1;2;0;2;460000;camins al grau;1;1;1;1;1;1;1;8;1;0;16
2;155;0;1;0;1;4;0;2;410000;extramurs;0;0;1;0;1;0;1;8;1;0;28
1;92;0;1;0;0;3;0;2;160000;jesús;0;0;0;0;0;0;0;4;1;0;3
2;114;0;1;0;0;3;0;2;175900;poblats marítims;0;0;1;0;0;0;0;2;1;0;27
1;71;0;1;0;0;4;0;1;65000;jesús;0;0;0;0;0;0;0;0;0;0;13
1;111;0;1;0;0;4;0;2;107000;patraix;0;1;0;1;0;0;1;5;0;0;0
2;111;0;1;1;1;3;0;2;390000;campanar;0;0;0;0;1;1;0;8;1;0;16
1;90;0;1;0;0;3;0;2;110000;rascanya;0;1;1;0;0;0;0;3;1;0;41
5;237;0;1;0;1;4;0;2;890000;el pla del real;0;0;1;0;0;0;1;4;1;0;28
2;100;0;1;0;0;4;0;2;208500;poblats marítims;1;0;1;0;1;1;0;4;1;0;0
2;152;0;1;0;0;5;1;2;339000;ciutat vella;1;0;0;0;0;0;0;6;1;0;28
2;138;0;1;0;0;3;0;2;240000;algirós;1;0;1;1;1;0;1;7;1;0;0
2;153;0;1;0;0;5;0;2;334000;ciutat vella;1;0;0;0;1;0;0;6;1;0;28
3;347;0;1;0;1;4;0;2;1150000;ciutat vella;1;0;0;0;0;0;1;1;1;0;44
1;76;0;0;0;1;1;0;2;169000;patraix;1;0;1;0;0;0;1;1;1;0;15
1;64;0;1;0;1;1;0;2;143800;poblats marítims;0;1;0;0;0;1;1;3;1;0;32
1;96;0;1;0;1;3;0;2;133000;jesús;1;0;1;1;0;0;1;5;1;0;3
2;74;0;1;0;0;2;0;2;125000;la saïdia;0;0;0;0;0;1;1;4;1;0;0
1;74;0;0;0;0;3;0;2;99900;benicalap;1;0;0;1;0;0;0;5;1;0;39
1;57;0;0;0;0;2;0;2;52000;rascanya;0;0;1;1;0;0;0;5;0;0;0
1;130;0;1;0;1;3;0;2;150000;benicalap;1;0;1;0;0;0;0;1;1;0;39
1;57;0;0;0;0;3;0;2;169900;poblats marítims;1;0;1;0;0;0;0;4;1;0;0
1;60;0;0;0;0;2;0;2;120000;poblats marítims;1;0;1;1;0;0;0;4;1;0;0
1;72;0;1;0;0;2;1;2;110000;poblats marítims;1;0;0;0;0;0;0;2;1;0;12
2;135;0;1;1;1;3;0;2;489000;benicalap;1;0;1;0;0;0;1;2;1;0;4
2;98;0;1;0;0;4;0;2;139000;l'olivereta;0;0;0;1;0;0;0;5;0;0;16
2;152;0;1;0;0;4;0;2;295000;algirós;1;0;0;1;0;1;1;2;1;0;16
1;140;0;1;0;0;5;0;2;310000;l'eixample;0;0;0;1;0;0;1;2;1;0;12
2;150;0;1;0;0;4;0;2;150000;rascanya;1;0;1;1;0;0;1;2;1;0;0
2;152;0;1;0;0;5;0;2;339000;ciutat vella;0;1;0;0;0;0;1;6;1;0;25
1;64;0;0;0;0;2;0;2;106000;ciutat vella;0;1;0;0;0;0;1;0;1;0;25
1;100;0;0;0;0;4;0;2;84900;jesús;1;0;1;1;0;0;0;5;1;0;15
3;193;0;1;0;0;5;1;2;485000;l'eixample;0;0;0;1;0;1;1;2;1;0;16
1;50;0;1;0;0;3;1;2;99000;la saïdia;1;0;0;1;0;0;0;3;0;0;41
2;91;0;1;0;0;3;0;2;188000;l'olivereta;1;1;1;0;0;1;1;2;1;0;16
2;175;1;1;0;1;3;0;1;330000;el pla del real;1;0;1;1;1;1;0;4;1;0;0
2;125;0;1;0;1;3;0;1;250000;algirós;1;1;1;1;0;1;1;4;1;-25000;24
2;118;0;1;0;1;4;0;2;159000;l'olivereta;1;0;0;1;0;0;0;7;1;0;29
3;180;1;1;0;1;4;0;2;980000;benicalap;1;1;1;0;1;1;1;0;1;0;32
2;106;0;1;0;0;4;0;2;165000;quatre carreres;1;1;1;1;0;1;1;4;1;0;12
1;120;0;1;0;1;4;0;2;350000;ciutat vella;1;0;1;0;0;0;1;6;1;0;16
1;69;0;0;0;0;3;0;2;63000;rascanya;0;0;0;1;0;0;1;5;1;-9000;51
2;129;0;1;0;1;3;0;2;199000;jesús;1;1;0;0;0;1;1;1;1;0;13
1;46;0;0;0;0;2;0;2;58000;l'olivereta;0;0;0;0;0;0;0;3;1;0;3
1;88;0;1;0;0;3;0;2;155000;poblats marítims;1;1;0;0;0;0;1;7;1;0;0
1;64;0;1;0;0;2;0;2;69000;rascanya;0;0;1;1;0;0;0;4;1;0;15
1;138;0;1;0;1;3;0;2;394000;l'eixample;1;1;1;0;0;0;1;1;1;0;41
1;46;0;0;0;1;2;0;2;29300;l'olivereta;0;0;0;1;0;0;1;4;1;0;16
2;110;1;1;1;0;3;0;2;225000;benicalap;1;0;1;0;0;1;1;6;1;0;16
1;84;0;1;0;1;3;1;2;179900;algirós;0;1;0;0;0;0;0;14;1;0;16
2;96;0;1;0;0;3;0;2;165000;la saïdia;1;1;1;0;0;0;1;0;1;0;28
2;106;0;1;0;0;3;0;2;200000;quatre carreres;1;1;1;0;0;0;0;4;1;0;56
1;78;0;1;0;0;2;0;2;125000;poblats marítims;1;0;1;1;1;0;0;1;1;0;0
2;107;0;1;0;1;3;0;2;183100;l'olivereta;0;0;0;0;0;0;0;2;1;0;32
2;111;0;1;0;1;3;0;2;190400;l'olivereta;0;0;0;0;0;0;0;4;1;0;32
2;100;0;1;0;0;3;0;2;185000;jesús;1;0;1;0;0;1;1;3;1;0;8
1;85;0;1;0;0;3;0;2;73000;l'olivereta;0;0;0;1;0;0;0;1;1;0;32
2;110;0;1;0;0;3;0;2;195000;la saïdia;0;0;0;0;0;0;0;2;1;0;28
1;92;0;1;0;0;2;0;1;165000;quatre carreres;1;0;0;0;1;0;0;2;1;0;27
2;286;0;1;0;0;2;0;2;825000;ciutat vella;1;0;1;1;0;0;1;1;1;0;44
1;88;0;0;0;0;3;0;2;85680;quatre carreres;0;0;0;0;0;0;0;1;0;0;0
2;65;0;0;0;0;3;0;2;107726;poblats marítims;0;0;0;0;0;0;0;4;1;0;0
1;73;0;0;0;0;3;0;2;150000;poblats marítims;0;0;1;0;0;0;0;4;1;0;40
1;62;0;0;0;0;2;0;2;129900;poblats marítims;0;0;1;1;0;0;0;4;1;0;24
1;46;0;0;0;0;2;0;2;58000;l'olivereta;0;0;0;0;0;0;0;3;1;0;0
2;115;0;1;0;0;4;0;1;115000;rascanya;0;0;1;1;0;0;1;2;1;0;28
2;120;0;1;0;1;3;0;2;194000;extramurs;1;1;1;1;0;0;1;2;1;0;51
6;324;0;1;0;0;9;1;2;155000;benicalap;0;1;0;0;0;0;1;0;1;0;16
2;105;0;1;0;0;3;1;2;190000;l'eixample;0;0;0;1;0;0;1;9;1;0;0
2;93;0;1;0;0;3;0;2;295000;l'eixample;0;0;1;1;0;0;1;6;1;0;28
1;70;0;0;0;0;3;1;2;38500;rascanya;0;0;0;0;0;0;0;5;1;0;28
2;98;0;1;0;0;3;0;2;190000;poblats marítims;1;0;1;0;0;0;1;5;1;0;24
1;115;0;1;0;1;3;0;2;113000;l'olivereta;1;0;0;0;0;0;0;1;1;0;16
2;111;0;0;0;0;3;0;2;125500;patraix;0;0;0;0;0;0;0;5;1;0;28
1;107;0;1;0;0;4;0;2;314000;l'eixample;0;1;1;1;0;0;1;4;1;0;16
1;90;0;0;0;0;3;0;2;128000;poblats marítims;0;0;1;1;0;0;0;3;1;0;12
1;90;0;1;0;0;3;0;2;149900;extramurs;1;1;1;0;0;1;1;5;0;-10000;28
2;150;0;1;0;0;4;1;2;395000;l'eixample;1;1;1;0;0;0;1;4;1;0;28
1;101;0;1;0;0;3;0;2;143000;campanar;1;0;0;1;0;0;1;6;1;0;32
2;213;0;1;0;1;6;0;2;350000;poblats marítims;1;0;1;1;0;1;1;1;1;0;32
2;84;0;0;0;1;3;0;2;64700;benicalap;1;0;0;0;0;0;0;0;1;0;32
1;80;0;1;0;0;3;0;2;160000;la saïdia;0;0;0;0;0;0;0;1;1;0;0
3;320;0;1;0;1;4;0;2;1390000;el pla del real;1;1;1;0;0;1;1;6;1;0;0
1;96;0;0;0;0;2;0;2;339000;ciutat vella;1;0;1;1;1;0;0;2;1;0;20
1;42;0;0;0;1;2;1;2;74800;poblats marítims;0;0;0;0;0;0;0;0;1;0;56
1;96;0;1;0;0;1;0;2;239900;l'eixample;1;0;1;0;0;0;1;7;1;0;28
2;124;0;1;0;0;3;0;2;315000;ciutat vella;1;0;1;1;0;1;1;2;1;0;20
1;91;0;0;0;0;4;1;2;89000;poblats marítims;0;0;0;1;0;0;1;4;1;0;53
2;113;0;1;0;0;3;0;2;199000;l'olivereta;1;0;0;0;0;1;0;6;1;0;13
2;98;0;1;0;1;3;0;2;155000;jesús;1;0;1;1;0;1;0;1;1;0;37
2;134;0;1;0;0;3;0;2;245000;poblats marítims;1;1;1;1;0;0;1;3;1;0;0
1;94;0;0;0;0;4;0;2;135000;poblats marítims;1;0;1;1;0;0;1;4;1;0;12
1;69;0;0;0;0;3;0;2;65000;l'olivereta;1;0;0;0;0;0;0;0;1;0;29
2;124;0;1;0;1;4;0;2;183500;quatre carreres;1;0;1;1;0;1;1;7;1;0;0
2;147;0;1;0;0;4;0;2;395000;l'eixample;1;1;1;0;0;0;1;4;1;0;0
2;90;0;1;1;1;2;0;2;270000;rascanya;1;1;1;0;0;1;1;5;1;0;28
2;134;0;1;0;0;4;0;2;475000;l'eixample;0;1;1;0;0;0;1;3;1;0;16
2;136;0;1;0;0;5;1;2;339000;ciutat vella;1;0;0;0;0;0;1;6;1;0;28
3;415;0;1;0;1;6;0;2;1300000;el pla del real;1;1;1;0;0;1;1;7;1;0;51
1;55;0;1;0;0;1;0;2;148000;poblats marítims;1;1;1;0;0;0;1;1;1;0;53
2;96;0;1;0;1;2;0;2;280000;campanar;1;0;1;0;1;0;1;5;1;0;16
2;142;0;1;0;0;4;0;2;245000;jesús;1;1;1;0;1;1;1;4;1;0;16
2;215;0;1;0;0;4;0;2;300000;poblats marítims;1;1;1;1;1;1;0;1;1;0;40
1;86;0;1;0;1;3;0;2;95000;jesús;1;1;1;1;0;0;1;1;1;0;3
3;113;0;1;0;1;3;0;2;309075;campanar;1;0;0;1;0;1;1;13;1;0;16
2;84;0;1;1;1;2;0;2;268000;campanar;0;0;0;0;1;1;0;8;1;0;32
2;134;0;1;0;0;3;0;2;160000;jesús;1;0;1;1;0;1;0;5;1;0;37
1;67;0;0;0;0;2;0;2;120000;poblats marítims;0;0;0;0;0;0;0;4;1;0;27
2;131;0;1;0;0;3;0;2;155000;patraix;0;1;1;0;0;0;1;1;1;0;28
2;117;1;1;1;1;3;0;2;509000;benicalap;1;0;1;0;0;1;1;2;1;0;16
2;126;1;1;1;1;3;0;2;460000;benicalap;1;0;1;0;0;0;1;3;1;0;16
1;63;1;1;0;1;1;0;2;187000;camins al grau;1;0;1;0;0;0;1;4;1;0;8
2;172;1;1;1;1;4;0;2;520000;campanar;1;0;1;1;1;1;0;9;1;0;16
2;157;1;1;1;1;3;0;2;389000;campanar;1;1;1;1;1;1;1;6;1;0;16
2;124;0;1;0;0;3;0;2;369800;extramurs;1;0;1;0;0;0;1;3;1;0;28
1;96;0;0;0;0;2;0;2;339000;ciutat vella;1;0;1;1;1;0;0;2;1;0;3
2;101;0;1;0;0;3;0;2;280000;el pla del real;1;1;0;1;0;0;1;2;0;0;51
2;113;1;1;1;1;3;0;2;285000;campanar;1;1;1;0;0;1;1;3;1;0;NA
2;150;0;1;0;1;1;0;2;736000;camins al grau;1;0;1;0;0;1;1;10;1;0;16
1;66;0;1;0;0;2;0;2;105000;quatre carreres;1;0;0;0;0;0;1;3;1;-4900;56
2;162;0;1;0;0;4;0;2;649800;l'eixample;1;0;1;1;0;0;1;3;1;0;44
1;85;0;1;0;0;2;0;2;130000;la saïdia;1;1;1;1;0;0;0;4;1;0;15
1;67;0;1;0;1;3;0;2;130000;camins al grau;1;0;1;0;0;0;0;1;0;0;16
2;157;0;1;0;1;4;0;2;398000;el pla del real;1;0;1;0;1;1;1;7;1;0;28
